,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2022-12-31,1325.00000,146.00000,61.00000,207.00000,-84.00000,,1.00000,-105.00000,1427.00000,-279.00000,73.00000,,,4.00000,-202.00000,300.00000,279.00000,579.00000,-1200.00000,-1200.00000,-649.00000,-53.00000,-1323.00000,-124.00000,84.00000,-649.00000
2021-12-31,1575.00000,164.00000,-35.00000,129.00000,-46.00000,,-33.00000,2.00000,1706.00000,-230.00000,85.00000,,,-28.00000,-173.00000,493.00000,,493.00000,-1591.00000,-1591.00000,-592.00000,-77.00000,-1767.00000,-253.00000,75.00000,-592.00000
2020-12-31,904.00000,146.00000,167.00000,313.00000,62.00000,,8.00000,88.00000,1305.00000,-160.00000,-389.00000,206.00000,206.00000,8.00000,-335.00000,133.00000,-5.00000,128.00000,-239.00000,-239.00000,-566.00000,-61.00000,-738.00000,256.00000,97.00000,-566.00000
2019-12-31,1294.00000,112.00000,-14.00000,98.00000,-56.00000,,-8.00000,-77.00000,1315.00000,-196.00000,110.00000,,,-2.00000,-88.00000,469.00000,4.00000,473.00000,-815.00000,-815.00000,-511.00000,-85.00000,-938.00000,294.00000,59.00000,-511.00000
2018-12-31,1542.00000,137.00000,-434.00000,-297.00000,-66.00000,,,-69.00000,1176.00000,-234.00000,759.00000,-200.00000,-200.00000,-12.00000,313.00000,292.00000,,292.00000,-2390.00000,-2390.00000,-462.00000,-60.00000,-2620.00000,-1194.00000,50.00000,-462.00000
2017-12-31,1340.00000,253.00000,-306.00000,-53.00000,-19.00000,,-10.00000,-257.00000,1030.00000,-318.00000,1773.00000,,,17.00000,1472.00000,703.00000,,703.00000,-1960.00000,-1960.00000,-416.00000,-122.00000,-1795.00000,768.00000,65.00000,-416.00000
2016-12-31,1643.00000,310.00000,-662.00000,-352.00000,-23.00000,,,-43.00000,1248.00000,-427.00000,370.00000,,,53.00000,-4.00000,6577.00000,-1285.00000,5292.00000,-5403.00000,-5403.00000,-744.00000,111.00000,-744.00000,466.00000,80.00000,-744.00000
2015-12-31,1283.00000,319.00000,-396.00000,-77.00000,-36.00000,-4.00000,-14.00000,54.00000,1260.00000,-442.00000,213.00000,,,30.00000,-199.00000,-267.00000,912.00000,645.00000,-1200.00000,-1200.00000,-730.00000,196.00000,-1089.00000,-28.00000,46.00000,-730.00000
2014-12-31,1051.00000,328.00000,-29.00000,299.00000,-21.00000,-2.00000,2.00000,-133.00000,1217.00000,-508.00000,83.00000,,,1.00000,-424.00000,-65.00000,416.00000,351.00000,-820.00000,-820.00000,-669.00000,399.00000,-739.00000,66.00000,45.00000,-669.00000
2013-12-31,1064.00000,721.00000,457.00000,1178.00000,-12.00000,18.00000,-21.00000,-103.00000,2139.00000,-1049.00000,161.00000,,,2.00000,-886.00000,-67.00000,,-67.00000,-733.00000,-733.00000,-615.00000,-36.00000,-1451.00000,-203.00000,49.00000,-615.00000
2012-12-31,1608.00000,665.00000,-91.00000,574.00000,-18.00000,9.00000,-14.00000,112.00000,2294.00000,-1099.00000,-179.00000,,,273.00000,-1005.00000,-282.00000,,-282.00000,-903.00000,-903.00000,-544.00000,13.00000,-1716.00000,-422.00000,50.00000,-544.00000
2011-12-31,1335.00000,637.00000,84.00000,721.00000,-39.00000,-75.00000,-25.00000,114.00000,2170.00000,-940.00000,165.00000,,,-231.00000,-1006.00000,-262.00000,,-262.00000,-693.00000,-693.00000,-481.00000,23.00000,-1413.00000,-228.00000,59.00000,-481.00000
2010-12-31,1178.00000,589.00000,55.00000,644.00000,-12.00000,-68.00000,61.00000,146.00000,1968.00000,-796.00000,203.00000,,,14.00000,-579.00000,321.00000,-8.00000,313.00000,-269.00000,-269.00000,-412.00000,31.00000,-337.00000,1073.00000,47.00000,-412.00000
2009-12-31,1083.00000,580.00000,-125.00000,455.00000,3.00000,27.00000,-7.00000,-134.00000,1404.00000,-763.00000,55.00000,,,-19.00000,-727.00000,-29.00000,-303.00000,-332.00000,113.00000,113.00000,-362.00000,39.00000,-542.00000,137.00000,56.00000,-362.00000
