,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2022-12-31,4994.00000,418.00000,637.00000,1055.00000,416.00000,,-151.00000,-1358.00000,-1093.00000,4956.00000,-533.00000,,-512.00000,-512.00000,-85.00000,-1130.00000,-158.00000,,-158.00000,-2321.00000,-2321.00000,-2990.00000,27.00000,-5442.00000,-1907.00000,708.00000,-2990.00000
2021-12-31,6205.00000,415.00000,-2011.00000,-1596.00000,-322.00000,,342.00000,315.00000,335.00000,4944.00000,-341.00000,-1106.00000,-386.00000,-386.00000,-104.00000,-1937.00000,1748.00000,,1748.00000,-1485.00000,-1485.00000,-2547.00000,-3.00000,-2287.00000,659.00000,734.00000,-2547.00000
2020-12-31,5286.00000,358.00000,-1910.00000,-1552.00000,-313.00000,,-115.00000,437.00000,9.00000,3743.00000,-194.00000,,11.00000,11.00000,-71.00000,-254.00000,4347.00000,,4347.00000,-1809.00000,-1809.00000,-2260.00000,-34.00000,244.00000,3835.00000,622.00000,-2260.00000
2019-12-31,4526.00000,296.00000,-1351.00000,-1055.00000,-433.00000,,-111.00000,-43.00000,-587.00000,2884.00000,-254.00000,-1510.00000,-140.00000,-140.00000,-110.00000,-2014.00000,1561.00000,,1561.00000,-1911.00000,-1911.00000,-2096.00000,-137.00000,-2583.00000,-1659.00000,567.00000,-2096.00000
2018-12-31,4302.00000,220.00000,-1321.00000,-1101.00000,4.00000,,43.00000,-173.00000,-126.00000,3075.00000,-204.00000,-699.00000,146.00000,146.00000,-51.00000,-808.00000,1303.00000,,1303.00000,-2087.00000,-2087.00000,-1968.00000,-13.00000,-2765.00000,-591.00000,564.00000,-1968.00000
2017-12-31,4989.00000,240.00000,-1400.00000,-1160.00000,-521.00000,,308.00000,334.00000,121.00000,3950.00000,-155.00000,-102.00000,-291.00000,-291.00000,-60.00000,-608.00000,461.00000,,461.00000,-1421.00000,-1421.00000,-1662.00000,-8.00000,-2630.00000,904.00000,542.00000,-1662.00000
2016-12-31,3166.00000,263.00000,422.00000,685.00000,-65.00000,-449.00000,26.00000,-1090.00000,-1578.00000,2273.00000,-119.00000,-30.00000,35.00000,35.00000,-257.00000,-371.00000,,,,-1373.00000,-1373.00000,-1545.00000,1233.00000,-1685.00000,-56.00000,521.00000,-1545.00000
2015-12-31,3352.00000,295.00000,-302.00000,-7.00000,-82.00000,,-41.00000,-218.00000,-341.00000,3004.00000,-221.00000,-273.00000,192.00000,192.00000,-163.00000,-465.00000,521.00000,,521.00000,-1205.00000,-1205.00000,-1476.00000,96.00000,-2064.00000,360.00000,514.00000,-1476.00000
2014-12-31,3264.00000,334.00000,193.00000,527.00000,78.00000,,-69.00000,-713.00000,-704.00000,3087.00000,-66.00000,,428.00000,428.00000,-123.00000,239.00000,711.00000,,711.00000,-1340.00000,-1340.00000,-1338.00000,106.00000,-1861.00000,1333.00000,453.00000,-1338.00000
2013-12-31,2951.00000,343.00000,-149.00000,194.00000,14.00000,,7.00000,476.00000,497.00000,3642.00000,-94.00000,-298.00000,-43.00000,-43.00000,-48.00000,-483.00000,-957.00000,-100.00000,-1057.00000,-1215.00000,-1215.00000,-1168.00000,48.00000,-3392.00000,-216.00000,448.00000,-1168.00000
2012-12-31,2440.00000,350.00000,198.00000,548.00000,-292.00000,-664.00000,114.00000,94.00000,-748.00000,2240.00000,-150.00000,-267.00000,366.00000,366.00000,-215.00000,-266.00000,1326.00000,,1326.00000,-1598.00000,-1598.00000,-1060.00000,388.00000,-944.00000,1100.00000,451.00000,-1060.00000
2011-12-31,2339.00000,380.00000,336.00000,716.00000,124.00000,-116.00000,-152.00000,-85.00000,-229.00000,2826.00000,-247.00000,,43.00000,43.00000,,-204.00000,1304.00000,,1304.00000,-2864.00000,-2864.00000,-1014.00000,89.00000,-2485.00000,139.00000,497.00000,-1014.00000
2010-12-31,2050.00000,412.00000,286.00000,698.00000,-364.00000,-118.00000,164.00000,58.00000,-260.00000,2488.00000,-131.00000,-23.00000,-422.00000,-422.00000,-51.00000,-627.00000,-176.00000,-2134.00000,-2310.00000,-248.00000,-248.00000,-776.00000,164.00000,-3170.00000,-1341.00000,445.00000,-776.00000
2009-12-31,897.00000,339.00000,443.00000,782.00000,-223.00000,-53.00000,165.00000,-169.00000,-280.00000,1399.00000,-65.00000,-5755.00000,276.00000,276.00000,25.00000,-5519.00000,2558.00000,2034.00000,4592.00000,2776.00000,2776.00000,-422.00000,-197.00000,6749.00000,2676.00000,317.00000,-422.00000
