,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2022-09-30,3553.00000,5163.00000,-3202.00000,1961.00000,605.00000,-420.00000,-707.00000,488.00000,6002.00000,-4943.00000,,,,-65.00000,-5008.00000,-3683.00000,-334.00000,-4017.00000,127.00000,127.00000,,-839.00000,-4729.00000,-4342.00000,977.00000,0.00000
2021-09-30,2536.00000,5111.00000,-4275.00000,836.00000,-357.00000,252.00000,171.00000,2194.00000,5566.00000,-3578.00000,,,,407.00000,-3171.00000,-3673.00000,-26.00000,-3699.00000,435.00000,435.00000,,-1121.00000,-4385.00000,-1951.00000,600.00000,0.00000
2020-09-30,-2442.00000,10298.00000,405.00000,10703.00000,1943.00000,14.00000,-157.00000,-645.00000,7616.00000,-4022.00000,,,,172.00000,-3850.00000,14587.00000,-3354.00000,11233.00000,305.00000,305.00000,-1587.00000,-1471.00000,8480.00000,12499.00000,525.00000,-1587.00000
2019-09-30,10897.00000,4167.00000,-3436.00000,731.00000,55.00000,-223.00000,932.00000,-5644.00000,5984.00000,-4876.00000,-9901.00000,,,-319.00000,-15096.00000,-641.00000,4318.00000,3677.00000,318.00000,318.00000,-2895.00000,-1564.00000,-464.00000,1300.00000,711.00000,-2895.00000
2018-09-30,13066.00000,3011.00000,-863.00000,2148.00000,-720.00000,-17.00000,-1450.00000,-1360.00000,14295.00000,-4465.00000,-1581.00000,,,710.00000,-5336.00000,-815.00000,-1768.00000,-2583.00000,-3367.00000,-3367.00000,-2515.00000,-378.00000,-8843.00000,91.00000,393.00000,-2515.00000
2017-09-30,9366.00000,2782.00000,877.00000,3659.00000,107.00000,-5.00000,-1127.00000,-1185.00000,12343.00000,-3623.00000,-417.00000,,,-71.00000,-4111.00000,2456.00000,1247.00000,3703.00000,-9092.00000,-9092.00000,-2445.00000,-1125.00000,-8959.00000,-696.00000,364.00000,-2445.00000
2016-09-30,9790.00000,2527.00000,1454.00000,3981.00000,-393.00000,186.00000,-544.00000,-1309.00000,13136.00000,-4773.00000,-850.00000,,,-135.00000,-5758.00000,3860.00000,-920.00000,2940.00000,-7240.00000,-7240.00000,-2313.00000,-607.00000,-7220.00000,35.00000,393.00000,-2313.00000
2015-09-30,8852.00000,2354.00000,155.00000,2509.00000,-211.00000,1.00000,-699.00000,-604.00000,11385.00000,-4265.00000,,,,20.00000,-4245.00000,329.00000,2376.00000,2705.00000,-5766.00000,-5766.00000,-3063.00000,323.00000,-5801.00000,1037.00000,410.00000,-3063.00000
2014-09-30,8004.00000,2288.00000,490.00000,2778.00000,-480.00000,-81.00000,-1115.00000,-1236.00000,9780.00000,-3311.00000,-402.00000,395.00000,395.00000,-27.00000,-3345.00000,583.00000,50.00000,633.00000,-6123.00000,-6123.00000,-1508.00000,288.00000,-6710.00000,-510.00000,408.00000,-1508.00000
2013-09-30,6636.00000,2192.00000,175.00000,2367.00000,-374.00000,51.00000,-79.00000,54.00000,9452.00000,-2796.00000,-2443.00000,479.00000,479.00000,84.00000,-4676.00000,2429.00000,-2050.00000,379.00000,-3500.00000,-3500.00000,-1324.00000,231.00000,-4214.00000,544.00000,402.00000,-1324.00000
2012-09-30,6173.00000,1987.00000,718.00000,2705.00000,-108.00000,18.00000,-203.00000,-1143.00000,7966.00000,-3784.00000,-1088.00000,110.00000,110.00000,3.00000,-4759.00000,-43.00000,467.00000,424.00000,-2007.00000,-2007.00000,-1076.00000,-326.00000,-2985.00000,202.00000,408.00000,-1076.00000
2011-09-30,5258.00000,1841.00000,498.00000,2339.00000,-518.00000,-199.00000,143.00000,-807.00000,6994.00000,-3559.00000,380.00000,,,-107.00000,-3286.00000,1254.00000,393.00000,1647.00000,-3865.00000,-3865.00000,-756.00000,-259.00000,-3233.00000,463.00000,423.00000,-756.00000
2010-09-30,4313.00000,1713.00000,571.00000,2284.00000,-686.00000,-127.00000,280.00000,-28.00000,6578.00000,-2110.00000,-2323.00000,,,-90.00000,-4523.00000,-1371.00000,1190.00000,-181.00000,-1536.00000,-1536.00000,-653.00000,-293.00000,-2663.00000,-695.00000,391.00000,-653.00000
2009-09-30,3609.00000,1631.00000,549.00000,2180.00000,468.00000,-117.00000,-608.00000,-499.00000,5319.00000,-1753.00000,9.00000,,,-11.00000,-1755.00000,133.00000,-1985.00000,-1852.00000,-19.00000,-19.00000,-648.00000,-592.00000,-3111.00000,416.00000,361.00000,-648.00000
