,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-short-term-investments,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2022-03-31,242.87000,619.76700,-6.91100,612.85600,-51.96900,-102.92200,14.88700,7.12600,-149.27600,684.81100,-285.82200,-380.73700,,,,,-666.55900,562.35500,-190.17400,372.18100,-45.70600,-45.70600,-163.16900,-47.47600,115.83000,127.78900,57.66000,-163.16900
2021-03-31,396.87000,219.23700,30.25400,249.49100,12.07600,3.76900,-7.21300,0.45800,19.00600,689.64000,-238.69300,-908.67400,-4.40000,,-4.40000,-2.39200,-1154.15900,515.00000,-30.46100,484.53900,12.08000,12.08000,-133.83700,-17.16200,345.62000,-99.05000,25.96600,-133.83700
2020-03-31,407.85900,197.23500,34.84900,232.08400,-17.86600,-39.14000,-2.77900,3.78400,-49.81000,590.55900,-210.36000,-109.37500,,,,,-319.73500,,-26.50000,-26.50000,-16.51000,-16.51000,-123.03400,2.89800,-163.14600,98.94800,23.81100,-123.03400
2019-03-31,304.74600,225.92100,16.89700,242.81800,-48.48600,-14.17600,21.24400,-7.37100,10.33800,539.50500,-184.14800,-10.83500,-4.95500,,-4.95500,-13.28600,-213.22400,-85.00000,-27.08700,-112.08700,-68.13200,-68.13200,-112.50300,-2.07000,-294.79200,19.09900,23.96500,-112.50300
2018-03-31,291.62200,178.33200,14.59400,192.92600,-37.73100,-5.17800,0.56300,-1.24400,-59.14500,457.63200,-163.36300,-37.38300,,,,-3.08300,-203.82900,-222.50000,29.06500,-193.43500,-54.32700,-54.32700,-102.92900,-5.49300,-356.18400,-81.38400,22.18700,-102.92900
2017-03-31,110.63100,246.49800,137.40200,383.90000,-48.14000,-12.82900,6.88400,2.32400,-57.20300,424.08600,-168.05500,70.15600,-6.35600,,-6.35600,,-104.25500,121.23000,-196.61300,-75.38300,-87.53200,-87.53200,-93.19300,-10.99100,-267.09900,34.07700,18.79400,-93.19300
2016-03-31,111.58500,143.74000,34.21200,177.95200,-31.56000,1.81000,5.24900,-9.59900,-20.53400,254.67500,-125.56300,-604.02100,,,,,-729.58400,257.43300,369.45100,626.88400,-2.50400,-2.50400,-65.20300,1.11200,560.28900,81.15200,16.14700,-65.20300
2015-03-31,135.06400,91.54100,-1.67200,89.86900,-2.77400,-9.90200,-3.14600,2.08900,30.34500,246.04000,-84.42600,-194.66200,-4.68100,,-4.68100,,-283.76900,,129.77000,129.77000,-2.41300,-2.41300,-53.51300,-4.09400,69.75000,14.88700,14.92100,-53.51300
2014-03-31,129.44200,75.64900,28.71400,104.36300,-28.79400,2.76700,19.37700,-5.48200,-24.10800,209.63100,-81.59300,-67.05900,,,,,-148.65200,-70.00000,71.19000,1.19000,-9.80900,-9.80900,-48.38500,2.79800,-54.20600,10.79400,11.10000,-48.38500
2013-03-31,159.97700,69.03500,30.90400,99.93900,21.86600,28.01500,-12.53600,-8.88900,-27.98100,227.81500,-87.37800,-399.67600,,,,,-487.05400,200.00000,82.29000,282.29000,15.01700,15.01700,-43.19500,0.13400,254.24600,-8.81300,8.91700,-43.19500
2012-03-31,136.11500,62.90600,30.61500,93.52100,-6.51700,11.83300,-9.12000,0.38500,-75.59700,149.37200,-66.64000,-34.63500,,,,,-101.27500,,,,-51.02800,-51.02800,-38.56000,1.51400,-88.07400,-42.19500,7.85800,-38.56000
2011-03-31,51.26500,54.38900,-31.08500,23.30400,-54.51700,-42.23300,23.71400,2.22700,35.04600,117.74400,-76.14100,-4.00000,,-16.90000,-16.90000,,-97.04100,,,,-17.23500,-17.23500,-33.22800,2.52500,-47.93800,-21.95500,10.18600,-33.22800
2010-03-31,128.46700,56.21800,11.63300,67.85100,27.76400,15.27100,-4.52200,5.35100,27.07300,224.95400,-40.98200,,,-1.50000,-1.50000,,-42.48200,,,,13.73700,13.73700,-144.01700,2.46700,-127.81300,60.79100,7.37000,-144.01700
2009-03-31,110.68500,58.77300,11.43200,70.20500,0.45400,0.67500,-2.74100,10.84000,-1.72300,167.38400,-21.54800,,,-4.15000,-4.15000,,-25.69800,109.20000,-79.18000,30.02000,-46.84500,-46.84500,-17.65700,6.50600,-27.97600,102.31200,7.37000,-17.65700
