,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2022-12-31,1736.00000,2554.00000,-121.00000,2433.00000,-672.00000,-203.00000,195.00000,565.00000,-115.00000,3932.00000,-4638.00000,,-35.00000,-35.00000,20.00000,-4653.00000,1563.00000,-192.00000,1371.00000,322.00000,322.00000,-1012.00000,-15.00000,666.00000,-55.00000,20.00000,-1012.00000
2021-12-31,1597.00000,2257.00000,-81.00000,2176.00000,-313.00000,-126.00000,138.00000,-1143.00000,-1444.00000,2189.00000,-4244.00000,,-14.00000,-14.00000,-29.00000,-4287.00000,2293.00000,421.00000,2714.00000,366.00000,366.00000,-935.00000,-10.00000,2135.00000,37.00000,31.00000,-935.00000
2020-12-31,1473.00000,2082.00000,12.00000,2094.00000,-157.00000,-80.00000,-33.00000,-285.00000,-555.00000,2848.00000,-5369.00000,684.00000,-20.00000,-20.00000,-35.00000,-4740.00000,1939.00000,-11.00000,1928.00000,727.00000,727.00000,-856.00000,-26.00000,1773.00000,-119.00000,73.00000,-856.00000
2019-12-31,1372.00000,1904.00000,212.00000,2116.00000,22.00000,-84.00000,-12.00000,-191.00000,-265.00000,3263.00000,-4225.00000,,-20.00000,-20.00000,-98.00000,-4343.00000,1971.00000,-443.00000,1528.00000,458.00000,458.00000,-791.00000,-14.00000,1181.00000,101.00000,58.00000,-791.00000
2018-12-31,1261.00000,1781.00000,221.00000,2002.00000,-96.00000,-65.00000,90.00000,1.00000,-70.00000,3122.00000,-3957.00000,,-20.00000,-20.00000,-9.00000,-3986.00000,1223.00000,225.00000,1448.00000,230.00000,230.00000,-730.00000,-20.00000,928.00000,64.00000,45.00000,-730.00000
2017-12-31,1148.00000,1609.00000,674.00000,2283.00000,-94.00000,-3.00000,43.00000,-178.00000,-232.00000,3126.00000,-3244.00000,,-28.00000,-28.00000,-24.00000,-3296.00000,488.00000,422.00000,910.00000,,,-721.00000,-21.00000,168.00000,-2.00000,57.00000,-721.00000
2016-12-31,1123.00000,1436.00000,619.00000,2055.00000,-83.00000,1.00000,118.00000,-104.00000,-68.00000,3052.00000,-3195.00000,,-68.00000,-68.00000,2.00000,-3261.00000,1388.00000,-454.00000,934.00000,-32.00000,-32.00000,-681.00000,-12.00000,209.00000,,41.00000,-681.00000
2015-12-31,984.00000,1244.00000,723.00000,1967.00000,66.00000,-11.00000,-120.00000,153.00000,88.00000,3038.00000,-3683.00000,,33.00000,33.00000,27.00000,-3623.00000,1375.00000,-174.00000,1201.00000,7.00000,7.00000,-607.00000,-11.00000,590.00000,5.00000,45.00000,-607.00000
2014-12-31,1021.30600,1145.51400,572.67700,1718.19100,-125.14600,-20.55800,-53.24200,118.93500,-80.01100,2659.48600,-3199.79100,,80.23500,80.23500,2.30500,-3117.25100,561.63600,260.50000,822.13600,180.79800,180.79800,-561.41100,-11.29400,430.22900,-27.53600,32.18900,-561.41100
2013-12-31,948.23400,1094.17900,484.18100,1578.36000,-108.91100,-43.58800,132.44100,77.50000,57.44200,2584.03600,-3358.20700,,59.58900,59.58900,85.23400,-3213.38400,779.44400,157.00000,936.44400,231.76700,231.76700,-514.04200,,654.16900,24.82100,24.61300,-514.04200
2012-12-31,905.22900,1039.74300,452.24700,1491.99000,-197.23600,82.65800,-100.32700,-177.55800,-392.46300,2004.75600,-2570.20900,,46.91100,46.91100,190.35600,-2332.94200,487.36800,383.00000,870.36800,-33.78600,-33.78600,-486.75700,,349.82500,21.63900,26.97000,-486.75700
2011-12-31,841.17200,1003.56100,528.16000,1531.72100,-79.70100,-57.43200,13.74800,156.01400,32.62900,2405.52200,-2205.56700,,48.77710,59.20510,-101.43900,-2247.80100,582.97500,-247.40000,335.57500,38.69100,-66.28900,-474.76000,,-205.47400,-47.75300,45.00600,-474.76000
2010-12-31,755.83400,971.20200,423.04300,1394.24500,-29.74900,9.23900,-188.85500,-46.77200,-256.13700,1893.94200,-2128.37000,-732.49500,53.04130,51.90730,2.23400,-2806.72400,873.02300,7.40000,880.42300,457.25800,457.25800,-432.11000,,905.57100,-7.21100,35.80700,-432.11000
2009-12-31,680.88700,909.27500,488.00500,1397.28000,122.50300,100.50400,-50.63800,-337.63000,-165.26100,1912.90600,-1777.60800,,53.87500,44.58100,-1.65300,-1734.68000,68.61900,3.75000,72.36900,20.13300,20.13300,-414.92200,,-322.42000,-144.19400,29.67200,-414.92200
