,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-short-term-investments,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2022-06-30,14793.00000,2807.00000,41.00000,2848.00000,-694.00000,-1247.00000,-635.00000,-1147.00000,16723.00000,-3046.00000,-1381.00000,,3.00000,3.00000,,-4424.00000,2042.00000,-150.00000,1892.00000,-10003.00000,-10003.00000,-8770.00000,2005.00000,-14876.00000,-3074.00000,528.00000,-8770.00000
2021-06-30,14352.00000,2735.00000,778.00000,3513.00000,-342.00000,-309.00000,-369.00000,371.00000,18371.00000,-2745.00000,-34.00000,-55.00000,,-55.00000,,-2834.00000,-570.00000,-3333.00000,-3903.00000,-11009.00000,-11009.00000,-8263.00000,1644.00000,-21531.00000,-5893.00000,540.00000,-8263.00000
2020-06-30,13103.00000,3013.00000,-31.00000,2982.00000,634.00000,-637.00000,-710.00000,1210.00000,17403.00000,-3043.00000,-58.00000,6151.00000,-5.00000,6146.00000,,3045.00000,2504.00000,2345.00000,4849.00000,-7405.00000,-7405.00000,-7789.00000,1978.00000,-8367.00000,11942.00000,558.00000,-7789.00000
2019-06-30,3966.00000,2824.00000,7771.00000,10595.00000,-276.00000,-239.00000,-973.00000,368.00000,15242.00000,-2953.00000,-3945.00000,3470.00000,-62.00000,3408.00000,,-3490.00000,1398.00000,-2215.00000,-817.00000,-5003.00000,-5003.00000,-7498.00000,3324.00000,-9994.00000,1670.00000,515.00000,-7498.00000
2018-06-30,9861.00000,2834.00000,-848.00000,1986.00000,-177.00000,-188.00000,2000.00000,3020.00000,14867.00000,-3448.00000,-109.00000,19.00000,27.00000,46.00000,,-3511.00000,2199.00000,-3437.00000,-1238.00000,-7004.00000,-7004.00000,-7310.00000,1177.00000,-14375.00000,-3000.00000,395.00000,-7310.00000
2017-06-30,15411.00000,2820.00000,-5197.00000,-2377.00000,-322.00000,71.00000,-43.00000,-443.00000,12753.00000,-2813.00000,-491.00000,-3355.00000,-26.00000,-3381.00000,,-6685.00000,-1328.00000,2727.00000,1399.00000,-5204.00000,-5204.00000,-7236.00000,2473.00000,-8568.00000,-2529.00000,351.00000,-7236.00000
2016-06-30,10604.00000,3078.00000,-71.00000,3007.00000,35.00000,116.00000,204.00000,1640.00000,15435.00000,-2882.00000,-1182.00000,-1461.00000,93.00000,-1368.00000,-143.00000,-5575.00000,1703.00000,-418.00000,1285.00000,-5734.00000,-5734.00000,-7436.00000,2672.00000,-9213.00000,266.00000,335.00000,-7436.00000
2015-06-30,7144.00000,3134.00000,3716.00000,6850.00000,349.00000,313.00000,-976.00000,614.00000,14608.00000,762.00000,-137.00000,-3647.00000,1040.00000,-2607.00000,-908.00000,-2890.00000,-1374.00000,-2580.00000,-3954.00000,-4604.00000,-4604.00000,-7287.00000,2826.00000,-13019.00000,-1712.00000,337.00000,-7287.00000
2014-06-30,11785.00000,3141.00000,493.00000,3634.00000,87.00000,8.00000,-1557.00000,-1461.00000,13958.00000,-3271.00000,-24.00000,-544.00000,-261.00000,-805.00000,,-4100.00000,239.00000,3304.00000,3543.00000,-6005.00000,-6005.00000,-6911.00000,2094.00000,-7279.00000,2618.00000,360.00000,-6911.00000
2013-06-30,11402.00000,2982.00000,-569.00000,2413.00000,-415.00000,-225.00000,68.00000,681.00000,14873.00000,-3424.00000,-1145.00000,-1605.00000,-121.00000,-1726.00000,,-6295.00000,-1421.00000,3406.00000,1985.00000,-5986.00000,-5986.00000,-6519.00000,3449.00000,-7071.00000,1511.00000,346.00000,-6519.00000
2012-06-30,10904.00000,3204.00000,-218.00000,2986.00000,-427.00000,77.00000,-444.00000,-816.00000,13284.00000,-1071.00000,-134.00000,,112.00000,112.00000,,-1093.00000,1436.00000,-3412.00000,-1976.00000,-4024.00000,-4024.00000,-6139.00000,1729.00000,-10410.00000,1668.00000,377.00000,-6139.00000
2011-06-30,11927.00000,2838.00000,339.00000,3177.00000,-426.00000,-501.00000,-1221.00000,-1790.00000,13330.00000,-3081.00000,-474.00000,,73.00000,73.00000,,-3482.00000,1330.00000,151.00000,1481.00000,-7039.00000,-7039.00000,-5767.00000,1203.00000,-10122.00000,-111.00000,414.00000,-5767.00000
2010-06-30,12846.00000,3108.00000,-2181.00000,927.00000,-14.00000,86.00000,-356.00000,2162.00000,16131.00000,1.00000,-425.00000,,-173.00000,-173.00000,,-597.00000,-4716.00000,-1798.00000,-6514.00000,-6004.00000,-6004.00000,-5458.00000,662.00000,-17314.00000,-1902.00000,453.00000,-5458.00000
2009-06-30,13436.00000,3082.00000,-1265.00000,1817.00000,415.00000,721.00000,-758.00000,-364.00000,14919.00000,-2151.00000,-368.00000,,166.00000,166.00000,,-2353.00000,2339.00000,-2420.00000,-81.00000,-6370.00000,-6370.00000,-5044.00000,681.00000,-10814.00000,1468.00000,516.00000,-5044.00000
