,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2022-12-31,566.00000,212.00000,105.00000,317.00000,-7.00000,-126.00000,-52.00000,-281.00000,602.00000,-96.00000,-158.00000,,,-22.00000,-276.00000,211.00000,48.00000,259.00000,-483.00000,-483.00000,-21.00000,-70.00000,-315.00000,-1.00000,54.00000,-21.00000
2021-12-31,660.00000,210.00000,36.00000,246.00000,4.00000,-295.00000,9.00000,-196.00000,710.00000,-79.00000,-571.00000,10.00000,10.00000,-37.00000,-677.00000,183.00000,-18.00000,165.00000,-401.00000,-401.00000,-26.00000,-71.00000,-333.00000,-303.00000,78.00000,-26.00000
2020-12-31,420.00000,186.00000,19.00000,205.00000,-189.00000,-32.00000,-6.00000,-31.00000,594.00000,-49.00000,-60.00000,14.00000,14.00000,-20.00000,-115.00000,-110.00000,45.00000,-65.00000,-74.00000,-74.00000,-8.00000,-40.00000,-187.00000,315.00000,9.00000,-8.00000
2019-12-31,719.13800,184.94200,-295.56600,-110.62400,-72.68900,14.70200,-57.29100,45.57300,654.08700,-76.21900,,-348.62800,-348.62800,0.47400,-424.37300,-260.20300,-927.91200,-1188.11500,-163.87600,-163.87600,51.49800,1084.51300,-215.98000,49.21200,44.92000,51.49800
2018-12-31,562.12600,143.63000,132.23200,275.86200,-127.20100,-41.04200,-165.64500,-153.28200,684.70600,-71.28300,-53.24000,1.00000,1.00000,-69.43100,-192.95400,90.26500,210.74100,301.00600,-196.92400,-196.92400,-7.35100,-700.50700,-603.77600,-101.11700,32.62100,-7.35100
2017-12-31,459.29300,133.85500,243.53000,377.38500,-128.49800,-143.15500,-101.02400,-291.16300,545.51500,-62.40400,-181.41500,34.04800,34.04800,-132.50500,-342.27600,141.15200,302.94100,444.09300,-444.73400,-444.73400,-8.67300,-103.23700,-112.55100,115.33500,36.84500,-8.67300
2016-12-31,556.39500,169.78000,44.26800,214.04800,-7.65500,-104.78700,-22.65700,-127.86700,642.57600,-70.17900,-228.57500,,,-17.66800,-316.42200,245.41800,98.74800,344.16600,-538.62000,-538.62000,-32.35000,-100.54000,-327.34400,-9.70500,58.24600,-32.35000
2015-12-31,523.42700,159.12700,64.92200,224.04900,-120.00100,-194.86900,-58.37600,-131.97600,615.50000,-71.68400,-171.86100,0.02000,0.02000,-16.50600,-260.03100,-66.20300,145.17300,78.97000,-284.98200,-284.98200,-33.30100,-108.71700,-348.03000,-17.38800,44.61400,-33.30100
2014-12-31,505.43600,152.23800,79.29600,231.53400,-81.44100,-71.89900,-40.40700,-144.46600,592.50400,-82.11600,-424.28300,3.25000,3.25000,-13.49000,-516.63900,86.38000,152.64100,239.02100,-268.49800,-268.49800,-24.98600,-100.18400,-154.64700,-99.14200,45.87600,-24.98600
2013-12-31,471.46200,134.23800,57.33900,191.57700,-45.11000,-48.08700,15.74700,1.13600,664.17500,-60.21500,-182.36300,-13.36400,-13.36400,-10.66300,-266.60500,-51.19600,2.17500,-49.02100,-264.69800,-264.69800,-19.22400,-3.03100,-335.97400,66.53600,35.52700,-19.22400
2012-12-31,423.38800,125.32200,73.42600,198.74800,-73.92500,-193.58500,-62.39000,-214.03700,408.09900,-51.23700,-220.23800,9.22500,9.22500,-7.35400,-269.60400,114.41000,-32.18500,82.22500,-227.39800,-227.39800,-21.28400,-4.14400,-170.60100,-25.20400,37.31300,-21.28400
2011-12-31,404.65600,115.89600,35.24100,151.13700,36.20400,-44.15500,-10.49300,-1.16800,554.62500,-45.17600,-149.40300,2.60000,2.60000,-1.24300,-193.22200,-30.62100,13.31600,-17.30500,-165.48300,-165.48300,-10.05500,-164.37100,-357.21400,-3.06400,42.73000,-10.05500
2010-12-31,352.13100,105.22100,35.28700,140.50800,-76.12900,-21.30700,-26.64000,-97.15900,395.48000,-39.00000,-352.59800,6.00000,6.00000,-2.02500,-387.62300,-203.02800,40.50000,-162.52800,-19.29800,-19.29800,-12.53100,-136.28600,-330.64300,-320.80600,35.63100,-12.53100
2009-12-31,333.15700,87.48300,5.64500,93.12800,20.44500,-19.24200,0.37500,-28.25600,398.02900,-51.62700,-43.93200,9.95500,9.95500,-12.98300,-98.58700,-154.32900,-4.48100,-158.81000,11.87000,11.87000,-2.60400,-48.13100,-197.67500,101.58400,31.22500,-2.60400
