,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-short-term-investments,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2022-12-31,2249.00000,484.00000,713.00000,1197.00000,675.00000,27.00000,-132.00000,570.00000,4027.00000,-214.00000,-223.00000,332.00000,-3728.00000,-3396.00000,-7776.00000,-11609.00000,2987.00000,2161.00000,5148.00000,,,-1010.00000,4626.00000,8764.00000,1182.00000,105.00000,-897.00000
2021-12-31,1297.00000,391.00000,78.00000,469.00000,-56.00000,16.00000,393.00000,353.00000,2062.00000,-247.00000,-152.00000,716.00000,-7521.00000,-6805.00000,3242.00000,-3962.00000,-2629.00000,-1245.00000,-3874.00000,-650.00000,-864.00000,-888.00000,6453.00000,827.00000,-1073.00000,129.00000,-750.00000
2020-12-31,817.00000,367.00000,1032.00000,1399.00000,-534.00000,37.00000,-394.00000,-891.00000,1323.00000,-119.00000,,-81.00000,-2041.00000,-2122.00000,-6398.00000,-8639.00000,-1666.00000,-2373.00000,-4039.00000,-92.00000,896.00000,-698.00000,16582.00000,12741.00000,5425.00000,77.00000,-614.00000
2019-12-31,1411.00000,386.00000,393.00000,779.00000,-214.00000,-32.00000,-399.00000,-645.00000,1574.00000,-107.00000,-548.00000,-112.00000,-507.00000,-619.00000,-603.00000,-1877.00000,1053.00000,586.00000,1639.00000,-441.00000,-441.00000,-671.00000,-1726.00000,-1199.00000,-1502.00000,83.00000,-597.00000
2018-12-31,1393.00000,493.00000,376.00000,869.00000,-301.00000,-11.00000,-213.00000,-525.00000,1726.00000,-110.00000,-15.00000,90.00000,1448.00000,1538.00000,-5076.00000,-3663.00000,-569.00000,-3025.00000,-3594.00000,-939.00000,-444.00000,-584.00000,7711.00000,3089.00000,1152.00000,78.00000,-514.00000
2017-12-31,1186.00000,413.00000,461.00000,874.00000,12.00000,47.00000,-187.00000,-128.00000,1954.00000,-194.00000,,39.00000,-1247.00000,-1208.00000,-3464.00000,-4866.00000,943.00000,1371.00000,2314.00000,-260.00000,-260.00000,-425.00000,1418.00000,3047.00000,135.00000,92.00000,-349.00000
2016-12-31,712.00000,380.00000,422.00000,802.00000,-123.00000,-96.00000,-92.00000,-311.00000,1215.00000,-120.00000,-613.00000,26.00000,-1409.00000,-1383.00000,-1329.00000,-3445.00000,853.00000,1900.00000,2753.00000,,585.00000,-299.00000,-271.00000,2768.00000,538.00000,66.00000,-245.00000
2015-12-31,693.00000,341.00000,219.00000,560.00000,54.00000,5.00000,-234.00000,-210.00000,1033.00000,-93.00000,-458.00000,13.00000,-2220.00000,-2207.00000,-2171.00000,-4929.00000,2195.00000,-1819.00000,376.00000,-233.00000,-233.00000,-225.00000,3604.00000,3522.00000,-374.00000,51.00000,-193.00000
2014-12-31,632.39200,335.83200,142.27500,478.10700,-58.80300,-6.61800,-438.36600,-221.71300,888.78600,-58.86200,691.63700,-7.51600,-1467.66000,-1475.17600,-4162.38000,-5004.78100,1801.07800,118.69800,1919.77600,-314.12200,-314.12200,-198.78900,2928.56300,4335.42800,219.43300,43.66600,-166.93500
2013-12-31,641.28200,281.54500,232.65600,514.20100,127.36800,55.63200,10.50000,-142.23800,1013.24500,-102.20800,,146.58400,-1395.81200,-1249.22800,-2888.89700,-4240.33300,1147.91400,854.55800,2002.47200,-112.39400,-112.39400,-182.47700,1257.81300,2965.41400,-261.67400,37.00700,-150.60800
2012-12-31,631.29000,274.57200,318.41500,592.98690,-143.35800,-45.30600,458.32800,-222.14700,1002.13000,-129.64100,40.25800,70.98000,-477.84300,-406.86300,-586.73200,-1082.97800,-775.09500,-939.97900,-1715.07400,-146.88100,-146.88100,-169.33500,2258.97600,227.68600,146.83800,27.87300,-137.61600
2011-12-31,542.61300,282.10500,346.90200,629.00700,390.75490,139.50500,-62.23000,423.16690,1594.78700,-143.76300,,50.09300,1238.14700,1288.24000,-2449.18400,-1304.70600,-717.38400,-580.33500,-1297.71900,-49.10000,-49.10000,-92.40400,1417.22200,-22.00100,268.08000,19.66600,-61.59100
2010-12-31,312.34700,286.18600,796.18800,1082.37400,-328.72300,-101.74700,,-430.47000,840.82300,-68.20000,,162.91300,-1200.53500,-1037.62200,-1670.96200,-2776.78400,-571.16400,1128.88700,557.72300,886.17200,-511.89900,-136.49900,1353.18000,1262.50500,-673.45600,,-28.59800
2009-12-31,-3094.17900,2834.98500,1465.88600,4300.87100,-118.25100,856.11200,,737.86100,1966.26200,-49.22300,,-319.98900,-3796.28600,-4116.27400,2570.13700,-1595.36100,-2949.80200,-277.21500,-3227.01700,1135.64500,1135.64500,-162.28800,2559.43500,305.77500,676.67600,,-55.02600
