,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-short-term-investments,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2022-12-31,6960.00000,3381.00000,-138.00000,3243.00000,-430.00000,-825.00000,648.00000,-442.00000,-1049.00000,9154.00000,-2219.00000,-39.00000,,,,99.00000,-2159.00000,2818.00000,-2164.00000,654.00000,-3000.00000,-3000.00000,-455.00000,-9.00000,-2810.00000,4046.00000,307.00000,-455.00000
2021-12-31,7728.00000,2592.00000,540.00000,3132.00000,-204.00000,-1065.00000,479.00000,-758.00000,-1548.00000,9312.00000,-2503.00000,-19395.00000,,,,-34.00000,-21932.00000,6399.00000,2512.00000,8911.00000,-2000.00000,-2000.00000,-395.00000,65.00000,6581.00000,-5845.00000,230.00000,-395.00000
2020-12-31,6377.00000,2325.00000,-18.00000,2307.00000,-1302.00000,-508.00000,59.00000,1356.00000,-395.00000,8289.00000,-1466.00000,-38.00000,,,,-6.00000,-1510.00000,2754.00000,-4.00000,2750.00000,-1500.00000,-1500.00000,-337.00000,46.00000,959.00000,7914.00000,196.00000,-337.00000
2019-12-31,3698.00000,2277.00000,-337.00000,1940.00000,-225.00000,-458.00000,266.00000,-248.00000,-665.00000,4973.00000,-890.00000,-715.00000,,,,118.00000,-1487.00000,-717.00000,-683.00000,-1400.00000,-1347.00000,-1347.00000,-297.00000,-74.00000,-3118.00000,305.00000,181.00000,-297.00000
2018-12-31,2938.00000,2267.00000,-92.00000,2175.00000,-366.00000,-324.00000,201.00000,-81.00000,-570.00000,4543.00000,-708.00000,-536.00000,,,,-9.00000,-1253.00000,-1362.00000,-194.00000,-1556.00000,-364.00000,-364.00000,-266.00000,-51.00000,-2237.00000,756.00000,181.00000,-266.00000
2017-12-31,2225.00000,2033.00000,-747.00000,1286.00000,-362.00000,-81.00000,274.00000,663.00000,494.00000,4005.00000,-501.00000,-7226.00000,,,,-2.00000,-7729.00000,3160.00000,-134.00000,3026.00000,1068.00000,1068.00000,-237.00000,-3.00000,3854.00000,550.00000,159.00000,-237.00000
2016-12-31,2022.00000,1758.00000,-344.00000,1414.00000,-352.00000,98.00000,56.00000,20.00000,-178.00000,3258.00000,-418.00000,-5178.00000,,,,76.00000,-5520.00000,3270.00000,904.00000,4174.00000,-1163.00000,-1163.00000,-238.00000,-14.00000,2759.00000,345.00000,133.00000,-238.00000
2015-12-31,1975.00000,1688.00000,-336.00000,1352.00000,-149.00000,-141.00000,-3.00000,-92.00000,-385.00000,2942.00000,-405.00000,-695.00000,12.00000,,12.00000,-5.00000,-1093.00000,-1991.00000,49.00000,-1942.00000,-428.00000,-428.00000,-241.00000,-6.00000,-2617.00000,-898.00000,125.00000,-241.00000
2014-12-31,1894.40000,1684.80000,-1127.50000,557.30020,-145.40000,-109.80000,1.20000,421.90000,167.90000,2619.60000,-378.30000,-11538.30000,88.60000,,88.60000,45.30000,-11782.70000,2126.30000,-249.90000,1876.40000,3097.40000,3097.40000,-234.80000,57.10000,4796.10000,-4482.50000,117.10000,-234.80000
2013-12-31,1273.30000,999.90000,-383.20000,616.70010,-147.90000,-72.20000,47.00000,293.80000,120.70000,2010.70000,-261.70000,-11.40000,,7.60000,7.60000,2.20000,-263.30000,3166.80000,187.90000,3354.70000,140.60000,140.60000,-216.20000,30.90000,3310.00000,5020.40000,90.90000,-216.20000
2012-12-31,1177.90000,983.70000,-87.80000,895.90000,12.00000,-59.90000,10.00000,3.60000,-34.30000,2039.50000,-302.30000,-1083.40000,,1.90000,1.90000,12.90000,-1370.90000,927.60000,-825.30000,102.30000,-895.90000,-895.90000,-142.20000,18.10000,-917.70000,-210.70000,78.20000,-142.20000
2011-12-31,1329.90000,859.60000,-233.10000,626.50000,-101.20000,-28.60000,33.80000,-169.40000,-265.40000,1691.00000,-252.70000,-5648.90000,,19.50000,19.50000,739.90000,-5142.20000,3800.70000,908.50000,4709.20000,-1179.40000,-1179.40000,,20.80000,3550.60000,99.20000,80.00000,
2010-12-31,1035.60000,739.70000,-115.30000,624.40000,-70.80000,-24.10000,-0.50000,-66.80000,-162.20000,1497.80000,-235.20000,-606.20000,,9.00000,9.00000,-26.50000,-858.90000,-364.79990,-7.90000,-372.69990,-935.20000,-935.20000,,12.80000,-1295.10000,-647.00000,81.60000,0.00000
2009-12-31,850.30000,762.90000,-69.00000,693.90000,124.70000,108.40000,-45.20000,-72.90000,115.00000,1659.20000,-186.60000,-632.90000,,1.20000,1.20000,-11.20000,-829.50000,-178.80000,-21.10000,-199.90000,-360.20000,-360.20000,,2.60000,-557.50000,283.60000,67.00000,
