,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-short-term-investments,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2022-09-30,2256.10000,1338.20000,-307.90000,1030.30000,-475.20000,-94.30000,-78.80000,-115.80000,3170.60000,-2880.30000,-65.10000,739.60000,-1658.40000,-918.80000,7.00000,-3857.20000,366.20000,17.90000,384.10000,19.30000,19.30000,-1383.30000,-20.70000,-1000.60000,-1757.90000,48.40000,-1383.30000
2021-09-30,2099.10000,1321.30000,-101.90000,1219.40000,-130.50000,-47.20000,6.50000,16.70000,3335.20000,-2426.70000,-10.50000,-225.50000,-76.00000,-301.49990,5.80000,-2732.90000,-284.00000,1.00000,-283.00000,10.60000,10.60000,-1256.70000,108.20000,-1420.90000,-784.10000,44.50000,-1256.70000
2020-09-30,1886.70000,1185.00000,233.10000,1418.10000,43.20000,-5.20000,-46.20000,-40.10000,3264.70000,-2428.70000,-183.30000,-927.50000,-24.40000,-951.90000,3.90000,-3560.00000,4489.20000,-54.90000,4434.30000,34.10000,34.10000,-1103.60000,-80.10000,3284.70000,3004.30000,53.50000,-1103.60000
2019-09-30,1760.00000,1082.80000,152.40000,1235.20000,-69.00000,-3.00000,88.50000,-25.30000,2969.90000,-1978.60000,-123.20000,18.40000,-15.70000,2.70000,-14.30000,-2113.40000,-428.60000,3.90000,-424.70000,68.10000,68.10000,-994.00000,-19.90000,-1370.50000,-542.60000,41.20000,-994.00000
2018-09-30,1497.80000,970.70000,344.10000,1314.80000,-42.80000,-64.20000,119.30000,-265.40000,2547.20000,-1519.60000,-345.40000,217.90000,,217.90000,5.50000,-1641.60000,-418.20000,-78.50000,-496.70000,76.20000,76.20000,-897.80000,-41.50000,-1359.80000,-482.30000,38.80000,-897.80000
2017-09-30,3000.40000,865.80000,-1385.80000,-520.00000,-73.60000,6.40000,-48.60000,48.00000,2528.40000,-997.20000,-8.20000,-401.90010,-8.10000,-410.00010,3.40000,-1412.00000,-481.50000,-798.60000,-1280.10000,68.40000,68.40000,-787.90000,-41.30000,-2040.90000,1942.80000,39.90000,-787.90000
2016-09-30,631.10000,854.60000,751.90000,1606.50000,-44.80000,32.20000,-26.30000,21.20000,2258.80000,-863.10000,,,,,-1.70000,-864.80000,-93.50000,-144.20000,-237.70000,141.30000,141.30000,-721.20000,-42.60000,-860.20000,1294.90000,31.00000,-721.20000
2015-09-30,1277.90000,858.50000,-345.40000,513.10000,-40.70000,38.00000,123.80000,256.00000,2047.00000,-1107.10000,-34.50000,,-4.30000,-4.30000,-0.80000,-1146.70000,-359.10000,285.20000,-73.90000,121.30000,121.30000,-677.50000,-330.30000,-960.40000,-130.20000,39.50000,-677.50000
2014-09-30,993.10000,956.90000,490.10000,1447.00000,-2.70000,-23.50000,14.10000,-250.00000,2190.10000,-1317.10000,,,2.00000,2.00000,-1.40000,-1316.50000,-145.20000,148.70000,3.50000,141.60000,141.60000,-627.70000,-21.70000,-504.30000,-113.80000,44.00000,-627.70000
2013-09-30,1032.50000,907.00000,-178.60000,728.40000,4.80000,75.00000,-157.30000,-207.80000,1553.10000,-1471.40000,-224.90000,,1.30000,1.30000,-2.00000,-1697.00000,489.70000,437.70000,927.40000,-235.20000,-235.20000,-565.60000,-11.20000,115.40000,-4.00000,43.50000,-565.60000
2012-09-30,1167.30000,840.80000,-467.60000,373.20000,-55.10000,1.30000,28.70000,224.60000,1765.10000,-1468.50000,-863.40000,,-175.40000,-175.40000,72.10000,-2435.20000,409.80000,9.80000,419.60000,71.20000,71.20000,-514.90000,-54.30000,-78.40000,31.90000,43.80000,-514.90000
2011-09-30,1224.20000,834.30000,-233.50000,600.79990,-53.80000,-107.50000,76.50000,-114.60000,1710.40000,-1227.70000,-10.80000,,48.90000,48.90000,19.80000,-1169.80000,222.70000,234.30000,457.00000,-501.00000,-501.00000,-456.70000,16.10000,-484.60000,48.20000,44.80000,-456.70000
2010-09-30,1029.10000,826.80000,-8.30000,818.49990,-104.90000,-62.90000,86.50000,-362.60000,1485.00000,-936.30000,-37.20000,,-74.40000,-74.40000,33.60000,-1014.30000,-210.20000,-74.20000,-284.40000,88.10000,88.10000,-398.70000,15.70000,-579.30000,-113.90000,48.60000,-398.70000
2009-09-30,631.30000,840.30000,-95.50000,744.80000,159.00000,-17.70000,94.80000,-46.70000,1329.40000,-1121.20000,18.30000,,-24.50000,-24.50000,87.00000,-1040.40000,527.60000,-122.70000,404.90000,54.40000,54.40000,-373.30000,9.00000,95.00000,384.70000,60.40000,-373.30000
