,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-short-term-investments,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2022-06-30,519.00000,385.00000,147.00000,532.00000,-73.00000,-128.00000,37.00000,,-612.00000,439.00000,-660.00000,-1199.00000,-23.00000,,-23.00000,-2.00000,-1884.00000,1022.00000,,1022.00000,26.00000,26.00000,-4.00000,-13.00000,1031.00000,-447.00000,54.00000,-4.00000
2021-06-30,585.00000,300.00000,-20.00000,280.00000,-186.00000,-260.00000,50.00000,,-432.00000,433.00000,-686.00000,-147.00000,215.00000,,215.00000,-31.00000,-649.00000,99.00000,,99.00000,120.00000,120.00000,-22.00000,-55.00000,142.00000,-57.00000,51.00000,-22.00000
2020-06-30,221.00000,266.00000,75.00000,341.00000,-151.00000,-76.00000,72.00000,,-122.00000,440.00000,-466.00000,-379.00000,21.00000,,21.00000,-3.00000,-827.00000,49.00000,,49.00000,1046.00000,1046.00000,-36.00000,-57.00000,1002.00000,608.00000,48.00000,-36.00000
2019-06-30,137.00000,243.00000,28.00000,271.00000,-119.00000,-34.00000,36.00000,,-160.00000,248.00000,-217.00000,-1291.00000,,-2.00000,-2.00000,,-1510.00000,158.00000,-8.00000,150.00000,445.00000,1091.00000,,-40.00000,1201.00000,-65.00000,33.00000,
2018-06-30,83.60000,194.80000,87.30000,282.10000,-33.60000,-1.80000,32.30000,,8.80000,374.50000,-174.70000,-744.60000,,,,,-919.30000,423.70000,-3.10000,420.60000,277.80000,277.80000,,-29.30000,669.10000,121.90000,27.20000,
2017-06-30,109.80000,153.30000,48.20000,201.50000,-54.90000,-13.50000,9.90000,,-11.80000,299.50000,-139.10000,-169.90000,,,,,-309.00000,178.90000,-5.80000,173.10000,,,,-11.80000,161.30000,156.70000,20.90000,
2016-06-30,111.20000,145.30000,0.50000,145.80000,-54.10000,-35.40000,21.40000,,-101.70000,155.30000,-137.70000,,,,,,-137.70000,-18.60000,2.30000,-16.30000,-5.80000,-5.80000,,-8.70000,-30.80000,-19.70000,10.80000,
2015-06-30,210.30000,156.80000,-107.00000,49.80000,-7.50000,-19.20000,-11.70000,,-88.30000,171.80000,-141.00000,-130.80000,,,,,-271.80000,-729.40000,,-729.40000,948.80000,948.80000,,-22.90000,196.50000,76.90000,9.00000,
2014-06-30,15.20000,156.90000,-6.70000,150.20000,-38.00000,-8.50000,-7.60000,,12.90000,178.30000,-121.50000,-53.70000,,,,4.00000,-171.20000,-17.60010,-17.50000,-35.10010,0.20000,0.20000,,-7.20000,-42.10000,-32.00000,4.50000,
2013-06-30,-49.70000,171.20000,41.50000,212.70000,-23.60000,-10.50000,17.90000,,-25.30000,137.70000,-119.60000,-2.50000,,,,,-122.10000,-35.80000,-3.90000,-39.70000,1.20000,1.20000,,-10.80000,-49.30000,-32.60000,2.80000,
2012-06-30,-23.20000,144.40000,42.00000,186.40000,-64.90000,1.40000,7.70000,-21.30000,-75.30000,87.90000,-80.70000,-457.50000,,,,43.70000,-494.50000,356.30000,-2.90000,353.40000,1.10000,1.10000,,-1.60000,352.90000,-66.10000,3.70000,
2011-06-30,-50.10000,125.50000,45.80000,171.30000,-18.90000,-2.00000,-3.50000,,-21.50000,99.70000,-83.30000,,,,,32.90000,-50.40000,-24.10000,-3.30000,-27.40000,3.90000,3.90000,,-2.60000,-26.10000,41.10000,3.90000,
