,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2022-06-30,1233.00000,381.00000,953.00000,1334.00000,-79.00000,-301.00000,-54.00000,-249.00000,-683.00000,1884.00000,-307.00000,-243.00000,-28.00000,-28.00000,65.00000,-513.00000,-750.00000,-750.00000,-1000.00000,-1000.00000,-307.00000,,-2057.00000,-686.00000,102.00000,-307.00000
2021-06-30,2201.00000,322.00000,137.00000,459.00000,-269.00000,190.00000,282.00000,-224.00000,-21.00000,2639.00000,-484.00000,-51.00000,-86.00000,-86.00000,93.00000,-528.00000,,,-1068.00000,-1068.00000,-330.00000,528.00000,-870.00000,1241.00000,147.00000,-330.00000
2020-06-30,1062.00000,282.00000,801.00000,1083.00000,224.00000,181.00000,-87.00000,-98.00000,220.00000,2365.00000,-359.00000,-1061.00000,246.00000,246.00000,74.00000,-1100.00000,1191.00000,1191.00000,-600.00000,-600.00000,-335.00000,-110.00000,146.00000,1411.00000,137.00000,-335.00000
2019-06-30,1643.00000,250.00000,467.00000,717.00000,-166.00000,197.00000,231.00000,-98.00000,164.00000,2524.00000,-235.00000,,-338.00000,-338.00000,-64.00000,-637.00000,6750.00000,6750.00000,,,-6688.00000,-1215.00000,-1153.00000,734.00000,36.00000,-6688.00000
2018-06-30,2228.00000,224.00000,-548.00000,-324.00000,-166.00000,-228.00000,-193.00000,,-587.00000,1317.00000,-215.00000,354.00000,,,-11.00000,128.00000,,,,,-41.00000,1077.00000,1036.00000,2481.00000,0.00000,-41.00000
2017-06-30,1409.00000,226.00000,388.00000,614.00000,-172.00000,21.00000,-217.00000,,-368.00000,1655.00000,-191.00000,,-13.00000,-13.00000,-38.00000,-242.00000,,,,,-35.00000,-1396.00000,-1431.00000,-18.00000,0.00000,-35.00000
