,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2022-12-31,2117.00000,2082.00000,1069.00000,3151.00000,-733.00000,-110.00000,410.00000,-155.00000,-379.00000,4889.00000,-2283.00000,-933.00000,-166.00000,-166.00000,7.00000,-3375.00000,-1121.00000,345.00000,-776.00000,54.00000,54.00000,-2275.00000,-45.00000,-3042.00000,-1528.00000,,-2275.00000
2021-12-31,1562.00000,1923.00000,784.00000,2707.00000,-545.00000,-139.00000,643.00000,-341.00000,-324.00000,3945.00000,-1247.00000,-151.00000,-115.00000,-115.00000,48.00000,-1465.00000,1261.00000,,1261.00000,9.00000,9.00000,-2179.00000,-33.00000,-942.00000,1538.00000,,-2179.00000
2020-12-31,198.00000,1960.00000,1678.00000,3638.00000,-2.00000,-28.00000,-7.00000,6.00000,-340.00000,3496.00000,-1275.00000,,-325.00000,-325.00000,42.00000,-1558.00000,58.00000,,58.00000,9.00000,9.00000,-2126.00000,-26.00000,-2085.00000,-147.00000,,-2126.00000
2019-12-31,714.00000,1714.00000,1269.00000,2983.00000,34.00000,5.00000,-46.00000,-150.00000,-4.00000,3693.00000,-2149.00000,-728.00000,32.00000,32.00000,18.00000,-2827.00000,-142.00000,,-142.00000,10.00000,10.00000,-1966.00000,1353.00000,-745.00000,121.00000,57.00000,-1966.00000
2018-12-31,193.00000,1780.00000,1569.00000,3349.00000,-36.00000,-16.00000,-93.00000,-127.00000,-249.00000,3293.00000,-3263.00000,1296.00000,-1132.00000,-1132.00000,374.00000,-2725.00000,722.00000,,722.00000,15.00000,15.00000,-1977.00000,-59.00000,-1299.00000,-731.00000,,-1977.00000
2017-12-31,2509.00000,1814.00000,-1001.00000,813.00000,-88.00000,8.00000,118.00000,-179.00000,-233.00000,3089.00000,-2440.00000,2067.00000,68.00000,68.00000,405.00000,100.00000,-2592.00000,-93.00000,-2685.00000,2131.00000,2131.00000,-1814.00000,-92.00000,-2460.00000,729.00000,,-1814.00000
2016-12-31,-350.00000,1836.00000,1640.00000,3476.00000,82.00000,-25.00000,35.00000,425.00000,1029.00000,4155.00000,-2021.00000,1020.00000,-143.00000,-143.00000,253.00000,-891.00000,-711.00000,-409.00000,-1120.00000,9.00000,9.00000,-2201.00000,118.00000,-3194.00000,70.00000,,-2201.00000
2015-12-31,-1314.00000,2836.00000,1319.00000,4155.00000,39.00000,105.00000,-88.00000,-243.00000,-133.00000,2708.00000,-3164.00000,-112.00000,-595.00000,-595.00000,572.00000,-3299.00000,3008.00000,-306.00000,2702.00000,27.00000,27.00000,-2778.00000,500.00000,451.00000,-140.00000,82.00000,-2778.00000
2014-12-31,2339.00000,1229.00000,-1213.00000,16.00000,-276.00000,-36.00000,-8.00000,283.00000,-240.00000,2115.00000,-3997.00000,-5958.00000,-482.00000,-482.00000,280.00000,-10157.00000,5493.00000,572.00000,6065.00000,3416.00000,3416.00000,-2252.00000,372.00000,7601.00000,-441.00000,,-2252.00000
2013-12-31,668.00000,815.00000,490.00000,1305.00000,35.00000,-17.00000,-35.00000,86.00000,244.00000,2217.00000,-3569.00000,-6.00000,-455.00000,-455.00000,-22.00000,-4052.00000,618.00000,224.00000,842.00000,18.00000,18.00000,-1471.00000,2288.00000,1677.00000,-158.00000,37.00000,-1471.00000
2012-12-31,1065.00000,792.00000,10.00000,802.00000,27.00000,5.00000,-110.00000,46.00000,-32.00000,1835.00000,-2529.00000,-2049.00000,-2572.00000,-2572.00000,229.00000,-6921.00000,2018.00000,,2018.00000,2550.00000,2550.00000,-1091.00000,1559.00000,5036.00000,-50.00000,,-1091.00000
2011-12-31,661.00000,1666.00000,973.00000,2639.00000,-197.00000,60.00000,250.00000,-25.00000,139.00000,3439.00000,-2796.00000,-41.00000,-195.00000,-195.00000,29.00000,-3003.00000,1117.00000,,1117.00000,49.00000,49.00000,-671.00000,-837.00000,-342.00000,94.00000,,-671.00000
2010-12-31,-922.00000,1555.00000,2104.00000,3659.00000,-36.00000,-81.00000,-14.00000,74.00000,-86.00000,2651.00000,-2742.00000,-1099.00000,-488.00000,-488.00000,33.00000,-4296.00000,824.00000,,824.00000,12.00000,12.00000,-429.00000,166.00000,573.00000,-1072.00000,,-429.00000
2009-12-31,361.00000,1512.00000,684.00000,2196.00000,52.00000,33.00000,9.00000,91.00000,15.00000,2572.00000,-2387.00000,,-142.00000,-142.00000,219.00000,-2310.00000,562.00000,,562.00000,,,-385.00000,-11.00000,166.00000,428.00000,,-385.00000
