,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-short-term-investments,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2022-12-31,309.90000,179.80000,30.50000,210.30000,-26.60000,96.10000,-102.10000,-3.70000,-78.00000,441.40000,-100.30000,-79.10000,,,,-1.80000,-181.20000,-296.80000,301.80000,5.00000,-60.30000,-60.30000,-229.20000,-1.70000,-286.20000,-45.20000,30.10000,-229.20000
2021-12-31,402.60000,187.30000,7.70000,195.00000,-75.00000,-305.00000,63.50000,-6.70000,-337.60000,271.30000,-106.60000,-114.10000,,,,-5.50000,-226.20000,186.20000,-1.30000,184.90000,-6.30000,-6.30000,-218.30000,6.90000,-32.80000,12.80000,34.20000,-218.30000
2020-12-31,253.10000,214.80000,44.90000,259.70000,24.30000,-31.90000,83.00000,4.80000,80.30000,602.60000,-66.20000,14.80000,,,,2.40000,-49.00000,-157.50000,-70.30000,-227.80000,-9.10000,-9.10000,-211.50000,-13.30000,-461.70000,101.30000,29.20000,-211.50000
2019-12-31,314.10000,191.90000,58.80000,250.70000,53.00000,73.80000,-39.40000,-2.80000,101.00000,668.00000,-143.10000,-1259.60000,,,,-15.50000,-1418.20000,955.70000,-8.70000,947.00000,-7.10000,-7.10000,-204.60000,-4.20000,731.10000,-20.50000,33.00000,-204.60000
2018-12-31,306.10000,136.10000,43.40000,179.50000,-25.80000,-54.30000,36.20000,-1.90000,-46.00000,440.30000,-159.60000,-104.30000,,,,-13.90000,-277.80000,-155.40000,69.60000,-85.80000,-107.60000,-107.60000,-193.70000,-9.80000,-396.90000,-258.00000,35.50000,-193.70000
2017-12-31,292.70000,125.90000,113.80000,239.70000,-40.60000,-48.10000,58.80000,-36.80000,-80.20000,443.70000,-159.40000,6.10000,,,,-11.70000,-165.00000,484.20000,-202.70000,281.50000,-155.00000,-155.00000,-185.60000,-5.40000,-64.50000,244.20000,36.60000,-185.60000
2016-12-31,386.20000,119.50000,24.50000,144.00000,3.40000,-33.30000,50.80000,-2.10000,15.10000,552.60000,-124.00000,56.60000,,,,-34.60000,-102.00000,-5.00000,11.50000,6.50000,-193.10000,-193.10000,-177.40000,-38.20000,-402.20000,28.70000,37.10000,-177.40000
2015-12-31,329.20000,113.20000,84.40000,197.60000,-16.40000,-49.10000,-54.30000,-0.40000,-170.80000,359.10000,-103.20000,40.30000,,,,-6.70000,-69.60000,-204.60000,201.30000,-3.30000,-183.20000,-183.20000,-171.60000,8.90000,-349.20000,-79.60000,45.20000,-171.60000
2014-12-31,101.20000,225.90000,10.60000,236.50000,-97.70000,-21.90000,47.50000,1.40000,53.60000,381.90000,-94.10000,6.10000,,,,-14.70000,-102.70000,111.20000,-24.20000,87.00000,-127.90000,-127.90000,-167.50000,4.80000,-203.60000,60.10000,41.60000,-167.50000
2013-12-31,199.70000,185.60000,4.20000,189.80000,-13.30000,-4.10000,35.00000,-1.00000,26.40000,416.90000,-80.60000,-9.00000,,21.20000,21.20000,-6.90000,-75.30000,-203.70000,23.30000,-180.40000,-132.50000,-132.50000,-124.90000,3.50000,-434.30000,-86.40000,36.30000,-124.90000
2012-12-31,250.50000,119.00000,18.70000,137.70000,60.60000,-39.10000,27.40000,-2.90000,57.40000,449.70000,-71.00000,-195.80000,,-22.40000,-22.40000,-4.80000,-294.00000,287.40000,-85.80000,201.60000,5.60000,5.60000,-199.50000,-44.30000,-36.60000,122.80000,33.80000,-199.50000
2011-12-31,156.40000,116.90000,77.20000,194.10000,-29.50000,-16.30000,29.40000,-1.70000,-13.80000,328.90000,-75.00000,20.20000,22.80000,,22.80000,-4.60000,-36.60000,-3.40000,68.50000,65.10000,-204.80000,-204.80000,-155.90000,-8.00000,-303.60000,-8.20000,35.30000,-155.90000
2010-12-31,182.80000,122.80000,78.10000,200.90000,-34.70000,-31.20000,24.90000,21.60000,-17.50000,362.50000,-67.70000,24.00000,-21.50000,,-21.50000,0.10000,-65.10000,-13.50000,-32.30000,-45.80000,-106.30000,-106.30000,-154.90000,-6.60000,-313.60000,-16.00000,37.60000,-154.90000
2009-12-31,115.00000,133.30000,127.50000,260.80000,105.70000,87.60000,18.40000,1.40000,185.60000,565.30000,-68.90000,-2.80000,-1.30000,,-1.30000,0.50000,-72.50000,-64.20000,,-64.20000,-188.00000,-188.00000,-157.20000,0.70000,-408.70000,95.80000,38.00000,-157.20000
