,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2022-12-31,3584.00000,380.00000,-2012.00000,-1632.00000,-145.00000,-334.00000,66.00000,-352.00000,1743.00000,-353.00000,2396.00000,,,-298.00000,1745.00000,-843.00000,-140.00000,-983.00000,-1380.00000,-1380.00000,-555.00000,-13.00000,-2931.00000,501.00000,77.00000,-555.00000
2021-12-31,1701.00000,338.00000,-68.00000,270.00000,-97.00000,-408.00000,-54.00000,270.00000,2237.00000,-344.00000,-366.00000,7.00000,7.00000,11.00000,-692.00000,-564.00000,13.00000,-551.00000,-527.00000,-527.00000,-459.00000,-25.00000,-1562.00000,-93.00000,92.00000,-459.00000
2020-12-31,2006.00000,336.00000,-915.00000,-579.00000,49.00000,-240.00000,-1.00000,45.00000,1692.00000,-312.00000,,1377.00000,1377.00000,41.00000,1106.00000,9873.00000,-23.00000,9850.00000,,,-186.00000,-10345.00000,-681.00000,2162.00000,77.00000,-186.00000
2019-12-31,2155.00000,335.00000,-40.00000,295.00000,-129.00000,-2.00000,31.00000,-396.00000,2063.00000,-243.00000,,6.00000,6.00000,-22.00000,-259.00000,-31.00000,25.00000,-6.00000,,,-28.00000,-1948.00000,-1982.00000,-177.00000,52.00000,-28.00000
2018-12-31,2769.00000,357.00000,-699.00000,-342.00000,-211.00000,-151.00000,-95.00000,-369.00000,2055.00000,-263.00000,-310.00000,1032.00000,1032.00000,-44.00000,415.00000,117.00000,3.00000,120.00000,,,-46.00000,-2701.00000,-2627.00000,-196.00000,44.00000,-46.00000
2017-12-31,1267.00000,372.00000,412.00000,784.00000,159.00000,-102.00000,-65.00000,184.00000,2098.00000,-326.00000,-124.00000,596.00000,596.00000,125.00000,271.00000,-4.00000,-8.00000,-12.00000,-286.00000,-286.00000,-31.00000,-1864.00000,-2193.00000,240.00000,34.00000,-31.00000
