,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2022-12-31,-2152.00000,6493.00000,9127.00000,15620.00000,-11743.00000,-2576.00000,7268.00000,436.00000,-6615.00000,6853.00000,-6866.00000,449.00000,1659.00000,1659.00000,411.00000,-4347.00000,-185.00000,5460.00000,5275.00000,-484.00000,-484.00000,-2009.00000,-271.00000,2511.00000,4603.00000,336.00000,-2009.00000
2021-12-31,17910.00000,5960.00000,-12550.00000,-6590.00000,6515.00000,-1778.00000,-36.00000,-234.00000,4467.00000,15787.00000,-6227.00000,145.00000,5738.00000,5738.00000,3089.00000,2745.00000,-26263.00000,3273.00000,-22990.00000,,,-403.00000,-105.00000,-23498.00000,-5198.00000,305.00000,-403.00000
2020-12-31,-1276.00000,7457.00000,-982.00000,6475.00000,12041.00000,148.00000,6809.00000,72.00000,19070.00000,24269.00000,-5742.00000,1340.00000,-7229.00000,-7229.00000,-6984.00000,-18615.00000,5386.00000,-2291.00000,3095.00000,,,-596.00000,-184.00000,2315.00000,8194.00000,199.00000,-596.00000
2019-12-31,84.00000,8490.00000,2736.00000,11226.00000,738.00000,206.00000,5260.00000,125.00000,6329.00000,17639.00000,-7632.00000,,-543.00000,-543.00000,-5546.00000,-13721.00000,1107.00000,-1384.00000,-277.00000,-237.00000,-237.00000,-2389.00000,-226.00000,-3129.00000,834.00000,228.00000,-2389.00000
2018-12-31,3695.00000,8413.00000,1591.00000,10004.00000,-4647.00000,-828.00000,6781.00000,17.00000,1323.00000,15022.00000,-7785.00000,,3387.00000,3387.00000,-11863.00000,-16261.00000,5958.00000,-2819.00000,3139.00000,-164.00000,-164.00000,-2905.00000,-192.00000,-122.00000,-1731.00000,191.00000,-2905.00000
2017-12-31,7757.00000,8572.00000,-284.00000,8288.00000,-3133.00000,-970.00000,6089.00000,65.00000,2051.00000,18096.00000,-7049.00000,,2331.00000,2331.00000,-14642.00000,-19360.00000,5031.00000,1229.00000,6260.00000,-131.00000,-131.00000,-2584.00000,-151.00000,3394.00000,2619.00000,246.00000,-2584.00000
2016-12-31,4600.00000,8717.00000,3539.00000,12256.00000,-2855.00000,-803.00000,6595.00000,57.00000,2994.00000,19850.00000,-6992.00000,,-2074.00000,-2074.00000,-16236.00000,-25302.00000,7164.00000,3864.00000,11028.00000,-145.00000,-145.00000,-3376.00000,-107.00000,7400.00000,1683.00000,210.00000,-3376.00000
2015-12-31,7371.00000,7966.00000,-1506.00000,6460.00000,-3563.00000,-1155.00000,7758.00000,-645.00000,2395.00000,16226.00000,-7196.00000,,-513.00000,-513.00000,-18453.00000,-26162.00000,15502.00000,1646.00000,17148.00000,-129.00000,-129.00000,-2380.00000,-373.00000,14266.00000,3515.00000,199.00000,-2380.00000
2014-12-31,1230.00000,7423.00000,4424.00000,11847.00000,-2896.00000,-936.00000,5729.00000,-467.00000,1430.00000,14507.00000,-7463.00000,,1570.00000,1570.00000,-15231.00000,-21124.00000,11184.00000,-3870.00000,7314.00000,-1964.00000,-1964.00000,-1952.00000,25.00000,3423.00000,-3711.00000,180.00000,-1952.00000
2013-12-31,11946.00000,6544.00000,-6222.00000,322.00000,-1913.00000,-437.00000,1232.00000,-706.00000,-1824.00000,10444.00000,-6597.00000,,-1746.00000,-1746.00000,-11388.00000,-19731.00000,12590.00000,-2927.00000,9663.00000,-213.00000,-213.00000,-1574.00000,257.00000,8133.00000,-1191.00000,159.00000,-1574.00000
2012-12-31,5612.00000,5300.00000,1669.00000,6969.00000,-2508.00000,-1401.00000,599.00000,-226.00000,-3536.00000,9045.00000,-5488.00000,,-1386.00000,-1386.00000,-7416.00000,-14290.00000,3226.00000,1208.00000,4434.00000,-125.00000,-125.00000,-763.00000,159.00000,3705.00000,-1489.00000,140.00000,-763.00000
2011-12-31,20213.00000,4256.00000,-11353.00000,-7097.00000,-1942.00000,-367.00000,-1599.00000,576.00000,-3332.00000,9784.00000,-4293.00000,333.00000,2072.00000,2072.00000,-1153.00000,-3041.00000,-7174.00000,2841.00000,-4333.00000,,,,92.00000,-4241.00000,2343.00000,171.00000,
2010-12-31,6561.00000,5584.00000,1562.00000,7146.00000,695.00000,-903.00000,-836.00000,-1186.00000,-2230.00000,11477.00000,-4092.00000,862.00000,927.00000,927.00000,9211.00000,6908.00000,-16804.00000,-1754.00000,-18558.00000,1339.00000,1339.00000,,-7202.00000,-24421.00000,-6089.00000,34.00000,
2009-12-31,2717.00000,6580.00000,3244.00000,9824.00000,2612.00000,2201.00000,-2832.00000,955.00000,2936.00000,15477.00000,-4059.00000,382.00000,-3856.00000,-3856.00000,14152.00000,6619.00000,-15829.00000,-5881.00000,-21710.00000,2450.00000,2450.00000,,-3570.00000,-22830.00000,-910.00000,29.00000,
