,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2022-12-31,2559.00000,-40.00000,315.00000,275.00000,44.00000,,-219.00000,1632.00000,1573.00000,4407.00000,-182.00000,34.00000,-13494.00000,-13494.00000,59.00000,-13583.00000,-1299.00000,,-1299.00000,-1978.00000,-1978.00000,-534.00000,12241.00000,8430.00000,-814.00000,170.00000,-534.00000
2021-12-31,2760.00000,98.00000,-483.00000,-385.00000,-520.00000,,300.00000,1478.00000,950.00000,3325.00000,-120.00000,-576.00000,-3105.00000,-3105.00000,-579.00000,-4380.00000,-1029.00000,,-1029.00000,-2029.00000,-2029.00000,-511.00000,5292.00000,1723.00000,666.00000,152.00000,-511.00000
2020-12-31,1534.00000,207.00000,-117.00000,90.00000,-648.00000,,129.00000,3493.00000,2999.00000,4623.00000,-147.00000,,-2648.00000,-2648.00000,-99.00000,-2894.00000,-1440.00000,,-1440.00000,-1438.00000,-1438.00000,-497.00000,4327.00000,952.00000,2690.00000,146.00000,-497.00000
2019-12-31,1893.00000,183.00000,-395.00000,-212.00000,324.00000,,46.00000,258.00000,660.00000,2341.00000,-143.00000,934.00000,-3521.00000,-3521.00000,-504.00000,-3234.00000,-1714.00000,,-1714.00000,-1940.00000,-1940.00000,-504.00000,5372.00000,1214.00000,330.00000,135.00000,-504.00000
2018-12-31,2098.00000,198.00000,164.00000,362.00000,-398.00000,,-100.00000,692.00000,137.00000,2597.00000,-162.00000,,-369.00000,-369.00000,-56.00000,-587.00000,-2584.00000,,-2584.00000,-1628.00000,-1628.00000,-506.00000,3455.00000,-1263.00000,739.00000,144.00000,-506.00000
2017-12-31,1480.00000,234.00000,325.00000,559.00000,-457.00000,,206.00000,-265.00000,-516.00000,1523.00000,-162.00000,,-117.00000,-117.00000,108.00000,-171.00000,-2179.00000,,-2179.00000,-1470.00000,-1470.00000,-491.00000,2355.00000,-1785.00000,-398.00000,121.00000,-491.00000
2016-12-31,1313.00000,248.00000,98.00000,346.00000,-150.00000,,174.00000,648.00000,672.00000,2331.00000,-92.00000,,-1602.00000,-1602.00000,911.00000,-783.00000,-2083.00000,-1.00000,-2084.00000,-1698.00000,-1698.00000,-479.00000,3119.00000,-1142.00000,-15.00000,134.00000,-479.00000
2015-12-31,1687.00000,248.00000,-116.00000,132.00000,-277.00000,81.00000,82.00000,986.00000,872.00000,2691.00000,-133.00000,,-1023.00000,-1023.00000,647.00000,-509.00000,-2363.00000,-1.00000,-2364.00000,-1725.00000,-1725.00000,-465.00000,2158.00000,-2396.00000,-235.00000,145.00000,-465.00000
2014-12-31,2000.00000,254.00000,-54.00000,200.00000,-423.00000,-37.00000,137.00000,522.00000,199.00000,2399.00000,-113.00000,,-641.00000,-641.00000,39.00000,-715.00000,-1165.00000,-301.00000,-1466.00000,-1544.00000,-1544.00000,-426.00000,1779.00000,-1657.00000,6.00000,130.00000,-426.00000
2013-12-31,1475.00000,239.00000,-157.00000,82.00000,-267.00000,-6.00000,134.00000,-54.00000,-193.00000,1364.00000,-105.00000,,-824.00000,-824.00000,127.00000,-802.00000,-1037.00000,-2.00000,-1039.00000,-1465.00000,-1465.00000,-401.00000,2599.00000,-306.00000,261.00000,143.00000,-401.00000
2012-12-31,901.00000,225.00000,356.00000,581.00000,-130.00000,11.00000,171.00000,-29.00000,23.00000,1505.00000,-137.00000,,4264.00000,4264.00000,290.00000,4417.00000,-2627.00000,-5.00000,-2632.00000,-1221.00000,-1221.00000,-305.00000,-2184.00000,-6342.00000,-410.00000,134.00000,-305.00000
2011-12-31,1010.00000,110.00000,395.00000,505.00000,-260.00000,5.00000,-80.00000,998.00000,663.00000,2178.00000,-100.00000,,-676.00000,-676.00000,-370.00000,-1146.00000,-2575.00000,107.00000,-2468.00000,-1429.00000,-1429.00000,-212.00000,2998.00000,-1111.00000,-80.00000,145.00000,-212.00000
2010-12-31,1152.00000,110.00000,478.00000,588.00000,-441.00000,18.00000,195.00000,335.00000,107.00000,1847.00000,-131.00000,-866.00000,424.00000,424.00000,-161.00000,-734.00000,-816.00000,397.00000,-419.00000,-469.00000,-469.00000,-183.00000,-272.00000,-1343.00000,-236.00000,158.00000,-183.00000
2009-12-31,737.00000,120.00000,-291.00000,-171.00000,-186.00000,301.00000,26.00000,-2025.00000,-1884.00000,-1318.00000,-83.00000,,-6373.00000,-6373.00000,83.00000,-6373.00000,2819.00000,,2819.00000,864.00000,864.00000,-164.00000,1026.00000,4545.00000,-3131.00000,182.00000,-164.00000
