,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-change-in-intangible-assets,net-acquisitions-divestitures,net-change-in-short-term-investments,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2022-12-31,8017.00000,13035.00000,-1111.00000,11924.00000,5327.00000,-2436.00000,-29.00000,-1302.00000,-4508.00000,15433.00000,-25050.00000,,6579.00000,5083.00000,4451.00000,9534.00000,-1540.00000,-10477.00000,1219.00000,3945.00000,5164.00000,2883.00000,2883.00000,-5997.00000,-689.00000,1361.00000,6317.00000,3128.00000,-5997.00000
2021-12-31,19868.00000,11792.00000,3204.00000,14996.00000,-2674.00000,-2339.00000,1190.00000,-1659.00000,-5408.00000,29456.00000,-20329.00000,,,-5255.00000,-32.00000,-5287.00000,1167.00000,-24449.00000,2474.00000,,2474.00000,-1395.00000,-1395.00000,-5644.00000,-1480.00000,-6045.00000,-1038.00000,2036.00000,-5644.00000
2020-12-31,20899.00000,12239.00000,265.00000,12504.00000,883.00000,-687.00000,405.00000,-108.00000,2461.00000,35864.00000,-14453.00000,,123.00000,-7081.00000,190.00000,-6891.00000,-303.00000,-21524.00000,5722.00000,,5722.00000,-13332.00000,-13332.00000,-5568.00000,509.00000,-12669.00000,1671.00000,1854.00000,-5568.00000
2019-12-31,21048.00000,10826.00000,1206.00000,12032.00000,-935.00000,-1481.00000,696.00000,1160.00000,65.00000,33145.00000,-16213.00000,,-1958.00000,-1984.00000,4124.00000,2140.00000,1626.00000,-14405.00000,765.00000,,765.00000,-12826.00000,-12826.00000,-5576.00000,72.00000,-17565.00000,1175.00000,1705.00000,-5576.00000
2018-12-31,21053.00000,9085.00000,1204.00000,10289.00000,-1714.00000,-214.00000,211.00000,1668.00000,-1910.00000,29432.00000,-15181.00000,,358.00000,2608.00000,1248.00000,3856.00000,-272.00000,-11239.00000,-2603.00000,,-2603.00000,-10175.00000,-10175.00000,-5541.00000,-288.00000,-18607.00000,-414.00000,1546.00000,-5541.00000
2017-12-31,9601.00000,8129.00000,-1612.00000,6517.00000,-781.00000,-1300.00000,191.00000,793.00000,5992.00000,22110.00000,-11778.00000,,-11375.00000,3957.00000,2704.00000,6661.00000,730.00000,-15762.00000,-364.00000,,-364.00000,-2845.00000,-2845.00000,-5072.00000,-194.00000,-8475.00000,-2127.00000,1358.00000,-5072.00000
2016-12-31,10316.00000,7790.00000,1269.00000,9059.00000,65.00000,119.00000,182.00000,394.00000,2433.00000,21808.00000,-9625.00000,,-15470.00000,4315.00000,-6305.00000,-1990.00000,1268.00000,-25817.00000,1234.00000,-15.00000,1219.00000,-1479.00000,-1479.00000,-4925.00000,-554.00000,-5739.00000,-9748.00000,1444.00000,-4925.00000
2015-12-31,11420.00000,8711.00000,126.00000,8837.00000,-355.00000,-764.00000,-312.00000,517.00000,-1239.00000,19018.00000,-7326.00000,,-913.00000,8055.00000,-8180.00000,-125.00000,181.00000,-8183.00000,9476.00000,,9476.00000,-2135.00000,-2135.00000,-4556.00000,-873.00000,1912.00000,12747.00000,1305.00000,-4556.00000
2014-12-31,11704.00000,8549.00000,264.00000,8813.00000,-861.00000,-98.00000,-249.00000,1391.00000,-99.00000,20418.00000,-10105.00000,,-934.00000,7712.00000,-7157.00000,555.00000,579.00000,-9905.00000,,235.00000,235.00000,-9132.00000,-9132.00000,-4409.00000,-305.00000,-13611.00000,-3113.00000,1148.00000,-4409.00000
2013-12-31,9620.00000,8032.00000,-16.00000,8016.00000,271.00000,563.00000,267.00000,865.00000,3140.00000,20776.00000,-10711.00000,-36.00000,-925.00000,5295.00000,-11999.00000,-6704.00000,303.00000,-18073.00000,,-31.00000,-31.00000,-559.00000,-559.00000,-4479.00000,-429.00000,-5498.00000,-2804.00000,1118.00000,-4479.00000
2012-12-31,11005.00000,7522.00000,577.00000,8099.00000,-176.00000,-626.00000,67.00000,94.00000,-220.00000,18884.00000,-11027.00000,-815.00000,-638.00000,4263.00000,-6282.00000,-2019.00000,439.00000,-14060.00000,6124.00000,65.00000,6189.00000,-2654.00000,-2654.00000,-4350.00000,-593.00000,-1408.00000,3413.00000,1102.00000,-4350.00000
2011-12-31,12942.00000,6064.00000,1530.00000,7594.00000,-678.00000,-243.00000,596.00000,187.00000,427.00000,20963.00000,-10764.00000,-66.00000,-8671.00000,11486.00000,-2584.00000,8902.00000,298.00000,-10301.00000,4962.00000,209.00000,5171.00000,-12295.00000,-12295.00000,-4127.00000,151.00000,-11100.00000,-433.00000,1053.00000,-4127.00000
2010-12-31,11464.00000,4638.00000,458.00000,5096.00000,-584.00000,-806.00000,407.00000,901.00000,132.00000,16692.00000,-5207.00000,-14.00000,-218.00000,12529.00000,-17363.00000,-4834.00000,-266.00000,-10539.00000,-157.00000,23.00000,-134.00000,-1149.00000,-1149.00000,-3503.00000,144.00000,-4642.00000,1511.00000,917.00000,-3503.00000
2009-12-31,4369.00000,5052.00000,1689.00000,6741.00000,-535.00000,796.00000,-506.00000,-52.00000,60.00000,11170.00000,-4515.00000,,-853.00000,5893.00000,-8236.00000,-2343.00000,-254.00000,-7965.00000,1980.00000,-87.00000,1893.00000,-1362.00000,-1362.00000,-3108.00000,9.00000,-2568.00000,637.00000,889.00000,-3108.00000
