,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-short-term-investments,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2022-09-30,12986.00000,1762.00000,2148.00000,3910.00000,-2066.00000,-3137.00000,1036.00000,-2590.00000,-7800.00000,9096.00000,-2262.00000,-4912.00000,,1208.00000,1208.00000,162.00000,-5804.00000,-412.00000,-3.00000,-415.00000,-2773.00000,-2773.00000,-3212.00000,-796.00000,-7196.00000,-4017.00000,2031.00000,-3212.00000
2021-09-30,9043.00000,1582.00000,372.00000,1954.00000,426.00000,-622.00000,495.00000,-1851.00000,-461.00000,10536.00000,-1888.00000,-1377.00000,,-352.00000,-352.00000,261.00000,-3356.00000,,1.00000,1.00000,-3019.00000,-3019.00000,-3008.00000,-772.00000,-6798.00000,409.00000,1663.00000,-3008.00000
2020-09-30,5198.00000,1393.00000,830.00000,2223.00000,-1529.00000,-1157.00000,907.00000,-356.00000,-1607.00000,5814.00000,-1407.00000,-185.00000,,-3814.00000,-3814.00000,143.00000,-5263.00000,-231.00000,2.00000,-229.00000,-2121.00000,-2121.00000,-2882.00000,-475.00000,-5707.00000,-5132.00000,1212.00000,-2882.00000
2019-09-30,4386.00000,1604.00000,2520.00000,4124.00000,1373.00000,273.00000,-443.00000,-51.00000,-1224.00000,7286.00000,-689.00000,-252.00000,,68.00000,68.00000,67.00000,-806.00000,,-503.00000,-503.00000,-1379.00000,-1379.00000,-2968.00000,-1536.00000,-6386.00000,62.00000,1037.00000,-2968.00000
2018-09-30,-4964.00000,1834.00000,5266.00000,7100.00000,734.00000,337.00000,-94.00000,-210.00000,1772.00000,3908.00000,8404.00000,-326.00000,,-5714.00000,-5714.00000,17.00000,2381.00000,-5513.00000,4.00000,-5509.00000,-21977.00000,-21977.00000,-3466.00000,-548.00000,-31500.00000,-25252.00000,883.00000,-3466.00000
2017-09-30,2444.00000,1537.00000,123.00000,1660.00000,-1104.00000,-200.00000,-45.00000,-95.00000,897.00000,5001.00000,-690.00000,-1544.00000,,22672.00000,22672.00000,25.00000,20463.00000,10953.00000,-751.00000,10202.00000,-845.00000,-845.00000,-3252.00000,-534.00000,5571.00000,31083.00000,914.00000,-3252.00000
2016-09-30,5702.00000,1535.00000,324.00000,1859.00000,-232.00000,-49.00000,541.00000,-61.00000,71.00000,7632.00000,-539.00000,-812.00000,,-2577.00000,-2577.00000,440.00000,-3488.00000,,749.00000,749.00000,-3255.00000,-3255.00000,-2990.00000,-258.00000,-5754.00000,-1614.00000,943.00000,-2990.00000
2015-09-30,5268.00000,1214.00000,971.00000,2185.00000,550.00000,93.00000,-908.00000,-1354.00000,-1947.00000,5506.00000,-728.00000,-3019.00000,,178.00000,178.00000,-3.00000,-3572.00000,9937.00000,1000.00000,10937.00000,-10459.00000,-10459.00000,-2880.00000,141.00000,-2261.00000,-347.00000,1026.00000,-2880.00000
2014-09-30,7964.00000,1150.00000,391.00000,1541.00000,-281.00000,-155.00000,619.00000,-184.00000,-618.00000,8887.00000,-1148.00000,-107.00000,,-465.00000,-465.00000,81.00000,-1639.00000,,,,-3110.00000,-3110.00000,-2586.00000,216.00000,-5480.00000,1765.00000,1059.00000,-2586.00000
2013-09-30,6845.00000,1017.00000,1031.00000,2048.00000,-680.00000,-300.00000,307.00000,-194.00000,-115.00000,8778.00000,-1044.00000,-192.00000,,-402.00000,-402.00000,60.00000,-1578.00000,95.00000,,95.00000,-3085.00000,-3085.00000,-2055.00000,200.00000,-4845.00000,2335.00000,1105.00000,-2055.00000
2012-09-30,6059.00000,897.00000,-293.00000,604.00000,-456.00000,-252.00000,371.00000,13.00000,-665.00000,5998.00000,-1284.00000,-833.00000,,-6602.00000,-6602.00000,1842.00000,-6877.00000,119.00000,,119.00000,401.00000,401.00000,-1583.00000,306.00000,-757.00000,-1655.00000,1035.00000,-1583.00000
2011-09-30,4242.00000,1189.00000,-973.00000,216.00000,-140.00000,-62.00000,-26.00000,98.00000,442.00000,4900.00000,-593.00000,-3624.00000,,-287.00000,-287.00000,15.00000,-4489.00000,,,,2505.00000,2505.00000,-1346.00000,359.00000,1518.00000,1915.00000,824.00000,-1346.00000
2010-09-30,3247.00000,666.00000,209.00000,875.00000,-18.00000,-80.00000,148.00000,133.00000,-46.00000,4076.00000,-426.00000,-94.00000,,617.00000,617.00000,-936.00000,-839.00000,1064.00000,,1064.00000,-2327.00000,-2327.00000,-1177.00000,35.00000,-2405.00000,830.00000,612.00000,-1177.00000
2009-09-30,1592.00000,635.00000,952.00000,1587.00000,3083.00000,69.00000,57.00000,-200.00000,3993.00000,7172.00000,-761.00000,,173.00000,-5223.00000,-5050.00000,354.00000,-5457.00000,,,,357.00000,357.00000,-1093.00000,-97.00000,-833.00000,877.00000,584.00000,-1093.00000
