,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-short-term-investments,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2022-06-30,1316.18600,571.76400,-260.05700,311.70710,-179.12600,-212.13400,131.38400,56.89200,813.83700,2441.73000,-190.69100,3.36600,31.80900,-27.89500,3.91400,-235.42600,-418.83700,3579.31900,1422.02600,5001.34500,-457.22500,-457.22500,-569.85500,-58.62900,3915.63600,5914.75900,137.09300,-569.85500
2021-06-30,1746.86100,595.39000,-74.48300,520.90700,-298.51100,-85.59700,526.78100,44.19900,307.23300,2575.00100,-69.36700,,79.41900,-34.80900,44.61000,24.74400,-0.01300,-1210.53500,-723.49600,-1934.03100,-214.13400,-214.13400,-475.17400,,-2623.33900,47.60300,121.48300,-475.17400
2020-06-30,1202.33200,537.53100,109.12600,646.65700,578.85300,206.93700,-370.76500,-12.73700,221.96000,2070.94900,-206.24600,-5076.06400,275.48300,-194.74200,80.74100,177.57600,-5023.99300,981.03000,136.74400,1117.77400,-213.42600,-213.42600,-453.83800,-1.20000,449.31000,-2534.25300,111.37500,-453.83800
2019-06-30,1525.08300,436.18900,148.16000,584.34910,2.45200,-67.86700,-12.39700,-289.67300,-379.29200,1730.14000,-148.49700,17.63600,74.90800,-181.78000,-106.87200,19.22300,-218.51000,2123.52300,48.82800,2172.35100,-857.57700,-857.57700,-412.46800,,902.30600,2397.63000,104.07800,-412.46800
2018-06-30,1061.31500,466.08500,121.16400,587.24900,-301.97800,-92.20900,125.90700,182.57800,-51.86400,1596.70000,-165.78600,177.74100,83.90500,-80.60700,3.29800,8.42400,23.67700,-943.44000,4.11500,-939.32500,-377.35900,-377.35900,-365.28800,,-1681.97200,-62.74900,118.83100,-365.28800
2017-06-30,983.84400,355.22900,84.60000,439.82890,-95.34700,-73.67300,174.76100,-93.20000,-123.11000,1300.56300,-189.10000,-3983.58700,1279.31800,-465.66600,813.65200,-4.20500,-3363.24000,2233.38500,230.49900,2463.88400,-335.87600,-335.87600,-345.38000,,1782.62800,-336.76700,80.33900,-345.38000
2016-06-30,807.21600,306.84300,17.38200,324.22500,17.54900,120.24300,-52.37800,54.70600,79.33700,1210.77800,-130.58600,-43.22700,1300.63300,-1351.46400,-50.83090,-39.99500,-264.63900,-217.78100,303.62400,85.84300,-587.23900,-587.23900,-341.96200,,-843.35800,41.06900,71.29300,-341.96200
2015-06-30,1012.55300,317.49100,49.52400,367.01500,143.17900,-70.37700,-86.75000,62.48100,-16.33500,1363.23300,-195.87200,18.64700,1391.39600,-1747.33300,-355.93700,-46.00100,-579.16300,1482.47800,-815.17100,667.30700,-1432.95400,-1432.95400,-340.38900,,-1106.03600,-432.97100,96.09300,-340.38900
2014-06-30,1041.41800,336.70200,-186.32500,150.37700,-99.14400,-3.81600,92.92700,122.02600,196.09800,1387.89300,-201.97200,184.90500,,-624.88000,-624.88000,-4.45400,-646.40100,-2.18600,-515.38700,-517.57300,-196.03000,-196.03000,-278.24400,33.73200,-958.11500,-167.85700,103.16100,-278.24400
2013-06-30,948.78400,335.62400,91.23400,426.85800,-21.20600,98.51800,-66.08200,-70.38400,-184.70700,1190.93500,-240.84900,-547.62900,,,,-21.36700,-809.84500,-327.47700,1319.52400,992.04710,-225.80300,-225.80300,-255.00900,64.93900,576.17400,943.09500,84.99600,-255.00900
2012-06-30,1155.49200,321.92900,26.28900,348.21800,-91.09100,-28.33300,59.69200,107.19400,26.67500,1530.38500,-198.41300,-156.25600,,,,-21.09900,-375.76800,-3.20100,-1.96100,-5.16200,-446.37000,-446.37000,-240.65400,-131.33400,-823.52000,180.85100,80.93500,-240.65400
2011-06-30,1057.15000,339.80000,96.71300,436.51300,-259.75200,-139.06200,228.16400,-257.18300,-326.73000,1166.93300,-175.00500,-60.22700,,,,-9.70600,-244.93800,-66.37500,-18.90800,-85.28300,-667.23400,-667.23400,-206.08400,42.82300,-915.77800,81.94000,73.23800,-206.08400
2010-06-30,556.36500,362.50900,51.00800,413.51700,-220.34900,53.86200,259.43600,30.72100,248.94000,1218.82200,-117.29300,-5.45100,,,,-23.42900,-146.17300,-64.28900,-421.97400,-486.26300,-14.69200,-14.69200,-162.73900,13.69800,-649.99600,387.91500,59.31800,-162.73900
2009-06-30,510.14400,357.73700,35.61700,393.35400,598.06500,218.59500,-304.86300,-18.20900,225.69400,1129.19200,-241.74700,-722.63500,,,,3.55100,-960.83100,-18.30300,346.08100,327.77800,-444.24300,-444.24300,-161.57500,3.69200,-274.34800,-138.43700,47.21500,-161.57500
