,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2023-01-31,800.00000,221.00000,55.00000,276.00000,11.00000,,-26.00000,68.00000,1144.00000,-328.00000,,,,,-328.00000,-9.00000,,-9.00000,-1338.00000,-1338.00000,-186.00000,-29.00000,-1562.00000,-747.00000,38.00000,-186.00000
2022-01-31,1333.00000,363.00000,286.00000,649.00000,-64.00000,-177.00000,-91.00000,-490.00000,1492.00000,-270.00000,,,,11.00000,-259.00000,-1728.00000,,-1728.00000,-1940.00000,-1940.00000,-120.00000,600.00000,-3188.00000,-1954.00000,46.00000,-120.00000
2021-01-31,844.00000,521.00000,297.00000,818.00000,38.00000,3.00000,213.00000,377.00000,2039.00000,-228.00000,,,,9.00000,-219.00000,858.00000,,858.00000,-4.00000,-4.00000,-83.00000,-161.00000,610.00000,2434.00000,50.00000,-83.00000
2020-01-31,-366.00000,1308.00000,398.00000,1706.00000,31.00000,-40.00000,-20.00000,-104.00000,1236.00000,-458.00000,,,,-22.00000,-480.00000,-321.00000,,-321.00000,-12.00000,-12.00000,-332.00000,-1.00000,-666.00000,86.00000,87.00000,-332.00000
2019-01-31,644.00000,547.00000,245.00000,792.00000,-63.00000,-40.00000,128.00000,-59.00000,1377.00000,-629.00000,,,,20.00000,-609.00000,-56.00000,63.00000,7.00000,-211.00000,-211.00000,-666.00000,-2.00000,-872.00000,-102.00000,97.00000,-666.00000
2018-01-31,983.00000,524.00000,19.00000,543.00000,-13.00000,-137.00000,20.00000,-120.00000,1406.00000,-707.00000,,,,9.00000,-698.00000,-45.00000,52.00000,7.00000,-440.00000,-440.00000,-686.00000,-8.00000,-1127.00000,-419.00000,102.00000,-686.00000
2017-01-31,1158.00000,472.00000,126.00000,598.00000,-44.00000,30.00000,100.00000,234.00000,1990.00000,-937.00000,-33.00000,119.00000,129.00000,8.00000,-833.00000,-50.00000,29.00000,-21.00000,-473.00000,-473.00000,-1268.00000,-3.00000,-1765.00000,-614.00000,96.00000,-1268.00000
2016-01-31,1253.00000,415.00000,32.00000,447.00000,-10.00000,-92.00000,161.00000,327.00000,2027.00000,-531.00000,85.00000,9.00000,-1.00000,4.00000,-443.00000,988.00000,7.00000,995.00000,-538.00000,-538.00000,-1171.00000,-2.00000,-716.00000,867.00000,97.00000,-1171.00000
2015-01-31,1042.00000,398.00000,97.00000,495.00000,-9.00000,121.00000,64.00000,249.00000,1786.00000,-715.00000,,,,16.00000,-699.00000,-213.00000,,-213.00000,-52.00000,-52.00000,-691.00000,37.00000,-919.00000,162.00000,90.00000,-691.00000
2014-01-31,903.00000,368.00000,67.00000,435.00000,-43.00000,-168.00000,46.00000,-90.00000,1248.00000,-691.00000,,46.00000,46.00000,-10.00000,-655.00000,495.00000,,495.00000,-28.00000,-28.00000,-349.00000,36.00000,154.00000,746.00000,85.00000,-349.00000
2013-01-31,753.00000,447.00000,-21.00000,426.00000,5.00000,-7.00000,78.00000,172.00000,1351.00000,-588.00000,,35.00000,35.00000,22.00000,-531.00000,928.00000,,928.00000,-577.00000,-577.00000,-1449.00000,116.00000,-982.00000,-162.00000,73.00000,-1449.00000
2012-01-31,850.00000,588.00000,-215.00000,373.00000,-152.00000,-27.00000,103.00000,43.00000,1266.00000,-426.00000,124.00000,,,76.00000,-226.00000,981.00000,,981.00000,-1115.00000,-1115.00000,-1144.00000,41.00000,-1237.00000,-195.00000,51.00000,-1144.00000
2011-01-31,805.00000,365.00000,-120.00000,245.00000,-11.00000,9.00000,51.00000,234.00000,1284.00000,-274.00000,32.00000,,,136.00000,-106.00000,-255.00000,,-255.00000,-119.00000,-119.00000,-1488.00000,5.00000,-1857.00000,-674.00000,64.00000,-1488.00000
2010-01-31,448.00000,360.00000,78.00000,438.00000,22.00000,156.00000,49.00000,288.00000,1174.00000,-202.00000,9.00000,,,31.00000,-162.00000,-183.00000,,-183.00000,8.00000,8.00000,-193.00000,-19.00000,-387.00000,631.00000,40.00000,-193.00000
2009-01-31,216.00000,558.00000,-43.00000,515.00000,103.00000,45.00000,153.00000,223.00000,954.00000,-479.00000,159.00000,,,80.00000,-240.00000,-15.00000,,-15.00000,-348.00000,-348.00000,-201.00000,2.00000,-562.00000,155.00000,35.00000,-201.00000
