,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2022-06-30,72738.00000,14460.00000,6500.00000,20960.00000,-6834.00000,-1123.00000,2943.00000,-345.00000,-4663.00000,89035.00000,-23886.00000,-22038.00000,18438.00000,18438.00000,-2825.00000,-30311.00000,-9023.00000,,-9023.00000,-30855.00000,-30855.00000,-18135.00000,-863.00000,-58876.00000,-293.00000,7502.00000,-18135.00000
2021-06-30,61271.00000,11686.00000,9352.00000,21038.00000,-6481.00000,-737.00000,2798.00000,1160.00000,-5569.00000,76740.00000,-20622.00000,-8909.00000,2876.00000,2876.00000,-922.00000,-27577.00000,-3750.00000,,-3750.00000,-25692.00000,-25692.00000,-16521.00000,-2523.00000,-48486.00000,648.00000,6118.00000,-16521.00000
2020-06-30,44281.00000,12796.00000,7293.00000,20089.00000,-2577.00000,168.00000,3018.00000,-673.00000,-3695.00000,60675.00000,-15441.00000,-2521.00000,6980.00000,6980.00000,-1241.00000,-12223.00000,-5518.00000,,-5518.00000,-21625.00000,-21625.00000,-15137.00000,-3751.00000,-46031.00000,2220.00000,5289.00000,-15137.00000
2019-06-30,39240.00000,11682.00000,1859.00000,13541.00000,-2812.00000,597.00000,232.00000,-1542.00000,-596.00000,52185.00000,-13925.00000,-2388.00000,540.00000,540.00000,,-15773.00000,-4000.00000,,-4000.00000,-18401.00000,-18401.00000,-13811.00000,-675.00000,-36887.00000,-590.00000,4652.00000,-13811.00000
2018-06-30,16571.00000,10261.00000,2507.00000,12768.00000,-3862.00000,-465.00000,1148.00000,-459.00000,14545.00000,43884.00000,-11632.00000,-888.00000,6557.00000,6557.00000,-98.00000,-6061.00000,-2877.00000,-7324.00000,-10201.00000,-9719.00000,-9719.00000,-12699.00000,-971.00000,-33590.00000,4283.00000,3940.00000,-12699.00000
2017-06-30,25489.00000,8778.00000,4184.00000,12962.00000,-1216.00000,50.00000,81.00000,349.00000,1056.00000,39507.00000,-8129.00000,-25944.00000,-12511.00000,-12511.00000,-197.00000,-46781.00000,36422.00000,-4963.00000,31459.00000,-11016.00000,-11016.00000,-11845.00000,-190.00000,8408.00000,1153.00000,3266.00000,-11845.00000
2016-06-30,20539.00000,7252.00000,7489.00000,14741.00000,562.00000,600.00000,88.00000,-2907.00000,-1955.00000,33325.00000,-8343.00000,-1393.00000,-14417.00000,-14417.00000,203.00000,-23950.00000,11088.00000,7195.00000,18283.00000,-15301.00000,-15301.00000,-11006.00000,-369.00000,-8393.00000,915.00000,2668.00000,-11006.00000
2015-06-30,12193.00000,13455.00000,2507.00000,15962.00000,1456.00000,-272.00000,-1054.00000,1383.00000,1513.00000,29668.00000,-5944.00000,-3723.00000,-12868.00000,-12868.00000,-466.00000,-23001.00000,9180.00000,4481.00000,13661.00000,-13809.00000,-13809.00000,-9882.00000,362.00000,-9668.00000,-3074.00000,2574.00000,-9882.00000
2014-06-30,22074.00000,5212.00000,4592.00000,9804.00000,-1120.00000,-161.00000,473.00000,1432.00000,624.00000,32502.00000,-5485.00000,-5937.00000,-7324.00000,-7324.00000,-87.00000,-18833.00000,6462.00000,500.00000,6962.00000,-6709.00000,-6709.00000,-8879.00000,-39.00000,-8665.00000,4865.00000,2446.00000,-8879.00000
2013-06-30,21863.00000,3755.00000,4590.00000,8345.00000,-1807.00000,-802.00000,537.00000,697.00000,-1375.00000,28833.00000,-4257.00000,-1584.00000,-17802.00000,-17802.00000,-168.00000,-23811.00000,3537.00000,,3537.00000,-4429.00000,-4429.00000,-7455.00000,199.00000,-8148.00000,-3134.00000,2406.00000,-7455.00000
2012-06-30,16978.00000,9160.00000,5662.00000,14822.00000,-1156.00000,184.00000,-31.00000,829.00000,-174.00000,31626.00000,-2305.00000,-10112.00000,-11975.00000,-11975.00000,-394.00000,-24786.00000,,,,-3116.00000,-3116.00000,-6385.00000,93.00000,-9408.00000,-2672.00000,2244.00000,-6385.00000
2011-06-30,23150.00000,2766.00000,4081.00000,6847.00000,-1451.00000,-561.00000,58.00000,-1049.00000,-3003.00000,26994.00000,-2355.00000,-71.00000,-13216.00000,-13216.00000,1026.00000,-14616.00000,6146.00000,-186.00000,5960.00000,-9133.00000,-9133.00000,-5180.00000,-23.00000,-8376.00000,4105.00000,2166.00000,-5180.00000
2010-06-30,18760.00000,2673.00000,1979.00000,4652.00000,-2238.00000,-44.00000,844.00000,2099.00000,661.00000,24073.00000,-1977.00000,-245.00000,-7590.00000,-7590.00000,-1502.00000,-11314.00000,1181.00000,-991.00000,190.00000,-8958.00000,-8958.00000,-4578.00000,55.00000,-13291.00000,-571.00000,1891.00000,-4578.00000
2009-06-30,14569.00000,2562.00000,2084.00000,4646.00000,2215.00000,255.00000,-671.00000,-1977.00000,-178.00000,19037.00000,-3119.00000,-868.00000,-10853.00000,-10853.00000,-930.00000,-15770.00000,4568.00000,1178.00000,5746.00000,-8774.00000,-8774.00000,-4468.00000,33.00000,-7463.00000,-4263.00000,1708.00000,-4468.00000
