,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2022-12-31,7183.00000,2623.00000,348.00000,2971.00000,23947.00000,-874.00000,-28233.00000,-3427.00000,-8587.00000,2057.00000,-971.00000,,38943.00000,38943.00000,-5924.00000,32048.00000,1935.00000,12191.00000,14126.00000,-2591.00000,-3591.00000,-2110.00000,-77148.00000,-68723.00000,-34618.00000,366.00000,-2110.00000
2021-12-31,5855.00000,3510.00000,307.00000,3817.00000,-26168.00000,-3398.00000,21470.00000,170.00000,-7926.00000,2118.00000,-916.00000,,-63759.00000,-63759.00000,-10988.00000,-75663.00000,5214.00000,4852.00000,10066.00000,3027.00000,2427.00000,-1822.00000,85652.00000,96323.00000,22778.00000,254.00000,-1822.00000
2020-12-31,3299.00000,2190.00000,66.00000,2256.00000,-14609.00000,-10208.00000,22909.00000,2856.00000,948.00000,6852.00000,-631.00000,14748.00000,-134308.00000,-134308.00000,-5660.00000,-125851.00000,2370.00000,,2370.00000,5019.00000,5019.00000,-1280.00000,137873.00000,143982.00000,24983.00000,204.00000,-1280.00000
2019-12-31,3704.00000,795.00000,185.00000,980.00000,-125.00000,-977.00000,6494.00000,-950.00000,4442.00000,9325.00000,-708.00000,,14458.00000,14458.00000,-1786.00000,11964.00000,593.00000,,593.00000,-2102.00000,-2102.00000,-1060.00000,-11370.00000,-13939.00000,7350.00000,183.00000,-1060.00000
2018-12-31,3507.00000,656.00000,7168.00000,7824.00000,-1100.00000,,1483.00000,605.00000,988.00000,12456.00000,-570.00000,,-39760.00000,-39760.00000,-225.00000,-40555.00000,2115.00000,-15000.00000,-12885.00000,-875.00000,-875.00000,-787.00000,61713.00000,47166.00000,19067.00000,197.00000,-787.00000
2017-12-31,2354.00000,611.00000,211.00000,822.00000,-3428.00000,4933.00000,-4651.00000,-920.00000,-4066.00000,-839.00000,-400.00000,,-18943.00000,-18943.00000,-1130.00000,-20473.00000,1872.00000,15000.00000,16872.00000,171.00000,178.00000,-592.00000,6141.00000,22599.00000,1287.00000,153.00000,-592.00000
2016-12-31,1889.00000,500.00000,156.00000,656.00000,3.00000,-1551.00000,2528.00000,74.00000,1054.00000,3603.00000,-346.00000,,-37287.00000,-37287.00000,-1142.00000,-38775.00000,-7.00000,,-7.00000,144.00000,1460.00000,-486.00000,33996.00000,34963.00000,-209.00000,141.00000,-486.00000
2015-12-31,1447.00000,386.00000,117.00000,503.00000,-1760.00000,1166.00000,-312.00000,206.00000,-700.00000,1246.00000,-266.00000,,-27342.00000,-27342.00000,-1015.00000,-28623.00000,989.00000,,989.00000,90.00000,671.00000,-387.00000,26719.00000,27992.00000,615.00000,135.00000,-387.00000
2014-12-31,1321.00000,324.00000,87.00000,411.00000,-1681.00000,2773.00000,-635.00000,166.00000,623.00000,2348.00000,-400.00000,,-6968.00000,-6968.00000,-1027.00000,-8395.00000,-6.00000,,-6.00000,189.00000,189.00000,-373.00000,9872.00000,9682.00000,3635.00000,115.00000,-373.00000
2013-12-31,1071.00000,364.00000,104.00000,468.00000,-671.00000,5035.00000,-4679.00000,417.00000,102.00000,1656.00000,-249.00000,,-18169.00000,-18169.00000,-1632.00000,-20050.00000,269.00000,-300.00000,-31.00000,258.00000,258.00000,-368.00000,13600.00000,13459.00000,-4935.00000,116.00000,-368.00000
2012-12-31,928.00000,418.00000,158.00000,576.00000,-2495.00000,-2592.00000,4978.00000,-155.00000,-264.00000,1266.00000,-148.00000,-80.00000,-20510.00000,-20510.00000,4478.00000,-16260.00000,-382.00000,300.00000,-82.00000,35.00000,898.00000,-337.00000,18499.00000,18978.00000,3984.00000,105.00000,-337.00000
2011-12-31,864.00000,291.00000,200.00000,491.00000,561.00000,-2442.00000,3050.00000,-69.00000,1100.00000,2464.00000,-180.00000,54.00000,-7423.00000,-7423.00000,-1118.00000,-8667.00000,-116.00000,,-116.00000,96.00000,96.00000,-295.00000,10266.00000,9951.00000,3748.00000,99.00000,-295.00000
2010-12-31,454.00000,181.00000,99.00000,280.00000,-2464.00000,-3795.00000,5169.00000,350.00000,-740.00000,-9.00000,-129.00000,-44.00000,-16471.00000,-16471.00000,1234.00000,-15410.00000,496.00000,,496.00000,578.00000,578.00000,-288.00000,11323.00000,12109.00000,-3310.00000,87.00000,-288.00000
2009-12-31,787.00000,141.00000,189.00000,330.00000,-1301.00000,-3978.00000,6046.00000,-415.00000,352.00000,1437.00000,-140.00000,,-12642.00000,-12642.00000,-1275.00000,-14057.00000,667.00000,,667.00000,53.00000,53.00000,-279.00000,14978.00000,15419.00000,2799.00000,75.00000,-279.00000
