,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2022-05-31,2735.00000,570.30000,-266.60000,303.70000,,,,277.40000,277.40000,3316.10000,-565.40000,-1127.20000,15.40000,15.40000,-13.50000,-1690.70000,-937.20000,551.40000,-385.79990,-715.10000,-715.10000,-1244.50000,-157.80000,-2503.20000,-935.80000,98.70000,-1244.50000
2021-05-31,2346.00000,601.30000,191.80000,793.10000,,,,-155.90000,-155.90000,2983.20000,-528.10000,2.90000,15.50000,15.50000,-3.10000,-512.80000,-1032.50000,71.70000,-960.80000,-227.10000,-227.10000,-1246.40000,-281.20000,-2715.50000,-172.60000,89.90000,-1246.40000
2020-05-31,2210.80000,594.70000,76.80000,671.50010,,,,793.90000,793.90000,3676.20000,-459.10000,,-48.00000,-48.00000,20.90000,-486.20000,241.40000,-1158.60000,-917.20000,260.00000,260.00000,-1195.80000,-88.50000,-1941.50000,1227.80000,94.90000,-1195.80000
2019-05-31,1786.20000,620.10000,408.20000,1028.30000,,,,-7.50000,-7.50000,2807.00000,-523.30000,26.40000,0.10000,0.10000,-59.70000,-556.50000,-1154.70000,-66.30000,-1221.00000,240.30000,240.30000,-1181.70000,-14.00000,-2176.40000,51.00000,84.90000,-1181.70000
2018-05-31,2163.00000,618.80000,-482.90000,135.90000,-122.70000,15.60000,575.30000,73.90000,542.10000,2841.00000,-621.30000,-8035.80000,-17.30000,-17.30000,-11.00000,-8685.40000,5949.90000,327.50000,6277.40000,467.60000,467.60000,-1139.70000,-159.80000,5445.50000,-367.10000,77.00000,-1139.70000
2017-05-31,1701.10000,603.60000,304.70000,908.29990,,,,-194.20000,-194.20000,2415.20000,-680.20000,17.50000,3.30000,3.30000,12.50000,-646.90000,72.10000,962.40000,1034.50000,-1538.90000,-1538.90000,-1135.10000,-107.90000,-1747.40000,2.40000,95.70000,-1135.10000
2016-05-31,1736.80000,608.10000,120.80000,728.90000,,,,298.50000,298.50000,2764.20000,-724.90000,744.50000,63.90000,63.90000,9.90000,93.40000,-457.90000,-323.80000,-781.70000,-434.80000,-434.80000,-1071.70000,-131.80000,-2420.00000,429.50000,89.80000,-1071.70000
2015-05-31,1259.40000,588.30000,480.40000,1068.70000,,,,214.70000,214.70000,2542.80000,-701.40000,-822.30000,,,-78.50000,-1602.20000,1107.40000,-509.80000,597.59990,-998.20000,-998.20000,-1017.70000,33.50000,-1384.80000,-533.10000,106.40000,-1017.70000
2014-05-31,1861.30000,585.40000,126.50000,711.90000,,,,-32.20000,-32.20000,2541.00000,-656.90000,121.60000,-54.90000,-54.90000,28.40000,-561.80000,228.20000,572.90000,801.10000,-1637.20000,-1637.20000,-983.30000,-4.70000,-1824.10000,125.90000,108.50000,-983.30000
2013-05-31,1892.50000,588.00000,-25.60000,562.40000,,,,471.10000,471.10000,2926.00000,-589.70000,-898.00000,-40.40000,-40.40000,12.70000,-1515.40000,458.80000,-44.50000,414.30000,-744.10000,-744.10000,-867.60000,57.20000,-1140.20000,270.20000,100.40000,-867.60000
2012-05-31,1589.10000,541.50000,32.80000,574.29990,,,,243.80000,243.80000,2407.20000,-673.70000,-1050.10000,-22.20000,-22.20000,-124.80000,-1870.80000,-59.60000,227.90000,168.30000,-79.50000,-79.50000,-800.10000,44.70000,-666.60000,-148.40000,108.30000,-800.10000
2011-05-31,1803.50000,472.60000,-24.10000,448.50010,-69.80000,-240.00000,109.00000,-520.10000,-720.90000,1531.10000,-644.70000,-88.90000,-1.80000,-1.80000,20.30000,-715.10000,1192.60000,-742.60000,450.00000,-753.10000,-753.10000,-729.40000,91.60000,-940.90000,-53.60000,105.30000,-729.40000
2010-05-31,1535.00000,457.10000,45.70000,502.80000,-121.10000,-16.70000,69.60000,211.60000,143.40000,2181.20000,-642.50000,,-130.70000,-130.70000,52.00000,-721.20000,-906.90000,235.80000,-671.10000,-303.00000,-303.00000,-643.70000,114.00000,-1503.80000,-76.60000,107.30000,-643.70000
2009-05-31,1313.70000,453.60000,-116.00000,337.60000,81.80000,-28.10000,-116.40000,239.60000,176.90000,1828.20000,-558.50000,244.70000,5.90000,5.90000,19.00000,-288.90000,1479.70000,-1390.50000,89.20000,-991.20000,-991.20000,-579.50000,77.00000,-1404.50000,88.80000,117.70000,-579.50000
