,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2022-12-31,1150.00000,264.00000,-129.00000,135.00000,-16.00000,-342.00000,269.00000,54.00000,-35.00000,1250.00000,-213.00000,395.00000,,,-10.00000,172.00000,-17.00000,-31.00000,-48.00000,-1040.00000,-1040.00000,-284.00000,-22.00000,-1394.00000,4.00000,38.00000,-284.00000
2021-12-31,1092.00000,284.00000,-6.00000,278.00000,-16.00000,-235.00000,283.00000,-35.00000,-3.00000,1367.00000,-273.00000,-117.00000,,,-29.00000,-419.00000,-909.00000,994.00000,85.00000,-877.00000,-877.00000,-73.00000,-120.00000,-985.00000,-38.00000,34.00000,-73.00000
2020-12-31,640.00000,299.00000,7.00000,306.00000,94.00000,433.00000,-64.00000,35.00000,498.00000,1444.00000,-156.00000,-2.00000,,,-8.00000,-166.00000,-716.00000,-650.00000,-1366.00000,-117.00000,-117.00000,,-30.00000,-1513.00000,-223.00000,29.00000,
2019-12-31,545.03400,314.40600,106.65200,421.05800,26.41900,15.46000,3.71200,26.57400,97.94100,1064.03300,-249.68500,-27.29600,,,12.12800,-264.85300,-163.04500,-137.51300,-300.55800,-291.81300,-291.81300,,-8.29800,-600.66900,191.13700,27.69500,
2018-12-31,483.16800,294.07700,133.18500,427.26200,0.24100,-127.15300,-77.62100,6.96700,-199.69100,710.73900,-222.36800,-1214.99500,-60.30000,-60.30000,38.72400,-1458.93900,1175.48200,-216.44500,959.03690,-60.00000,-60.00000,,-16.04200,882.99500,57.48400,22.76000,
2017-12-31,530.22800,230.20300,-23.70500,206.49800,-55.97900,-203.85700,45.13600,-20.18500,-226.50900,518.90000,-170.38300,-211.79100,-7.66400,-7.66400,5.24300,-384.59500,19.70600,-135.18990,-115.48390,,,,2.91700,-112.56700,45.25000,22.83200,
2016-12-31,463.97500,206.08600,52.63800,258.72400,-50.80100,-64.11400,18.57700,-6.29100,-87.68500,635.01400,-203.56400,-1339.03500,-185.67100,-185.67100,18.34200,-1709.92800,608.06200,632.14000,1240.20200,7.96300,7.96300,,-22.42800,1225.73700,140.00300,22.47200,
2015-12-31,423.22300,128.19200,51.07200,179.26400,14.70400,-83.18800,-4.22200,-2.97300,-58.20500,544.28200,-170.49000,-160.51700,-9.68200,-9.68200,10.69600,-329.99300,-84.38700,-154.64000,-239.02700,8.16800,8.16800,,-7.67800,-238.53700,-27.20800,21.33600,
2014-12-31,381.51900,125.43700,34.85600,160.29300,-61.73900,-122.59000,-5.47400,18.27400,-153.10100,388.71100,-140.95000,-775.92100,-2.24000,-2.24000,-1.88300,-920.99400,24.10700,472.25110,496.35810,9.32400,9.32400,,-4.49300,501.18900,-35.88300,22.02100,
2013-12-31,311.62300,86.46300,17.59700,104.06000,-44.67000,-69.22200,49.64100,26.63100,12.37300,428.05600,-90.18600,-408.38400,,,-7.03600,-505.60600,477.07900,-327.93800,149.14100,15.39200,15.39200,,1.40800,165.94100,90.71800,22.03600,
2012-12-31,261.22500,70.16500,4.11900,74.28400,-12.81300,-95.04200,-15.09700,-12.31600,-133.83400,206.19000,-88.25500,-265.33600,,,1.05700,-352.53400,256.91600,-133.02100,123.89500,17.69300,17.69300,,15.48400,157.07200,11.52300,15.63400,
2011-12-31,210.26400,54.50500,14.43600,68.94100,-18.07400,-90.09100,28.58900,6.63900,-73.98900,211.77200,-84.67300,-486.93400,,,,-571.60700,245.52900,57.03800,302.56700,11.91900,11.91900,,-3.07500,311.41100,-47.44200,13.10700,
2010-12-31,169.07100,41.42800,3.93700,45.36500,-12.30900,-67.79500,10.15600,-0.80600,-55.20600,159.18300,-59.99700,-131.58600,,,,-191.58300,,-9.58100,-9.58100,13.96200,13.96200,,14.58100,18.96200,-13.21700,9.97400,
2009-12-31,127.52100,40.51900,-1.18700,39.33200,-0.38400,-20.42800,-18.06700,2.13200,-3.52900,164.00200,-54.80000,-47.69400,,,,-102.49400,-1.70300,-49.02700,-50.73000,8.24700,8.24700,,9.31800,-33.16500,29.83900,7.28300,
