,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-short-term-investments,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2022-06-30,1358.76800,903.23800,145.27800,1048.51600,-971.17000,-708.61000,810.45100,-160.32300,-615.99800,1791.28600,-608.65800,-1281.13700,-2.67000,,-2.67000,14.25900,-1878.20600,753.62210,,753.62210,-371.65800,-371.65800,-958.93700,-1409.92500,-1986.89800,-2105.72400,122.31500,-958.93700
2021-06-30,524.20900,877.93700,85.34300,963.28000,-662.34500,-551.40500,1459.22200,-115.25300,416.35310,1903.84200,-411.52900,,-17.16900,,-17.16900,,-428.69800,-2001.65100,-826.18200,-2827.83300,130.37400,130.37400,-917.56400,-1013.20500,-4628.22800,-3058.47000,95.81500,-917.56400
2020-06-30,215.47500,1140.01000,310.49200,1450.50200,915.71700,114.56300,-834.11800,-0.89000,-47.29700,1618.68000,-691.70600,-142.78000,9.10800,,9.10800,69.07100,-756.30700,5664.33000,616.65700,6280.98700,-617.09700,-617.09700,-856.31200,-87.77800,4719.80000,5563.32500,42.23400,-856.31200
2019-06-30,1674.27100,785.31700,-28.35000,756.96700,-203.45800,-114.66700,246.42000,-90.77200,-20.03100,2411.20700,-671.45000,43.26300,-116.44000,,-116.44000,1.77200,-742.85500,-402.07000,132.10000,-269.97000,-768.89800,-768.89800,-775.43000,-22.97600,-1837.27400,-183.59900,104.90400,-775.43000
2018-06-30,1430.76600,793.97200,360.28700,1154.25900,-37.45700,-89.73700,76.89700,-415.80100,-429.64500,2155.38000,-665.56000,-248.10500,,,,3.25200,-910.41300,448.56300,-119.70000,328.86300,-710.15000,-710.15000,-722.15800,-307.02400,-1410.46900,-153.65800,93.84100,-722.15800
2017-06-30,1142.50300,933.84400,59.41300,993.25700,20.45200,-113.64700,322.77500,-53.70700,96.80700,2232.56700,-662.66300,-2921.79800,,,,6.78700,-3577.67400,610.17000,119.70000,729.87000,-1681.31600,-1681.31600,-698.64700,-32.49400,-1682.58700,-3049.79800,83.88300,-698.64700
2016-06-30,949.62200,707.84700,404.74400,1112.59100,-27.31100,66.93700,23.86300,-211.29700,-73.86600,1988.34700,-503.83500,-219.21800,,57.45200,57.45200,-103.50100,-769.10200,-42.08790,,-42.08790,-1666.99000,-1666.99000,-698.86900,-51.98900,-2459.93600,-1379.01800,79.46600,-698.86900
2015-06-30,686.77300,580.96400,62.85200,643.81600,-11.74100,-125.23200,72.51600,-142.20800,224.89500,1555.48400,-518.35800,-115.86200,,,,-20.12600,-654.34600,4687.02500,-129.99900,4557.02600,240.17600,240.17600,-695.27400,-204.36600,3897.56200,4716.99800,73.76600,-695.27400
2014-06-30,931.53300,556.06200,80.96700,637.02910,-236.32000,-195.84500,392.72000,-73.46800,-75.74700,1492.81500,-497.41600,-79.33800,,,,-0.08400,-576.83800,-192.67700,34.49900,-158.17800,-76.76800,-76.76800,-667.21700,-13.69500,-915.85800,0.76100,74.32800,-667.21700
2013-06-30,992.42700,512.54800,79.74600,592.29410,-193.75500,-180.27700,204.86100,67.04600,-73.12700,1511.59400,-496.33500,-397.44700,,,,-18.10000,-911.88200,-233.04700,95.50000,-137.54700,-92.96410,-92.96410,-648.25300,4.55600,-874.20800,-276.58200,70.14700,-648.25300
2012-06-30,1121.58500,416.94300,-75.18600,341.75700,-106.83400,-99.21800,32.89300,4.92500,-59.16200,1404.18000,-776.31600,-110.60100,,,,-16.71200,-903.62900,538.95900,-181.97500,356.98400,-172.86000,-172.86000,-622.86900,-3.90400,-442.64900,49.10200,70.31900,-622.86900
2011-06-30,1152.03000,402.58800,-72.83500,329.75300,-252.64100,-254.73800,187.41000,17.25400,-390.26500,1091.51800,-617.37300,-101.14800,24.99300,,24.99300,13.97200,-679.55600,-4.32100,181.97500,177.65400,41.08800,41.08800,-597.07100,0.42200,-377.90700,54.32200,59.23500,-597.07100
2010-06-30,1179.98300,389.97600,-18.02600,371.95000,-166.42600,-106.17200,154.81100,-310.24500,-666.50500,885.42800,-572.89400,-29.29300,-23.50300,,-23.50300,-30.63000,-656.32000,-3.60400,,-3.60400,-84.42400,-84.42400,-579.76300,0.76100,-667.03000,-433.20800,66.35800,-579.76300
2009-06-30,1055.94800,382.33900,-167.08000,215.25900,188.74800,177.59000,-198.28400,-19.30000,305.54200,1576.74900,-439.31700,-218.07500,0.00000,,,-1.27100,-658.66300,496.43800,,496.43800,-327.06300,-327.06300,-548.24600,-0.77200,-379.64300,538.77700,56.03000,-548.24600
