,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-short-term-investments,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2022-12-31,3614.20000,1015.50000,259.60000,1275.10000,-215.20000,-749.60000,219.80000,-247.50000,-992.50000,3935.80000,-1247.30000,,,-19.50000,-19.50000,7.20000,-1259.60000,-610.30000,219.30000,-390.99990,-1665.20000,-1665.20000,-235.70000,-386.79990,-2678.70000,-32.20000,27.90000,-235.70000
2021-12-31,1634.90000,884.80000,302.30000,1187.10000,-683.60000,-1067.90000,995.10000,126.70000,-629.70000,2187.00000,-1288.60000,,,-23.50000,-23.50000,-10.20000,-1322.30000,-608.30000,,-608.30000,-410.90000,-410.90000,-135.00000,472.10000,-682.10000,191.90000,29.50000,-135.00000
2020-12-31,665.60000,915.60000,-557.40000,358.20000,-153.60000,191.40000,333.30000,155.80000,526.90000,1582.60000,-1170.60000,,,-11.50000,-11.50000,-7.40000,-1189.50000,-66.90000,-21.40000,-88.30000,,,-76.40000,-119.10000,-283.80000,62.10000,17.80000,-76.40000
2019-12-31,-1090.80000,1528.20000,730.40000,2258.60000,34.60000,128.10000,-175.20000,-56.70000,-69.20000,1095.40000,-1268.20000,-55.10000,-13.10000,-24.40000,-37.50000,-0.10000,-1360.90000,-48.30000,36.80000,-11.50000,-149.90000,-149.90000,-67.90000,147.10000,-82.20000,-338.70000,27.90000,-67.90000
2018-12-31,469.90000,882.70000,222.40000,1105.10000,5.90000,-497.40000,198.50000,127.80000,-165.20000,1409.80000,-941.90000,-985.30000,0.00000,-15.70000,-15.70000,-1.80000,-1944.70000,-763.60000,10.70000,-752.90000,,,-38.50000,66.60000,-724.80000,-1323.40000,27.50000,-38.50000
2017-12-31,-104.20000,691.20000,665.40000,1356.60000,-91.20000,-155.70000,-65.70000,-4.30000,-316.90000,935.50000,-519.40000,,0.00000,-130.20010,-130.20010,-18.20000,-667.80000,1149.20000,30.00000,1179.20000,,,-210.60000,232.20000,1200.80000,1483.00000,28.00000,-210.60000
2016-12-31,301.20000,751.60000,-100.90000,650.70000,3.50000,263.00000,-243.90000,285.70000,308.30000,1260.20000,-842.20000,,,-1043.10000,-1043.10000,19.30000,-1866.00000,-49.10000,-24.30000,-73.40000,-75.00000,-75.00000,-385.10000,-355.10000,-888.60000,-1425.60000,30.50000,-385.10000
2015-12-31,1001.80000,772.20000,184.60000,956.80000,-60.70000,-53.70000,262.00000,-80.80000,66.80000,2038.30000,-994.70000,47.90000,,-172.70000,-172.70000,1.10000,-1118.40000,-54.90000,12.50000,-42.40000,-709.50000,-709.50000,-384.70000,243.20000,-893.40000,-237.60000,41.30000,-384.70000
2014-12-31,1030.40000,842.00000,116.40000,958.40000,-226.50000,-129.70000,136.00000,349.80000,129.60000,2122.10000,-929.10000,-1644.00000,,-154.60000,-154.60000,-11.40000,-2739.10000,809.90000,-20.20000,789.70000,-2755.30000,-2755.30000,-382.50000,179.70000,-2168.40000,-2918.50000,54.30000,-382.50000
2013-12-31,342.50000,407.80000,130.50000,538.30000,404.10000,30.80000,-77.70000,-145.90000,-12.20000,912.30000,-800.00000,,,-158.90000,-158.90000,1.70000,-957.20000,1998.90000,-35.20000,1963.70000,,,-213.50000,-67.80000,1682.40000,1596.00000,23.30000,-213.50000
2013-05-31,1891.80000,638.10000,259.00000,897.10000,-296.70000,-315.50000,-107.50000,-163.50000,-938.90000,1880.50000,-1588.30000,,,-15.00000,-15.00000,13.50000,-1589.80000,0.40000,26.00000,26.40000,,,-426.60000,9.40000,-390.80000,-113.90000,28.20000,-426.60000
2012-05-31,1930.80000,540.50000,311.40000,851.90000,118.50000,6.50000,-58.40000,-172.80000,-108.40000,2705.80000,-1639.30000,,,,,11.90000,-1627.40000,188.00000,19.10000,207.10000,-1162.50000,-1162.50000,-119.50000,13.80000,-1061.10000,-95.40000,23.40000,-119.50000
2011-05-31,2513.50000,479.00000,-463.80000,15.20000,-297.30000,-244.70000,240.10000,-36.30000,-108.60000,2426.70000,-1263.20000,56.40000,1030.00000,-385.30000,644.70000,-10.00000,-572.10000,-468.70000,-59.50000,-528.20000,20.30000,20.30000,-89.30000,12.20000,-585.00000,1383.40000,21.10000,-89.30000
2010-05-31,831.50000,474.60000,-3.70000,470.90000,-38.30000,92.00000,156.80000,244.00000,67.30000,1356.00000,-910.60000,17.60000,,,,26.70000,-866.30000,-47.30000,-9.60000,-56.90000,12.50000,12.50000,-668.00000,1.80000,-710.60000,-180.20000,23.50000,-668.00000
2009-05-31,2356.50000,417.40000,-286.70000,130.70000,335.50000,-178.70000,-686.80000,-671.00000,-1245.40000,1242.60000,-781.10000,,,728.40000,728.40000,-28.90000,-81.60000,-108.70000,-34.70000,-143.40000,4.60000,4.60000,-88.90000,2.80000,-224.90000,742.50000,,-88.90000
