,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2022-09-30,774.39800,544.79600,18.88900,563.68500,-34.32500,-179.82500,40.39400,-190.00800,-363.76400,977.58400,-2444.42000,,4.17300,4.17300,10.28900,-2429.95800,598.80200,184.96700,783.76900,792.20800,792.20800,-375.91400,187.14200,1387.20500,-65.16900,10.74300,-375.91400
2021-09-30,665.56300,492.00700,133.86100,625.86800,-113.66500,-66.16600,104.24200,-2303.82400,-2379.41300,-1084.25100,-1969.54000,,-6.07200,-6.07200,11.95700,-1963.65500,2797.34600,,2797.34600,622.50800,622.50800,-323.90400,47.87100,3143.82100,95.91500,11.25500,-323.90400
2020-09-30,601.44300,441.37100,120.45000,561.82100,7.16700,18.18800,7.35900,-166.39000,-133.67600,1037.99900,-1935.67600,,0.49100,0.49100,9.66700,-1925.51800,999.45000,-464.91500,534.53500,643.85000,643.85000,-282.44400,-12.16400,883.77700,-3.74200,9.58300,-282.44400
2019-09-30,511.40600,400.92000,131.96000,532.88000,18.72400,35.59400,9.90800,-140.91200,-76.68600,968.76900,-1693.47700,4.00000,-2.78400,-2.78400,8.60100,-1683.66000,470.22090,-110.86500,359.35600,713.42600,713.42600,-245.71700,-101.39500,725.67000,10.77900,11.12100,-245.71700
2018-09-30,603.06400,368.94800,12.35200,381.30000,-29.20800,18.92100,-11.85700,157.00500,134.86100,1124.66200,-1467.59100,3.00000,-8.32500,-8.32500,9.35000,-1463.56600,,128.03500,128.03500,414.65500,414.65500,-214.90600,-1.51800,326.26600,-12.63800,12.86300,-214.90600
2017-09-30,396.42100,326.10200,217.73700,543.83900,-58.69600,-35.12600,53.01700,-32.46200,-73.26700,867.09000,-1137.08900,54.12500,-12.47300,-12.47300,39.13100,-1056.30600,634.91100,-382.06600,252.84500,125.27800,125.27800,-191.93100,-18.10100,168.09100,-21.12500,14.06400,-191.93100
2016-09-30,350.10400,293.09600,213.98300,507.07900,-4.84700,20.57700,-5.19500,-73.74700,-63.21200,794.99000,-1086.95000,,0.75800,0.75800,6.46000,-1079.73200,,371.88400,371.88400,132.85200,132.85200,-175.12600,-25.98700,303.62300,18.88100,14.76000,-175.12600
2015-09-30,315.07500,274.79600,214.78800,489.58400,48.24000,33.23400,-59.11200,-15.46600,6.89600,811.91400,-963.62100,,1.59700,1.59700,5.42200,-956.60200,-0.94000,261.23200,260.29200,22.96700,22.96700,-160.01800,7.84200,131.08300,-13.60500,15.98000,-160.01800
2014-09-30,289.81700,253.98700,214.08200,468.06900,-41.40800,-31.99600,60.46500,-12.67500,-25.61400,732.81300,-824.44100,,-2.64700,-2.64700,2.10900,-824.97900,,-171.28900,-171.28900,385.76200,385.76200,-146.24800,,68.22500,-23.94100,14.72100,-146.24800
2013-09-30,243.19400,236.92800,160.10600,397.03400,-73.66900,31.97900,31.91200,-14.43600,-24.21400,613.12700,-692.01000,,,,-4.90400,-696.91400,493.66200,-208.07000,285.59200,-5.10400,-5.10400,-128.11500,-66.62600,85.74700,1.96000,17.81400,-128.11500
2012-09-30,216.71700,246.09300,127.59200,373.68500,32.57800,28.41700,-64.23400,0.24700,-2.99200,586.91700,-732.85800,128.22300,,,-4.62500,-609.26000,-257.03400,354.14100,97.10700,-16.14800,-16.14800,-125.79600,,-44.83700,-67.18000,19.22200,-125.79600
2011-09-30,207.60100,233.15500,168.87500,402.03000,-0.09600,27.73700,23.90400,-77.37100,-25.82600,582.84400,-622.96500,,,,-4.42100,-627.38600,34.33500,83.30600,117.64100,2.49700,2.49700,-124.01100,47.88200,44.00900,-0.53300,11.58600,-124.01100
2010-09-30,205.83900,216.96000,221.46700,438.42700,-40.40100,54.01400,58.06900,11.77300,83.45500,726.47600,-542.63600,,,,-0.06600,-542.70200,-0.13100,54.26800,54.13700,-92.87500,-92.87500,-124.28700,,-163.02500,20.74900,12.65500,-124.28700
2009-09-30,190.97800,217.20800,160.09300,377.30100,244.71300,194.28700,-181.97800,95.10900,352.13100,919.23300,-509.49400,,,,-7.70700,-517.20100,38.27000,-283.98100,-245.71100,27.68700,27.68700,-121.46000,1.93800,-337.54600,64.48600,14.49400,-121.46000
