,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2022-12-31,1639.00000,4802.00000,4033.00000,8835.00000,-539.00000,71.00000,213.00000,216.00000,-39.00000,10435.00000,-1235.00000,-1076.00000,-1891.00000,-1891.00000,,-4202.00000,1004.00000,217.00000,1221.00000,-407.00000,-407.00000,-5948.00000,176.00000,-4958.00000,1032.00000,987.00000,-5948.00000
2021-12-31,5743.00000,6417.00000,-1326.00000,5091.00000,1372.00000,138.00000,85.00000,367.00000,1962.00000,12796.00000,-1675.00000,-3179.00000,-1120.00000,-1120.00000,,-5975.00000,-8075.00000,-40.00000,-8115.00000,-319.00000,-319.00000,-5869.00000,949.00000,-13354.00000,-6718.00000,982.00000,-5869.00000
2020-12-31,5590.00000,6695.00000,-2336.00000,4359.00000,5297.00000,-209.00000,138.00000,3023.00000,8249.00000,18197.00000,-2430.00000,167.00000,-1240.00000,-1240.00000,475.00000,-3028.00000,-2861.00000,-853.00000,-3714.00000,-302.00000,-302.00000,-5797.00000,92.00000,-9721.00000,5361.00000,937.00000,-5797.00000
2019-12-31,9431.00000,6059.00000,-1944.00000,4115.00000,502.00000,67.00000,-503.00000,1159.00000,1225.00000,14770.00000,-1749.00000,-31554.00000,-353.00000,-353.00000,6720.00000,-26936.00000,18881.00000,-2597.00000,16284.00000,-1633.00000,-1633.00000,-5707.00000,99.00000,9042.00000,-3290.00000,679.00000,-5707.00000
2018-12-31,8728.00000,4480.00000,1486.00000,5966.00000,1006.00000,-127.00000,126.00000,-451.00000,554.00000,15247.00000,-3147.00000,-139.00000,-1123.00000,-1123.00000,-503.00000,-4913.00000,-1642.00000,1341.00000,-301.00000,-4614.00000,-4614.00000,-5666.00000,111.00000,-10469.00000,-630.00000,510.00000,-5666.00000
2017-12-31,5753.00000,4541.00000,-383.00000,4158.00000,1297.00000,18.00000,47.00000,5451.00000,6813.00000,16724.00000,-2769.00000,-701.00000,-1583.00000,-1583.00000,-2028.00000,-7081.00000,2827.00000,620.00000,3447.00000,-4533.00000,-4533.00000,-5506.00000,175.00000,-6418.00000,4161.00000,534.00000,-5506.00000
2016-12-31,11872.00000,4381.00000,-526.00000,3855.00000,712.00000,-14.00000,197.00000,462.00000,1357.00000,17084.00000,-3143.00000,-6150.00000,-744.00000,-744.00000,-891.00000,-10928.00000,2737.00000,26.00000,2763.00000,-3628.00000,-3628.00000,-5256.00000,204.00000,-5917.00000,188.00000,544.00000,-5256.00000
2015-12-31,13190.00000,3855.00000,2407.00000,6262.00000,812.00000,133.00000,81.00000,-3222.00000,-2196.00000,17255.00000,-3209.00000,-3750.00000,-803.00000,-803.00000,-398.00000,-8159.00000,-82.00000,101.00000,19.00000,-4535.00000,-4535.00000,-4897.00000,,-9413.00000,-790.00000,468.00000,-4897.00000
2014-12-31,12022.00000,4492.00000,2121.00000,6613.00000,1270.00000,-39.00000,-456.00000,-2541.00000,-1766.00000,16868.00000,-3336.00000,1701.00000,-288.00000,-288.00000,-1078.00000,-3001.00000,3536.00000,-1753.00000,1783.00000,-12970.00000,-12970.00000,-4265.00000,,-15452.00000,-2240.00000,512.00000,-4265.00000
2013-12-31,16483.00000,4678.00000,-1232.00000,3446.00000,-1407.00000,-57.00000,-529.00000,-453.00000,-2446.00000,17485.00000,-3251.00000,-2759.00000,-252.00000,-252.00000,-1063.00000,-7326.00000,6340.00000,621.00000,6961.00000,-12785.00000,-12785.00000,-4058.00000,,-9883.00000,304.00000,614.00000,-4058.00000
2012-12-31,16604.00000,4676.00000,756.00000,5432.00000,-2230.00000,280.00000,-224.00000,-275.00000,-2449.00000,19586.00000,-3672.00000,-3123.00000,-1602.00000,-1602.00000,-608.00000,-9004.00000,2693.00000,-441.00000,2252.00000,-10455.00000,-10455.00000,-3773.00000,,-11976.00000,-1511.00000,688.00000,-3773.00000
2011-12-31,15855.00000,4815.00000,1567.00000,6382.00000,-1279.00000,-163.00000,451.00000,-1399.00000,-2390.00000,19846.00000,-3500.00000,-1797.00000,1192.00000,1192.00000,-291.00000,-4396.00000,1049.00000,1321.00000,2370.00000,-12593.00000,-12593.00000,-3473.00000,,-13696.00000,1262.00000,697.00000,-3473.00000
2010-12-31,14833.00000,4831.00000,1122.00000,5953.00000,-489.00000,92.00000,174.00000,-1014.00000,-1237.00000,19549.00000,-3415.00000,-5867.00000,1179.00000,1179.00000,-405.00000,-8507.00000,1533.00000,817.00000,2350.00000,-11601.00000,-11601.00000,-3177.00000,,-12429.00000,-1522.00000,629.00000,-3177.00000
2009-12-31,13425.00000,4994.00000,1936.00000,6930.00000,2131.00000,263.00000,170.00000,-2146.00000,418.00000,20773.00000,-3117.00000,-794.00000,-2635.00000,-2635.00000,-184.00000,-6729.00000,-6812.00000,-651.00000,-7463.00000,-4377.00000,-4377.00000,-2860.00000,,-14700.00000,-558.00000,558.00000,-2860.00000
