,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-change-in-intangible-assets,net-acquisitions-divestitures,net-change-in-short-term-investments,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2022-12-31,6267.00000,1366.00000,35.00000,1401.00000,2479.00000,-482.00000,,3801.00000,5798.00000,11081.00000,-564.00000,,-4673.00000,847.00000,7145.00000,7992.00000,-32727.00000,-29972.00000,8480.00000,18060.00000,26540.00000,-250.00000,-250.00000,-2989.00000,-3284.00000,20017.00000,1126.00000,,-2656.00000
2021-12-31,6437.00000,1384.00000,-1019.00000,365.00000,1411.00000,-551.00000,,1.00000,861.00000,7892.00000,-442.00000,,-1638.00000,-2283.00000,-36543.00000,-38826.00000,8850.00000,-32056.00000,-3231.00000,-800.00000,-4031.00000,-1616.00000,-3031.00000,-2852.00000,35505.00000,25591.00000,1427.00000,,-2485.00000
2020-12-31,4492.00000,1608.00000,2540.00000,4148.00000,718.00000,1861.00000,,-3283.00000,-704.00000,7437.00000,-815.00000,,-2439.00000,-328.00000,-42305.00000,-42633.00000,2235.00000,-43652.00000,-1634.00000,-12124.00000,-13758.00000,,2949.00000,-2725.00000,49552.00000,36018.00000,-197.00000,,-2424.00000
2019-12-31,3237.00000,630.00000,731.00000,1361.00000,-1798.00000,368.00000,,-1748.00000,-3178.00000,1520.00000,-224.00000,,6256.00000,-83.00000,1577.00000,1494.00000,822.00000,8348.00000,-2181.00000,6293.00000,4112.00000,,-42.00000,-1459.00000,2742.00000,5353.00000,15221.00000,,-1309.00000
2018-12-31,3257.00000,555.00000,619.00000,1174.00000,136.00000,242.00000,,66.00000,444.00000,4349.00000,-363.00000,,-296.00000,,1730.00000,1730.00000,-6034.00000,-4963.00000,236.00000,240.00000,476.00000,-1205.00000,-1205.00000,-1378.00000,3609.00000,1502.00000,888.00000,141.00000,-1204.00000
2017-12-31,2415.00000,550.00000,1072.00000,1622.00000,618.00000,115.00000,,-15.00000,718.00000,4635.00000,,,,,-4048.00000,-4048.00000,-1362.00000,-5410.00000,1430.00000,3532.00000,4962.00000,-1613.00000,-1613.00000,-1179.00000,-2719.00000,-549.00000,-1324.00000,132.00000,-1005.00000
2016-12-31,2442.00000,555.00000,640.00000,1195.00000,-644.00000,432.00000,,,-230.00000,3115.00000,,-2986.00000,-726.00000,,2365.00000,2365.00000,371.00000,-976.00000,-1971.00000,-3581.00000,-5552.00000,-520.00000,-70.00000,-1092.00000,4832.00000,-1882.00000,257.00000,115.00000,-925.00000
2015-12-31,2123.00000,461.00000,709.00000,1170.00000,422.00000,-698.00000,,-14.00000,-290.00000,3131.00000,,,1055.00000,,-98.00000,-98.00000,-2806.00000,-1849.00000,-161.00000,-982.00000,-1143.00000,68.00000,68.00000,-937.00000,2116.00000,104.00000,1386.00000,106.00000,-789.00000
2014-12-31,2206.00000,424.00000,478.00000,902.00000,-201.00000,-101.00000,-4.00000,346.00000,1.00000,3210.00000,,,1025.00000,,-625.00000,-625.00000,-4415.00000,-4015.00000,1598.00000,-421.00000,1177.00000,298.00000,298.00000,-814.00000,304.00000,965.00000,160.00000,102.00000,-666.00000
2013-12-31,1730.00000,421.00000,944.00000,1365.00000,2445.00000,116.00000,,-75.00000,2190.00000,5308.00000,,,516.00000,,-2576.00000,-2576.00000,-2149.00000,-4209.00000,2530.00000,1274.00000,3804.00000,,487.00000,-912.00000,-5352.00000,-1973.00000,-874.00000,96.00000,-765.00000
2012-12-31,2028.00000,391.00000,1753.00000,2144.00000,-433.00000,,,-210.00000,-297.00000,3714.00000,,,675.00000,,-1846.00000,-1846.00000,-5876.00000,-7047.00000,-2785.00000,-702.00000,-3487.00000,,2116.00000,-564.00000,4731.00000,2796.00000,-537.00000,97.00000,-531.00000
2011-12-31,1332.00000,363.00000,2066.00000,2429.00000,-583.00000,,,629.00000,618.00000,4276.00000,,,-86.00000,,-12399.00000,-12399.00000,-5522.00000,-18007.00000,-180.00000,-2107.00000,-2287.00000,,,-446.00000,17953.00000,15220.00000,1489.00000,98.00000,-446.00000
2010-12-31,854.00000,382.00000,2739.00000,3121.00000,-620.00000,,,-1124.00000,-1055.00000,2898.00000,539.00000,,-839.00000,,10785.00000,10785.00000,-4506.00000,5979.00000,164.00000,-2434.00000,-2270.00000,110.00000,110.00000,-415.00000,-6566.00000,-9141.00000,-264.00000,79.00000,-415.00000
2009-12-31,877.00000,339.00000,2927.00000,3266.00000,-31.00000,-260.00000,,-949.00000,-4630.00000,-493.00000,-174.00000,,4502.00000,,3068.00000,3068.00000,-163.00000,7233.00000,9.00000,-2756.00000,-2747.00000,2727.00000,-474.00000,-820.00000,-2790.00000,-6831.00000,-91.00000,62.00000,-727.00000
