,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2022-12-31,2726.00000,1107.00000,596.00000,1703.00000,-719.00000,-635.00000,715.00000,118.00000,-521.00000,3908.00000,-203.00000,-4685.00000,,-4888.00000,1458.00000,1914.00000,3372.00000,-2017.00000,-2017.00000,-1985.00000,174.00000,-456.00000,-1605.00000,120.00000,-1985.00000
2021-12-31,4314.00000,1113.00000,-637.00000,476.00000,-197.00000,-170.00000,702.00000,-984.00000,-649.00000,4141.00000,-732.00000,706.00000,,-26.00000,-326.00000,194.00000,-132.00000,-2110.00000,-2110.00000,-1826.00000,-1.00000,-4069.00000,-97.00000,121.00000,-1826.00000
2020-12-31,3569.00000,1116.00000,-544.00000,572.00000,59.00000,-24.00000,436.00000,-648.00000,-177.00000,3964.00000,-853.00000,1353.00000,,500.00000,2838.00000,-2116.00000,722.00000,-1390.00000,-1390.00000,-1678.00000,131.00000,-2215.00000,2322.00000,126.00000,-1678.00000
2019-12-31,3944.00000,1047.00000,-578.00000,469.00000,124.00000,31.00000,4.00000,-607.00000,-448.00000,3965.00000,-843.00000,-117.00000,,-960.00000,-602.00000,524.00000,-78.00000,-1480.00000,-1480.00000,-1542.00000,313.00000,-2787.00000,228.00000,135.00000,-1542.00000
2018-12-31,3331.00000,811.00000,-97.00000,714.00000,257.00000,-204.00000,236.00000,-386.00000,-97.00000,3948.00000,-697.00000,-527.00000,,-1224.00000,2252.00000,-1413.00000,839.00000,-2020.00000,-2020.00000,-1359.00000,211.00000,-2329.00000,339.00000,128.00000,-1359.00000
2017-12-31,2842.00000,816.00000,-72.00000,744.00000,-24.00000,-18.00000,5.00000,-956.00000,-993.00000,2593.00000,-905.00000,604.00000,,-301.00000,-1223.00000,1027.00000,-196.00000,-2174.00000,-2174.00000,-1198.00000,207.00000,-3361.00000,-980.00000,137.00000,-1198.00000
2016-12-31,1645.00000,823.00000,576.00000,1399.00000,31.00000,62.00000,409.00000,-708.00000,-206.00000,2838.00000,-1086.00000,57.00000,,-1029.00000,-37.00000,1741.00000,1704.00000,-2601.00000,-2601.00000,-1094.00000,129.00000,-1862.00000,-129.00000,140.00000,-1094.00000
2015-12-31,7291.00000,894.00000,-5080.00000,-4186.00000,44.00000,-49.00000,659.00000,-31.00000,623.00000,3728.00000,-1454.00000,3597.00000,506.00000,2649.00000,-448.00000,-931.00000,-1379.00000,-3622.00000,-3622.00000,-1008.00000,126.00000,-5883.00000,239.00000,136.00000,-1008.00000
2014-12-31,2201.00000,1059.00000,-124.00000,935.00000,184.00000,-188.00000,387.00000,43.00000,426.00000,3562.00000,-1635.00000,-7.00000,,-1642.00000,-616.00000,398.00000,-218.00000,-1700.00000,-1700.00000,-964.00000,194.00000,-2688.00000,-991.00000,141.00000,-964.00000
2013-12-31,3935.00000,1077.00000,335.00000,1412.00000,492.00000,-116.00000,793.00000,-106.00000,1063.00000,6410.00000,-1479.00000,-59.00000,55.00000,-1483.00000,-3589.00000,613.00000,-2976.00000,-2900.00000,-2900.00000,-943.00000,132.00000,-6687.00000,-1853.00000,128.00000,-943.00000
2012-12-31,3094.00000,1345.00000,594.00000,1939.00000,-599.00000,-129.00000,505.00000,-887.00000,-1110.00000,3923.00000,-1477.00000,200.00000,-410.00000,-1687.00000,2278.00000,95.00000,2373.00000,,,-2058.00000,-111.00000,204.00000,2501.00000,162.00000,-2058.00000
2011-12-31,3574.00000,1485.00000,-88.00000,1397.00000,-115.00000,-556.00000,300.00000,-80.00000,-451.00000,4520.00000,-1728.00000,,,-1728.00000,-1181.00000,-462.00000,-1643.00000,,,-2043.00000,511.00000,-3175.00000,-507.00000,181.00000,-2043.00000
2010-12-31,4139.00000,1440.00000,-781.00000,659.00000,-165.00000,-359.00000,83.00000,-609.00000,-1050.00000,3748.00000,-1653.00000,-5809.00000,,-7462.00000,7299.00000,-864.00000,6435.00000,,,-2175.00000,-72.00000,4188.00000,380.00000,174.00000,-2175.00000
2009-12-31,3028.00000,931.00000,494.00000,1425.00000,-17.00000,299.00000,126.00000,223.00000,631.00000,5084.00000,-1280.00000,41.00000,,-1239.00000,-965.00000,-446.00000,-1411.00000,-10.00000,-10.00000,-1712.00000,,-3133.00000,857.00000,164.00000,-1712.00000
