,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-short-term-investments,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2022-12-31,2183.00000,784.00000,1.00000,785.00000,-697.00000,-567.00000,538.00000,-110.00000,-1006.00000,1962.00000,-916.00000,-3191.00000,78.00000,,78.00000,-143.00000,-4172.00000,553.00000,2261.00000,2814.00000,-374.00000,-374.00000,-855.00000,84.00000,1669.00000,-491.00000,,-855.00000
2021-12-31,2164.00000,662.00000,-205.00000,457.00000,-174.00000,-945.00000,217.00000,-4.00000,-365.00000,2256.00000,-734.00000,,-133.00000,,-133.00000,-6.00000,-873.00000,6.00000,-10.00000,-4.00000,-1402.00000,-1402.00000,-809.00000,-12.00000,-2227.00000,-809.00000,,-809.00000
2020-12-31,1811.00000,673.00000,-316.00000,357.00000,-51.00000,46.00000,288.00000,150.00000,554.00000,2722.00000,-528.00000,,-124.00000,,-124.00000,-67.00000,-719.00000,1941.00000,-337.00000,1604.00000,-641.00000,-641.00000,-782.00000,99.00000,280.00000,2272.00000,,-782.00000
2019-12-31,2268.00000,672.00000,-95.00000,577.00000,195.00000,291.00000,-310.00000,272.00000,336.00000,3181.00000,-700.00000,-237.00000,-150.00000,-95.00000,-245.00000,32.00000,-1150.00000,-85.00000,-67.00000,-152.00000,-1195.00000,-1195.00000,-761.00000,13.00000,-2095.00000,-174.00000,49.00000,-761.00000
2018-12-31,2187.00000,611.00000,-101.00000,510.00000,-363.00000,-695.00000,302.00000,59.00000,-319.00000,2378.00000,-709.00000,-70.00000,-139.00000,-112.00000,-251.00000,56.00000,-974.00000,-26.00000,483.00000,457.00000,-1127.00000,-1127.00000,-718.00000,-12.00000,-1400.00000,-66.00000,53.00000,-718.00000
2017-12-31,994.00000,583.00000,364.00000,947.00000,-508.00000,-407.00000,639.00000,229.00000,336.00000,2277.00000,-396.00000,-662.00000,148.00000,-147.00000,1.00000,5.00000,-1052.00000,-60.00000,98.00000,38.00000,-451.00000,-451.00000,-701.00000,40.00000,-1074.00000,249.00000,41.00000,-701.00000
2016-12-31,1456.00000,530.00000,-36.00000,494.00000,-265.00000,-4.00000,188.00000,265.00000,-11.00000,1939.00000,-517.00000,-94.00000,-274.00000,-44.00000,-318.00000,12.00000,-917.00000,-52.00000,231.00000,179.00000,-778.00000,-778.00000,-676.00000,-138.00000,-1413.00000,-591.00000,32.00000,-676.00000
2015-12-31,1470.00000,514.00000,43.00000,557.00000,103.00000,150.00000,-130.00000,141.00000,38.00000,2065.00000,-719.00000,-117.00000,-4.00000,-62.00000,-66.00000,-16.00000,-918.00000,-32.00000,-41.00000,-73.00000,-900.00000,-900.00000,-622.00000,-55.00000,-1650.00000,-590.00000,24.00000,-622.00000
2014-12-31,1736.00000,455.00000,-275.00000,180.00000,-89.00000,-256.00000,244.00000,283.00000,350.00000,2266.00000,-743.00000,-436.00000,47.00000,-111.00000,-64.00000,9.00000,-1234.00000,-39.00000,-40.00000,-79.00000,-670.00000,-670.00000,-512.00000,-82.00000,-1343.00000,-398.00000,36.00000,-512.00000
2013-12-31,1588.00000,407.00000,-52.00000,355.00000,-148.00000,-46.00000,163.00000,423.00000,146.00000,2089.00000,-676.00000,-147.00000,108.00000,-106.00000,2.00000,-25.00000,-846.00000,914.00000,-3.00000,911.00000,-381.00000,-381.00000,-420.00000,-58.00000,52.00000,1330.00000,37.00000,-420.00000
2012-12-31,1738.00000,361.00000,-6.00000,355.00000,87.00000,-32.00000,-256.00000,154.00000,-561.00000,1532.00000,-690.00000,-215.00000,36.00000,-157.00000,-121.00000,44.00000,-982.00000,-81.00000,,-81.00000,-256.00000,-256.00000,-340.00000,-17.00000,-694.00000,-115.00000,36.00000,-340.00000
2011-12-31,1946.00000,325.00000,-183.00000,142.00000,,,,-15.00000,-15.00000,2073.00000,-614.00000,199.00000,3.00000,-141.00000,-138.00000,1.00000,-552.00000,-110.00000,6.00000,-104.00000,-629.00000,-629.00000,-255.00000,-37.00000,-1025.00000,461.00000,42.00000,-255.00000
2010-12-31,1140.00000,320.00000,-342.00000,-22.00000,,,,-112.00000,-112.00000,1006.00000,-309.00000,-104.00000,-131.00000,-45.00000,-176.00000,-62.00000,-651.00000,71.00000,9.00000,80.00000,-183.00000,-183.00000,-172.00000,8.00000,-267.00000,93.00000,22.00000,-172.00000
2009-12-31,484.00000,326.00000,45.00000,371.00000,,,,282.00000,282.00000,1137.00000,-300.00000,-2.00000,-114.00000,-38.00000,-152.00000,-55.00000,-509.00000,-21.00000,-2.00000,-23.00000,52.00000,52.00000,-141.00000,-29.00000,-141.00000,504.00000,20.00000,-141.00000
