,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-short-term-investments,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2022-12-31,0.00000,,-77.60000,-77.60000,,,,,,582.40000,,,,,,,-266.40000,,,,,,,,-237.40000,55.20000,,
2021-12-31,734.00000,170.90000,150.10000,321.00000,-241.10000,-331.10000,144.40000,179.80000,-234.90000,820.10000,-100.10000,-5.20000,,-12.70000,-12.70000,6.00000,-112.00000,-203.10000,104.90000,-98.20000,-400.10000,-400.10000,-247.20000,-2.40000,-747.90000,-52.10000,17.80000,-247.20000
2020-12-31,550.60000,162.70000,149.80000,312.49990,-71.80000,-59.70000,61.80000,-194.40000,-215.30000,647.80000,-67.20000,-65.60000,,-47.20000,-47.20000,10.70000,-169.30000,-72.90000,97.00000,24.10000,-33.70000,-33.70000,-228.50000,-12.20000,-250.30000,229.80000,18.90000,-228.50000
2019-12-31,480.20000,150.10000,251.50000,401.60000,-123.50000,6.40000,103.00000,-255.00000,-393.30000,488.50000,-93.90000,,,-48.00000,-48.00000,-44.80000,-186.70000,598.10000,-11.90000,586.20000,-365.50000,-365.50000,-210.30000,-134.60000,-124.20000,177.40000,25.60000,-210.30000
2018-12-31,511.50000,150.20000,77.60000,227.80000,-281.50000,-200.70000,166.70000,-51.00000,-370.90000,368.40000,-83.00000,107.60000,,-48.50000,-48.50000,-107.00000,-130.90000,-154.40000,79.50000,-74.90000,-196.10000,-196.10000,-89.20000,-3.10000,-363.30000,-121.30000,22.50000,-89.20000
2017-12-31,538.40000,97.80000,-369.20000,-271.40000,-191.10000,-102.80000,304.30000,-20.00000,68.50000,335.50000,-38.30000,-1187.60000,,,,-107.90000,-1333.80000,1296.60000,-3.10000,1293.50000,19.90000,19.90000,-88.80000,-11.50000,1213.10000,218.80000,21.10000,-88.80000
2016-12-31,211.70000,100.60000,248.00000,348.60000,11.80000,79.00000,-29.70000,-20.70000,-62.50000,497.80000,-89.30000,,,,,-45.90000,-135.20000,-239.80000,-19.40000,-259.20000,-8.90000,-8.90000,-88.60000,-20.30000,-377.00000,-14.40000,20.20000,-88.60000
2015-12-31,498.50000,76.80000,-373.00000,-296.20000,140.60000,27.80000,-294.40000,-103.20000,-560.40000,-358.10000,-51.50000,444.70010,,66.40000,66.40000,-110.90000,348.70000,613.40000,-547.30000,66.10000,2.20000,2.20000,-86.40000,1.40000,-16.70000,-30.90000,15.40000,-86.40000
2014-12-31,322.10000,93.50000,112.40000,205.90000,-274.70000,36.20000,-16.20000,121.70000,-154.30000,373.70000,-182.00000,199.10000,,27.50000,27.50000,-79.90000,-35.30000,-31.60000,-139.60000,-171.20000,3.90000,3.90000,-78.10000,-104.50000,-349.90000,-13.70000,14.80000,-78.10000
2013-12-31,308.00000,88.00000,268.50000,356.50000,-382.20000,2.40000,44.80000,19.90000,-335.80000,328.70000,-162.90000,-339.60000,,,,-150.70000,-653.20000,405.60000,483.30000,888.90000,-356.30000,-356.30000,-73.60000,-87.80000,371.20000,46.10000,14.20000,-73.60000
2012-12-31,435.70000,115.90000,90.30000,206.20000,-191.60000,-194.50000,51.40000,68.90000,-282.20000,359.70000,-174.50000,-142.80000,-13.90000,,-13.90000,-62.40000,-393.60000,-14.50000,152.60000,138.10000,-130.30000,-130.30000,-47.80000,-8.20000,-48.20000,-81.80000,16.00000,-47.80000
2011-12-31,382.20000,99.60000,43.80000,143.40000,-107.80000,-109.90000,65.40000,19.50000,-144.30000,381.30000,-155.60000,-124.80000,,-3.20000,-3.20000,-74.40000,-358.00000,178.90000,9.00000,187.90000,-158.00000,-158.00000,-41.20000,-14.00000,-25.30000,-2.60000,14.80000,-41.20000
2010-12-31,184.90000,133.60000,167.50000,301.10000,-109.90000,-7.90000,91.10000,-103.80000,-131.50000,354.50000,-139.70000,-7.50000,,,,-6.80000,-154.00000,9.00000,-14.90000,-5.90000,-119.60000,-119.60000,-36.40000,45.30000,-116.60000,84.90000,14.70000,-36.40000
2009-12-31,238.80000,127.20000,182.10000,309.30000,-59.30000,35.40000,-71.50000,-40.50000,-246.60000,301.50000,-157.30000,-34.30000,,,,-9.10000,-200.70000,375.60000,-374.30000,1.30000,-26.40000,-26.40000,-36.30000,-16.40000,-77.80000,24.20000,11.20000,-36.30000
