,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2022-12-31,4966.00000,1204.00000,-151.00000,1053.00000,-739.00000,-440.00000,-155.00000,232.00000,-745.00000,5274.00000,-737.00000,-178.00000,44.00000,44.00000,778.00000,-93.00000,1103.00000,-786.00000,317.00000,-3880.00000,-3880.00000,-2719.00000,-48.00000,-6330.00000,-1332.00000,188.00000,-2719.00000
2021-12-31,5542.00000,1223.00000,-1015.00000,208.00000,-8.00000,-685.00000,744.00000,-276.00000,288.00000,6038.00000,-868.00000,-1123.00000,152.00000,152.00000,778.00000,-1061.00000,-2400.00000,4.00000,-2396.00000,-3151.00000,-3151.00000,-2626.00000,-81.00000,-8254.00000,-3316.00000,217.00000,-2626.00000
2020-12-31,4779.00000,1002.00000,-936.00000,66.00000,669.00000,-67.00000,15.00000,191.00000,1363.00000,6208.00000,-849.00000,-261.00000,272.00000,272.00000,-149.00000,-987.00000,5817.00000,74.00000,5891.00000,-3321.00000,-3321.00000,-2592.00000,-59.00000,-81.00000,5208.00000,168.00000,-2592.00000
2019-12-31,6143.00000,1088.00000,-378.00000,710.00000,11.00000,-100.00000,118.00000,-430.00000,44.00000,6897.00000,-796.00000,-50.00000,211.00000,211.00000,102.00000,-533.00000,-177.00000,,-177.00000,-3902.00000,-3902.00000,-2442.00000,-79.00000,-6600.00000,-220.00000,153.00000,-2442.00000
2018-12-31,6765.00000,1116.00000,-1733.00000,-617.00000,-236.00000,-503.00000,733.00000,218.00000,286.00000,6434.00000,-813.00000,-535.00000,1973.00000,1973.00000,402.00000,1027.00000,-1303.00000,-204.00000,-1507.00000,-3733.00000,-3733.00000,-2272.00000,2480.00000,-5032.00000,2228.00000,175.00000,-2272.00000
2017-12-31,1545.00000,1115.00000,3869.00000,4984.00000,-682.00000,-259.00000,924.00000,-568.00000,-563.00000,5966.00000,-945.00000,-82.00000,-2329.00000,-2329.00000,-218.00000,-3574.00000,946.00000,169.00000,1115.00000,-2369.00000,-2369.00000,-2119.00000,-143.00000,-3516.00000,-784.00000,176.00000,-2119.00000
2016-12-31,4812.00000,1030.00000,-160.00000,870.00000,-547.00000,-18.00000,254.00000,-106.00000,-184.00000,5498.00000,-1074.00000,-2277.00000,-273.00000,-273.00000,282.00000,-3342.00000,6406.00000,-2464.00000,3942.00000,-1670.00000,-1670.00000,-1915.00000,-11.00000,346.00000,2388.00000,184.00000,-1915.00000
2015-12-31,4768.00000,883.00000,31.00000,914.00000,201.00000,230.00000,-17.00000,90.00000,-163.00000,5519.00000,-1058.00000,-5227.00000,-127.00000,-127.00000,-102.00000,-6514.00000,-820.00000,4265.00000,3445.00000,-1698.00000,-1698.00000,-1726.00000,16.00000,37.00000,-1504.00000,175.00000,-1726.00000
2014-12-31,4239.00000,924.00000,-319.00000,605.00000,-172.00000,-200.00000,307.00000,120.00000,236.00000,5080.00000,-1076.00000,156.00000,-786.00000,-786.00000,-170.00000,-1876.00000,-512.00000,309.00000,-203.00000,-659.00000,-659.00000,-1510.00000,44.00000,-2328.00000,537.00000,187.00000,-1510.00000
2013-12-31,3924.00000,989.00000,16.00000,1005.00000,-365.00000,41.00000,352.00000,-421.00000,-594.00000,4335.00000,-932.00000,-1130.00000,-98.00000,-98.00000,201.00000,-1959.00000,456.00000,930.00000,1386.00000,-626.00000,-626.00000,-1353.00000,160.00000,-433.00000,1788.00000,170.00000,-1353.00000
2012-12-31,2926.00000,926.00000,123.00000,1049.00000,-119.00000,25.00000,-13.00000,-78.00000,-458.00000,3517.00000,-879.00000,-417.00000,-143.00000,-143.00000,11.00000,-1428.00000,101.00000,-177.00000,-76.00000,25.00000,25.00000,-1211.00000,56.00000,-1206.00000,936.00000,170.00000,-1211.00000
2011-12-31,2067.00000,957.00000,-63.00000,894.00000,-316.00000,-310.00000,527.00000,25.00000,-128.00000,2833.00000,-792.00000,183.00000,-26.00000,-26.00000,24.00000,-611.00000,418.00000,298.00000,716.00000,-781.00000,-781.00000,-1091.00000,42.00000,-1114.00000,1048.00000,168.00000,-1091.00000
2010-12-31,2022.00000,987.00000,1068.00000,2055.00000,-688.00000,-300.00000,592.00000,-26.00000,126.00000,4203.00000,-637.00000,-1296.00000,-341.00000,-341.00000,5.00000,-2269.00000,-1332.00000,21.00000,-1311.00000,195.00000,195.00000,-944.00000,13.00000,-2047.00000,-151.00000,164.00000,-944.00000
2009-12-31,1548.00000,957.00000,991.00000,1948.00000,360.00000,475.00000,-169.00000,-43.00000,450.00000,3946.00000,-578.00000,-467.00000,-23.00000,-23.00000,-65.00000,-1133.00000,382.00000,-1654.00000,-1272.00000,37.00000,37.00000,-918.00000,1.00000,-2152.00000,736.00000,118.00000,-918.00000
