,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2022-12-31,1600.00000,2056.00000,321.00000,2377.00000,-280.00000,-111.00000,558.00000,-216.00000,-42.00000,3935.00000,-4505.00000,,-64.00000,-64.00000,4.00000,-4565.00000,394.00000,1702.00000,2096.00000,57.00000,57.00000,-1089.00000,-50.00000,1014.00000,384.00000,,-1089.00000
2021-12-31,1193.00000,2032.00000,581.00000,2613.00000,-242.00000,-82.00000,44.00000,-747.00000,-1073.00000,2733.00000,-3647.00000,183.00000,-30.00000,-30.00000,10.00000,-3484.00000,844.00000,-382.00000,462.00000,835.00000,835.00000,-1030.00000,194.00000,461.00000,-290.00000,,-1030.00000
2020-12-31,1144.00000,1920.00000,453.00000,2373.00000,-465.00000,-4.00000,170.00000,-1094.00000,-1319.00000,2198.00000,-4219.00000,,-27.00000,-27.00000,22.00000,-4224.00000,2407.00000,178.00000,2585.00000,698.00000,698.00000,-975.00000,-63.00000,2245.00000,219.00000,,-975.00000
2019-12-31,1440.00000,1684.00000,162.00000,1846.00000,31.00000,6.00000,10.00000,-262.00000,-152.00000,3134.00000,-3589.00000,,-215.00000,-215.00000,22.00000,-3782.00000,1822.00000,-874.00000,948.00000,879.00000,879.00000,-924.00000,-44.00000,859.00000,211.00000,-14.00000,-924.00000
2018-12-31,1382.00000,1438.00000,289.00000,1727.00000,-113.00000,-20.00000,-46.00000,-151.00000,-414.00000,2695.00000,-3750.00000,-1488.00000,-267.00000,-267.00000,34.00000,-5471.00000,1092.00000,1989.00000,3081.00000,758.00000,758.00000,-842.00000,-59.00000,2938.00000,162.00000,-12.00000,-842.00000
2017-12-31,1525.00000,1341.00000,237.00000,1578.00000,24.00000,5.00000,95.00000,103.00000,264.00000,3367.00000,-3657.00000,-45.00000,-45.00000,-45.00000,37.00000,-3710.00000,1263.00000,-477.00000,786.00000,394.00000,394.00000,-803.00000,-20.00000,357.00000,14.00000,-11.00000,-803.00000
2016-12-31,1245.00000,1216.00000,580.00000,1796.00000,-69.00000,13.00000,29.00000,342.00000,418.00000,3459.00000,-3634.00000,-393.00000,-1076.00000,-1076.00000,153.00000,-4950.00000,1855.00000,-475.00000,1380.00000,753.00000,753.00000,-763.00000,-25.00000,1345.00000,-142.00000,-10.00000,-763.00000
2015-12-31,1193.00000,1130.00000,676.00000,1806.00000,96.00000,22.00000,-79.00000,187.00000,278.00000,3277.00000,-3273.00000,,-299.00000,-299.00000,-85.00000,-3657.00000,647.00000,729.00000,1376.00000,1.00000,1.00000,-733.00000,-15.00000,629.00000,245.00000,-5.00000,-733.00000
2014-12-31,1092.00000,1071.00000,685.00000,1756.00000,44.00000,-10.00000,-9.00000,699.00000,-17.00000,2831.00000,-2527.00000,,-293.00000,-293.00000,61.00000,-2759.00000,1370.00000,-651.00000,719.00000,-10.00000,-10.00000,-739.00000,-17.00000,-47.00000,25.00000,-2.00000,-739.00000
2013-12-31,1062.00000,1024.00000,-21.00000,1003.00000,5.00000,-33.00000,-118.00000,223.00000,487.00000,2552.00000,-2755.00000,93.00000,-175.00000,-175.00000,178.00000,-2659.00000,210.00000,912.00000,1122.00000,-8.00000,-8.00000,-721.00000,-6.00000,387.00000,280.00000,-4.00000,-721.00000
2012-12-31,1141.00000,955.00000,606.00000,1561.00000,-99.00000,26.00000,111.00000,-108.00000,-103.00000,2599.00000,-2244.00000,,-309.00000,-309.00000,30.00000,-2523.00000,95.00000,539.00000,634.00000,-9.00000,-248.00000,-712.00000,-4.00000,-330.00000,-254.00000,-4.00000,-709.00000
2011-12-31,1062.00000,933.00000,627.00000,1560.00000,50.00000,-8.00000,-195.00000,565.00000,515.00000,3137.00000,-2134.00000,,-16.00000,-16.00000,,-2150.00000,-4.00000,,-4.00000,31.00000,31.00000,-704.00000,,-677.00000,310.00000,-11.00000,-693.00000
2010-12-31,1003.00000,853.00000,607.00000,1460.00000,-126.00000,7.00000,-22.00000,22.00000,-82.00000,2381.00000,-2163.00000,,-12.00000,-12.00000,,-2175.00000,84.00000,,84.00000,439.00000,439.00000,-640.00000,-11.00000,-128.00000,78.00000,-15.00000,-629.00000
2009-12-31,879.00000,728.00000,314.00000,1042.00000,51.00000,161.00000,-18.00000,340.00000,545.00000,2466.00000,-2360.00000,,,,,-2360.00000,808.00000,-363.00000,445.00000,257.00000,257.00000,-612.00000,-10.00000,80.00000,186.00000,-14.00000,-601.00000
