,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2022-12-31,17941.00000,6970.00000,311.00000,7281.00000,-1307.00000,-2527.00000,-1292.00000,-4028.00000,21194.00000,-3466.00000,-17652.00000,9225.00000,9225.00000,-478.00000,-12371.00000,-2132.00000,9584.00000,7452.00000,-4706.00000,-4706.00000,-11682.00000,65.00000,-8871.00000,-360.00000,1138.00000,-11682.00000
2021-12-31,20878.00000,7390.00000,-572.00000,6818.00000,-2450.00000,-1248.00000,-3025.00000,-4286.00000,23410.00000,-2941.00000,-60.00000,-5388.00000,-5388.00000,-294.00000,-8683.00000,-1797.00000,807.00000,-990.00000,-2420.00000,-2420.00000,-11032.00000,395.00000,-14047.00000,502.00000,1135.00000,-11032.00000
2020-12-31,14714.00000,7231.00000,-1162.00000,6069.00000,837.00000,-265.00000,-2960.00000,2753.00000,23536.00000,-3042.00000,-7323.00000,-8952.00000,-8952.00000,-1508.00000,-20825.00000,6367.00000,728.00000,7095.00000,-2107.00000,-2107.00000,-10481.00000,-627.00000,-6120.00000,-3320.00000,1005.00000,-10481.00000
2019-12-31,15119.00000,7009.00000,-2557.00000,4452.00000,-309.00000,-277.00000,371.00000,3845.00000,23416.00000,-233.00000,-5810.00000,-533.00000,-533.00000,382.00000,-6194.00000,-2820.00000,-61.00000,-2881.00000,-5792.00000,-5792.00000,-9917.00000,575.00000,-18015.00000,-802.00000,977.00000,-9917.00000
2018-12-31,15297.00000,6929.00000,3.00000,6932.00000,-1216.00000,-644.00000,-2119.00000,-28.00000,22201.00000,-467.00000,-899.00000,-1337.00000,-1337.00000,-464.00000,-3167.00000,-1550.00000,-2399.00000,-3949.00000,-4919.00000,-4919.00000,-9494.00000,-148.00000,-18510.00000,283.00000,978.00000,-9494.00000
2017-12-31,1300.00000,5642.00000,2856.00000,8498.00000,-616.00000,581.00000,8568.00000,11258.00000,21056.00000,-1447.00000,-35151.00000,21964.00000,21964.00000,-234.00000,-14868.00000,7215.00000,-461.00000,6754.00000,-5296.00000,-5296.00000,-8943.00000,-188.00000,-7673.00000,-1148.00000,962.00000,-8943.00000
2016-12-31,16540.00000,3754.00000,257.00000,4011.00000,-1076.00000,-249.00000,-1115.00000,-1784.00000,18767.00000,-1959.00000,-4509.00000,1830.00000,1830.00000,-123.00000,-4761.00000,9781.00000,-1906.00000,7875.00000,-7790.00000,-7790.00000,-8621.00000,-15.00000,-8551.00000,5240.00000,878.00000,-8621.00000
2015-12-31,15409.00000,3746.00000,-1233.00000,2513.00000,-415.00000,-449.00000,2224.00000,1647.00000,19569.00000,1.00000,-954.00000,-6679.00000,-6679.00000,-103.00000,-7735.00000,7.00000,1372.00000,1379.00000,-4285.00000,-4285.00000,-8173.00000,-57.00000,-11136.00000,-791.00000,874.00000,-8173.00000
2014-12-31,16323.00000,3895.00000,-653.00000,3242.00000,-275.00000,-1120.00000,-654.00000,-855.00000,18710.00000,917.00000,-2129.00000,-10794.00000,-10794.00000,-299.00000,-12305.00000,254.00000,596.00000,850.00000,-5581.00000,-5581.00000,-7768.00000,,-12499.00000,-6404.00000,792.00000,-7768.00000
2013-12-31,13831.00000,4104.00000,438.00000,4542.00000,-763.00000,-622.00000,-1395.00000,-959.00000,17414.00000,-3137.00000,-835.00000,-865.00000,-865.00000,-266.00000,-5103.00000,2014.00000,14.00000,2028.00000,-889.00000,-889.00000,-7286.00000,56.00000,-6091.00000,6016.00000,728.00000,-7286.00000
2012-12-31,10514.00000,3666.00000,2185.00000,5851.00000,83.00000,-1.00000,-3819.00000,-969.00000,15396.00000,-1425.00000,-4486.00000,1363.00000,1363.00000,38.00000,-4510.00000,-759.00000,-2907.00000,-3666.00000,-10199.00000,-10199.00000,-6614.00000,-83.00000,-20562.00000,-9631.00000,662.00000,-6614.00000
2011-12-31,9672.00000,3158.00000,-55.00000,3103.00000,-883.00000,-715.00000,2628.00000,1523.00000,14298.00000,-1551.00000,-2797.00000,514.00000,514.00000,-778.00000,-4612.00000,4454.00000,-1471.00000,2983.00000,-1279.00000,-1279.00000,-6156.00000,,-4452.00000,5187.00000,621.00000,-6156.00000
2010-12-31,13334.00000,2939.00000,970.00000,3909.00000,-195.00000,-196.00000,-487.00000,-858.00000,16385.00000,-1860.00000,-1269.00000,-4687.00000,-4687.00000,-38.00000,-7854.00000,1086.00000,1309.00000,2395.00000,-1571.00000,-1571.00000,-5804.00000,,-4980.00000,3545.00000,614.00000,-5804.00000
2009-12-31,12266.00000,2774.00000,192.00000,2966.00000,511.00000,95.00000,1240.00000,1339.00000,16571.00000,-2211.00000,-2470.00000,-2808.00000,-2808.00000,-109.00000,-7598.00000,-210.00000,2693.00000,2483.00000,-1248.00000,-1248.00000,-5327.00000,,-4092.00000,5042.00000,628.00000,-5327.00000
