,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2022-12-31,757.10000,290.70000,139.40000,430.10000,-22.10000,-140.70000,,-150.50000,-226.20000,961.00000,-296.20000,-39.50000,1.90000,1.90000,1.10000,-332.70000,28.30000,,28.30000,-379.50000,-379.50000,-238.90000,-25.10000,-615.20000,4.50000,47.40000,-238.90000
2021-12-31,740.10000,244.10000,87.20000,331.30000,-113.20000,-182.70000,,23.40000,-24.60000,1046.80000,-271.00000,-1477.60000,3.10000,3.10000,7.60000,-1737.90000,1037.50000,,1037.50000,-180.90000,-180.90000,-220.60000,-31.70000,604.30000,-89.60000,37.20000,-220.60000
2020-12-31,555.90000,205.30000,142.70000,348.00000,14.70000,-6.00000,,-57.90000,-152.60000,751.30000,-209.40000,-350.40000,5.60000,5.60000,,-554.20000,113.10000,,113.10000,-104.30000,-104.30000,-196.80000,-19.70000,-207.70000,-1.40000,24.00000,-196.80000
2019-12-31,303.60000,179.00000,348.70000,527.70000,-42.20000,-18.10000,46.40000,-76.30000,-84.80000,746.50000,-249.40000,-6.50000,4.90000,4.90000,,-251.00000,-23.90000,,-23.90000,-237.70000,-237.70000,-189.70000,-19.00000,-470.30000,21.70000,34.50000,-189.70000
2018-12-31,467.40000,181.00000,201.30000,382.30000,-62.50000,-70.50000,43.60000,-266.90000,-391.80000,457.90000,-247.20000,-3.80000,18.50000,18.50000,,-232.50000,409.30000,,409.30000,-392.90000,-392.90000,-175.00000,-49.50000,-208.10000,7.60000,34.30000,-175.00000
2017-12-31,281.80000,178.70000,272.90000,451.60000,-141.20000,-14.90000,83.40000,-44.60000,-87.70000,645.70000,-220.10000,-319.30000,-3.90000,-3.90000,,-543.30000,289.10000,-89.20000,199.90000,-129.70000,-129.70000,-155.50000,1.40000,-83.90000,29.30000,30.20000,-155.50000
2016-12-31,320.70000,180.10000,220.90000,401.00000,-88.20000,-19.60000,31.60000,-81.70000,-139.60000,582.10000,-198.10000,-237.20000,3.10000,3.10000,,-432.20000,-2.70000,234.90000,232.20000,-262.40000,-262.40000,-142.50000,66.50000,-106.20000,36.30000,27.20000,-142.50000
2015-12-31,274.30000,188.30000,148.00000,336.30000,-135.90000,-34.40000,65.50000,-15.40000,-136.90000,473.70000,-143.90000,,-0.50000,-0.50000,1.50000,-142.90000,-7.40000,-98.40000,-105.80000,-128.30000,-128.30000,-133.10000,-0.10000,-367.30000,-48.40000,26.30000,-133.10000
2014-12-31,245.10000,201.60000,116.40000,318.00000,-65.40000,-33.00000,-62.80000,-44.10000,-208.20000,354.90000,-170.70000,,0.30000,0.30000,,-170.40000,-1.60000,126.50000,124.90000,-321.30000,-321.30000,-125.10000,-2.00000,-323.50000,-143.90000,28.30000,-125.10000
2013-12-31,213.20000,204.60000,111.10000,315.70000,-136.00000,-75.90000,108.20000,-81.30000,-209.30000,319.60000,-142.70000,481.20000,0.10000,0.10000,0.80000,339.40000,248.10000,-435.30000,-187.20000,-238.70000,-238.70000,-112.00000,-8.30000,-546.20000,115.70000,34.00000,-112.00000
2012-12-31,215.40000,220.60000,117.60000,338.20000,-106.70000,-0.80000,,-86.90000,-40.20000,513.40000,-154.10000,,-6.70000,-6.70000,0.80000,-160.00000,-1.80000,42.30000,40.50000,-225.00000,-225.00000,-110.40000,-2.70000,-297.60000,57.40000,38.90000,-110.40000
2011-12-31,190.10000,246.50000,102.10000,348.60000,-43.60000,-22.20000,,-24.20000,-116.00000,422.70000,-131.00000,,0.30000,0.30000,26.50000,-104.20000,-1.50000,-146.40000,-147.90000,-9.60000,-9.60000,-106.50000,-7.50000,-271.50000,50.50000,39.60000,-106.50000
2010-12-31,316.90000,247.60000,55.50000,303.10000,-87.60000,-35.60000,,-104.60000,-133.30000,486.70000,-108.60000,,0.80000,0.80000,,-107.80000,-91.40000,-98.40000,-189.80000,-106.20000,-106.20000,-88.70000,-6.80000,-391.50000,-10.60000,35.20000,-88.70000
2009-12-31,-746.70000,1099.30000,36.60000,1135.90000,95.70000,133.30000,,2.90000,179.80000,569.00000,-100.30000,,-0.50000,-0.50000,-5.00000,-105.80000,-108.30000,-192.30000,-300.60000,0.60000,0.60000,-134.90000,2.20000,-432.70000,32.60000,25.80000,-134.90000
