,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2017-12-31,0.74000,2.95910,19.30190,19.30190,8.29570,12.88350,0.05130,2.72550,-1.75670,0.56030,0.70870,15.92300,1.8408,1.2615
2017-09-30,0.72330,2.71020,33.38490,33.38490,21.90160,17.75450,0.05200,4.70770,-3.40040,1.03560,1.30280,16.56320,1.5151,1.0958
2017-06-30,0.71310,2.73130,34.70080,34.70080,24.80600,20.70380,0.05170,5.51450,-3.86390,1.20880,1.58220,16.41550,1.8447,1.3726
2017-03-31,0.69940,2.55800,32.87960,32.87960,20.67810,17.90000,0.05040,4.28040,-3.21830,0.98600,1.28670,17.32520,1.57650,1.18570
2016-12-31,0.72390,2.65670,31.77930,31.77920,19.07810,13.14810,0.04990,3.33850,-2.48580,0.75420,0.92160,16.33380,1.6917,1.2071
2016-09-30,0.73130,2.75740,31.62530,31.62530,18.86480,15.69320,0.04940,3.89320,-2.69640,0.86030,1.04610,15.91620,1.5451,1.1845
2016-06-30,0.72900,2.73630,30.00960,30.00960,16.36180,11.14720,0.04690,2.81370,-1.97760,0.62610,0.76240,16.08480,1.7397,1.3556
2016-03-31,0.70690,2.43170,35.05330,35.05330,24.08220,19.26830,0.04760,4.01860,-4.05510,1.03940,1.17780,16.48810,1.31700,0.95650
2015-12-31,0.71770,2.55020,31.41620,31.41620,19.33750,16.08640,0.04760,3.30100,-3.07040,0.82360,0.93180,15.83640,1.5094,0.999
2015-09-30,0.71760,2.54740,32.38730,32.38730,15.50800,6.15700,0.04600,1.46230,-1.32380,0.36300,0.41300,15.78340,1.1854,0.7016
2015-06-30,0.68700,2.20040,33.18990,33.18990,14.57250,11.00790,0.04440,2.13180,-2.41200,0.59380,0.66720,17.41970,1.1821,0.8423
2015-03-31,0.66770,2.11530,38.91490,38.91490,20.32670,17.00330,0.04160,2.63060,-3.21250,0.75390,0.87420,17.56580,1.24560,0.85670
2014-12-31,0.77090,3.58720,33.06650,33.06650,18.56280,16.11120,0.04920,4.48020,-2.66930,0.85400,1.02620,10.21770,1.4152,0.7863
2014-09-30,0.75610,3.32930,37.06530,37.06530,20.90720,19.25400,0.05040,4.93710,-3.40390,1.00320,1.20420,10.55840,1.2364,0.5966
2014-06-30,0.74310,3.17040,39.02240,39.02240,23.60360,22.30400,0.04950,5.02840,-3.64290,1.06320,1.29190,11.13170,1.4896,0.8587
2014-03-31,0.79100,3.87240,35.93550,35.93550,21.43730,20.57730,0.04820,5.22240,-2.90540,0.94680,1.09150,9.35550,1.19410,0.65820
2013-12-31,0.80050,4.03290,31.09740,31.09740,11.68880,10.61420,0.04640,2.05920,-1.08160,0.36450,0.41070,9.09180,1.1332,0.4433
2013-09-30,0.77690,3.50110,38.23330,38.23330,22.13300,22.29580,0.04440,4.51900,-6.80530,0.89770,1.00810,9.15490,0.909,0.4862
2013-06-30,0.70850,2.44650,38.67460,38.67460,8.98410,12.34140,0.05640,2.32360,-3.46580,0.58660,0.67730,9.16120,0.9781,0.5856
2013-03-31,0.69920,2.34010,37.33340,37.33340,22.44470,21.35310,0.05550,4.25620,-6.73680,1.11280,1.28010,9.55920,0.98590,0.67590
2012-12-31,0.70230,2.37590,36.34100,36.34100,20.99630,17.65790,0.05450,3.20700,-4.99690,0.83860,0.95460,9.32490,0.7473,0.2684
2012-09-30,0.66630,2.03190,41.43240,41.43240,34.32850,32.53580,0.05500,6.28940,-13.85860,1.78860,2.09880,9.32320,0.8821,0.506
2012-06-30,0.67790,2.14140,38.76640,38.76640,8.24080,6.90940,0.05490,0.96640,-1.87310,0.26510,0.31130,8.82500,0.904,0.64
2012-03-31,0.66630,2.03220,39.40260,39.40260,34.11090,31.77320,0.05510,5.86540,-12.34160,1.66450,1.95730,9.08880,1.00890,0.70520
2011-12-31,0.67660,2.12200,37.92690,37.92690,24.42170,31.40090,0.05340,5.76030,-11.15340,1.60450,1.86290,8.66310,0.7625,0.4604
2011-09-30,0.59750,1.74200,36.21570,36.21570,0.78570,-2.49060,0.05790,-0.58930,1.28560,-0.18100,-0.23710,8.50810,0.7534,0.3397
2011-06-30,0.57740,1.58390,37.80570,37.80570,29.97770,19.29070,0.05440,3.14380,-7.41600,1.03130,1.32850,9.09050,0.6913,0.3438
2011-03-31,0.60560,1.58620,38.79540,38.79540,29.03580,16.32180,0.05230,2.62070,-5.74300,0.85480,1.03360,8.83740,0.70620,0.46260
2010-12-31,0.61130,1.59430,37.14850,37.14850,24.97730,15.24970,0.05280,2.38840,-9.37100,0.80720,0.92830,8.79050,0.6067,0.3151
2010-09-30,0.57260,1.39130,41.56690,41.56690,31.99610,18.20280,0.05430,2.71020,-11.95150,0.99060,1.15840,8.64250,0.645,0.4059
2010-06-30,0.54760,1.21100,40.15770,40.15770,27.69880,21.20820,0.05470,2.91030,-23.63140,1.16270,1.31660,8.53780,0.6504,0.4588
2010-03-31,0.54560,1.22330,39.35640,39.35640,27.46910,21.19520,0.05240,2.78930,-21.72590,1.11190,1.26740,8.56560,0.62460,0.48900
2009-12-31,0.55520,1.26930,39.38830,39.38830,23.86860,14.36470,0.05260,1.93630,-12.19060,0.75410,0.86130,8.26230,0.4688,0.3035
2009-09-30,0.56370,1.29410,40.32310,40.32310,26.77900,15.16650,0.05290,2.08900,-12.59290,0.80500,0.91150,8.06650,0.5993,0.4281
2009-06-30,0.58860,1.43780,39.31590,39.31590,24.29360,13.29580,0.04990,1.66380,-7.45670,0.60600,0.68450,7.80940,0.4973,0.3404
2009-03-31,0.58420,1.40570,36.77350,36.77350,22.70390,14.33920,0.04910,1.80690,-8.74200,0.66890,0.75120,7.75050,0.50400,0.38240
