,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-09-30,0.74140,3.11150,24.43950,24.43950,32.03440,31.43180,0.04020,6.65420,-4.38630,1.23240,1.72090,26.45740,1.9459,0.9867
2022-06-30,0.77640,3.80790,29.25250,29.25250,33.59010,33.58640,0.03930,8.30580,-4.14970,1.30790,1.85730,23.03810,1.9823,1.1823
2022-03-31,0.80490,4.69850,27.25630,27.25630,27.26010,26.75260,0.03810,7.59620,-2.89410,1.00730,1.48230,20.27430,1.45140,0.60690
2021-12-31,0.81010,4.76910,25.62570,25.62570,21.61380,18.54240,0.03500,4.86460,-1.76430,0.63130,0.92390,19.89940,1.5714,0.5403
2021-09-30,0.76840,3.53970,33.71630,33.71630,31.68320,29.45850,0.04050,7.66280,-3.67280,1.19970,1.77490,20.80990,4.5418,3.8682
2021-06-30,0.82840,5.21490,36.93940,36.93940,35.69970,32.46340,0.03900,10.96080,-3.31850,1.26800,1.88050,14.99550,2.0715,1.4669
2021-03-31,0.86580,6.75900,38.39240,38.39240,32.55040,29.88190,0.04600,15.03380,-3.97000,1.38960,2.01770,9.75490,2.44840,1.72060
2020-12-31,0.86180,6.41090,31.76910,31.76910,19.77390,17.20140,0.04490,7.91520,-2.18440,0.76560,1.09360,10.28160,2.539,1.7253
2020-09-30,0.85150,5.91590,39.00340,39.00340,24.94910,23.07120,0.04850,11.05010,-3.51300,1.11640,1.64150,9.43090,2.1497,1.6037
2020-06-30,0.84330,6.21020,36.13700,36.13700,24.01990,23.31940,0.04610,11.04350,-3.35230,1.08010,1.73060,9.14480,2.2176,1.7455
2020-03-31,0.84370,6.04670,36.96750,36.96750,22.06110,20.82180,0.04890,10.29870,-3.10420,1.02630,1.60990,9.16830,1.79440,1.31350
2019-12-31,0.79370,4.38140,34.37640,34.37650,24.37490,29.25090,0.04490,10.37080,-4.37790,1.33030,2.13920,12.39680,2.2348,1.6349
2019-09-30,0.76670,3.70720,37.27990,37.27990,27.74370,25.52210,0.04970,8.71940,-4.77500,1.28550,2.03460,13.09970,2.0976,1.515
2019-06-30,0.75490,3.48470,36.19290,36.19290,24.55020,22.70850,0.04840,7.18670,-4.17200,1.11150,1.76120,13.66020,2.3248,1.7788
2019-03-31,0.76410,3.59380,33.90870,33.90870,24.35210,21.91460,0.04660,6.90810,-3.81620,1.04710,1.62990,13.35010,1.76580,1.26920
2018-12-31,0.75730,3.58670,18.24200,18.24190,9.25470,13.02130,0.06460,4.96140,-2.71610,0.88670,1.20430,13.37600,2.8664,2.1793
2018-09-30,0.75650,3.58670,31.76700,31.76700,21.83140,20.54890,0.05400,6.36400,-3.42490,1.14070,1.54940,13.45060,1.6982,1.28
2018-06-30,0.74940,3.44630,30.65870,30.65870,17.87300,17.22160,0.05360,5.13170,-2.81770,0.94680,1.28600,13.88670,2.0917,1.5881
2018-03-31,0.72790,3.07900,23.13120,23.13120,14.30700,15.83420,0.05070,4.03810,-2.63290,0.81550,1.09880,15.71870,1.80560,1.35300
