,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-09-30,0.55630,1.25400,15.68300,15.68300,5.20800,1.69840,0.02660,0.36510,0.30710,0.11710,0.13330,34.88360,0.6731,-0.3126
2022-06-30,0.55790,1.26190,18.79960,18.79960,15.97970,11.11770,0.02640,1.26000,1.05900,0.40170,0.45800,34.68030,1.3519,0.0597
2022-03-31,0.57230,1.33800,15.35320,15.35320,13.74840,5.98870,0.02530,1.01560,0.84880,0.30510,0.35460,33.57600,0.89050,-0.36260
2021-12-31,0.56940,1.32240,12.39670,12.39670,9.97860,2.67620,0.02440,0.59940,0.50250,0.18510,0.21120,33.98240,1.4756,0.5535
2021-09-30,0.56740,1.31190,14.56780,14.56780,11.33620,9.21010,0.02340,1.32960,1.11760,0.41030,0.47180,34.32700,0.0324,-1.0045
2021-06-30,0.55250,1.23470,16.93090,16.93090,21.02520,12.67880,0.02270,1.42650,1.17360,0.46130,0.52340,34.28840,1.2898,0.2423
2021-03-31,0.52260,1.09470,11.94020,11.94020,7.62600,1.07450,0.02350,0.48450,0.40100,0.16720,0.19080,35.27110,1.16740,0.34610
2020-12-31,0.51570,1.06490,-61.22770,-61.22770,-55.92710,-55.55520,0.02320,-3.62010,-3.01440,-1.28670,-1.45480,36.31030,1.2185,0.1897
2020-09-30,0.51990,1.08300,6.58640,6.58640,25.41940,14.60870,0.02070,1.14660,1.00200,0.39140,0.47920,36.00150,-0.3999,-1.218
2020-06-30,0.53450,1.14820,30.21550,30.21550,-62.82760,-57.64870,0.01900,-3.59990,-3.14950,-1.20470,-1.46020,36.24840,1.1317,0.1612
2020-03-31,0.52190,1.09150,18.01270,18.01270,-20.62620,1.11650,0.02440,-1.63230,-1.43860,-0.57390,-0.68510,38.16120,0.26920,-0.87720
2019-12-31,0.50320,1.01310,21.07870,21.07870,39.81140,41.91550,0.02520,2.50200,2.20630,0.87830,1.09140,38.28020,1.3844,0.1033
2019-09-30,0.49270,0.97110,23.04440,23.04440,83.21340,69.29890,0.02560,5.33590,4.73800,1.99740,2.39420,40.39960,0.5506,-0.6448
2019-06-30,0.50100,1.00420,-2.69080,-2.69080,566.51480,518.28540,0.02590,39.31380,34.79030,14.49510,17.28350,39.28530,1.1971,0.0955
2019-03-31,0.62920,1.69710,20.09880,20.09880,45.43460,33.94410,0.03030,5.07620,4.21580,1.20860,1.55260,26.68730,0.33570,-0.70650
2018-12-31,0.65820,1.92580,24.93100,24.93090,23.96560,18.49300,0.03160,2.31380,1.96260,0.56790,0.65280,26.80810,1.6451,0.5203
2018-09-30,0.66030,1.94390,28.95610,28.95610,40.77940,35.17120,0.03250,5.28440,4.47370,1.31370,1.47740,26.47340,1.2888,0.5617
2018-06-30,0.66430,1.97860,28.87870,28.87870,19.40170,20.58510,0.03210,2.58260,2.18160,0.62050,0.71070,25.98630,-0.1343,-0.9527
2018-03-31,0.66050,1.94520,24.99010,24.99010,0.59630,-3.32580,0.03180,0.01560,0.01320,0.00380,0.00440,26.42320,1.39630,0.65410
2017-12-31,0.66020,1.94290,29.98610,29.98610,17.19870,5.09470,0.03080,1.27020,1.07820,0.30050,0.35470,26.35850,1.0305,0.2795
2017-09-30,0.63880,1.76860,30.68250,30.68250,7.25550,-5.48950,0.03140,0.87480,0.72590,0.22070,0.25390,27.84720,1.8064,1.0147
2017-06-30,0.58640,1.41770,30.09470,30.09470,25.19400,22.69120,0.02450,1.95840,1.73240,0.61930,0.70000,40.34640,0.0778,-0.7888
2017-03-31,0.58390,1.40350,25.94450,25.94450,11.88450,9.39890,0.02450,0.89700,0.79310,0.28230,0.32200,39.94510,1.58260,0.71280
2016-12-31,0.55360,1.24000,91.96480,91.96480,122.56540,244.58050,0.01280,4.98300,4.41390,1.57530,1.92150,40.28800,2.2206,0.6165
2016-09-30,0.61310,1.58440,29.52960,29.52960,15.92970,13.15260,0.02410,1.25230,1.09970,0.36210,0.41340,37.40320,1.333,0.0662
2016-06-30,0.60120,1.50780,30.04850,30.04850,43.10960,35.46090,0.02950,4.38020,3.72550,1.26180,1.44310,38.91190,0.2396,-1.0328
2016-03-31,0.60240,1.51510,-0.04570,-0.04570,-14.59830,-18.62250,0.02940,-1.53300,-1.30380,-0.44230,-0.50290,38.66880,1.43930,0.35520
2015-12-31,0.59730,1.48350,49.60280,49.60280,81.25870,171.16230,0.00640,1.77950,1.52190,0.52170,0.59410,39.64470,1.206,-0.0065
2015-09-30,0.57340,1.34420,30.50370,30.50370,32.44650,31.68760,0.03140,3.25540,2.78750,1.00530,1.15050,39.48480,1.3658,0.2635
2015-06-30,0.57320,1.34280,31.38000,31.38000,20.71950,26.87880,0.03150,3.57920,3.05640,1.10160,1.26070,38.75560,-0.0537,-1.0862
2015-03-31,0.57590,1.35780,27.63900,27.63900,18.13410,13.94080,0.03150,1.89130,1.60060,0.56630,0.65670,37.41190,1.02740,0.27460
2014-12-31,0.56000,1.27250,29.01880,29.01880,18.48960,85.96810,0.02820,1.73670,1.48520,0.50990,0.63390,39.86110,1.6285,0.126
2014-09-30,0.60690,1.54370,31.47330,31.47330,15.49670,22.66400,0.02760,1.46320,1.25320,0.41440,0.47350,38.48470,2.015,0.8489
2014-06-30,0.60160,1.50990,32.94990,32.94990,24.72520,13.34270,0.02770,2.34310,2.00820,0.66910,0.76790,38.35750,0.7311,-0.2003
2014-03-31,0.58270,1.39620,25.82610,25.82610,16.09960,11.08660,0.02760,1.46260,1.26150,0.44030,0.50520,39.53500,1.64220,0.87850
2013-12-31,0.56780,1.31390,-8.59750,-8.59750,-133.77750,-28.67210,0.01200,-4.85190,-4.20620,-1.52520,-1.74420,40.55180,1.3386,-0.8475
2013-09-30,0.56100,1.27770,35.10540,35.10540,16.47190,12.40750,0.03300,1.64830,1.42960,0.53250,0.60560,41.84930,1.8366,1.193
2013-06-30,0.55860,1.26560,31.29570,31.29570,17.26810,21.74050,0.03300,1.70130,1.48100,0.55590,0.62980,42.36150,0.1569,-0.4063
2013-03-31,0.56510,1.29930,34.82530,34.82530,11.58150,32.27850,0.03400,1.21850,1.07730,0.38890,0.44550,42.90590,2.21260,1.71780
2012-12-31,0.58470,1.40780,23.94760,23.94760,18.35670,10.45730,0.02710,1.78770,1.59080,0.53990,0.62600,42.32810,1.6873,1.0541
2012-09-30,0.56060,1.27590,28.35380,28.35380,15.46500,33.05490,0.03450,1.63870,1.42160,0.51830,0.60410,41.30620,1.3198,0.7685
2012-06-30,0.58420,1.40480,29.91230,29.91230,7.05590,3.02520,0.03390,0.64550,0.57600,0.20180,0.23070,39.14440,-0.1844,-0.6064
