,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,1.86430,0.82030,4.74340,100.00000,33.21810,33.21810,35.86070,30.50140,0.15970,1.81650,49.54560,44.39250,-66.61270,4.86970,7.97910,73.47540,53.204,51.4016
2022-09-30,1.45270,0.70240,2.69620,100.00000,42.68010,42.68010,35.95510,27.52810,0.27430,2.64970,33.96560,45.39510,-167.77440,7.55110,13.51070,93.88830,2.7486,0.1581
2022-06-30,1.45150,0.68980,2.54470,100.00000,23.28830,23.28830,26.64180,19.95810,0.17530,1.90930,47.13790,21.41430,-112.02610,3.49900,6.64190,99.68120,66.2634,64.1319
2022-03-31,1.72170,0.67920,2.42240,100.00000,6.45640,6.45640,-31.50280,-25.97400,0.12040,1.67290,53.79960,-16.00730,139.44220,-3.12720,-5.13460,107.29970,41.42130,38.75760
2021-12-31,2.10450,0.61240,1.90210,100.00000,28.44680,28.44680,27.37340,20.73130,0.12610,2.19510,40.99970,10.00320,50.08100,2.61410,3.87700,150.44080,6.7156,4.2761
2021-09-30,2.48350,0.65870,2.13850,100.00000,43.09240,43.09240,20.70150,16.44570,0.20030,3.00710,29.92940,13.86840,38.52710,3.29460,4.73380,135.03640,38.4444,36.5546
2021-06-30,2.05070,0.69260,2.70790,100.00000,-2.59260,-2.59260,-1.89810,-7.73150,0.09040,1.67440,53.75000,-3.47990,-14.05720,-0.69930,-1.06960,116.87770,28.0706,26.6366
2021-03-31,2.18120,0.69490,3.09780,100.00000,-27.25680,-27.25680,-24.36460,-4.82030,0.04820,1.94710,46.22260,-1.15450,-4.91070,-0.23250,-0.35220,116.05080,-5.05210,-6.63850
2020-12-31,3.56380,0.70950,2.64400,100.00000,-12.35860,-12.35860,19.79000,-13.32800,0.05660,2.34030,38.45720,-3.37220,-13.91230,-0.75430,-0.97950,119.45800,-14.0494,-15.594
2020-09-30,3.17110,0.70520,2.59090,100.00000,11.93180,11.93180,31.62880,30.34090,0.11920,3.07330,29.28410,16.30370,66.19840,3.61710,4.80710,119.96390,22.408,20.663
2020-06-30,2.92990,0.74290,3.13280,100.00000,-76.82540,-76.82540,33.17460,19.36510,0.03010,1.11310,80.85720,3.05080,-43.88490,0.58340,0.78440,97.65810,2.9538,1.2417
2020-03-31,2.23890,0.69130,2.49880,100.00000,-13.50520,-13.50520,-31.55590,-30.55070,0.12810,3.43030,26.23690,-18.24590,152.95410,-3.91330,-5.63300,93.59880,-9.24730,-11.19410
2019-12-31,1.83250,0.59350,1.62630,100.00000,35.10030,35.10030,42.52770,35.07040,0.15600,1.98750,45.28300,19.73710,109.84990,5.47150,8.02380,143.25040,23.3753,21.478
2019-09-30,1.81910,0.58930,1.59990,100.00000,47.02380,47.02380,46.88490,38.69050,0.23500,2.81880,31.92860,32.76760,180.38850,9.09260,13.45760,141.40430,44.015,42.0184
2019-06-30,1.57820,0.62240,1.83230,100.00000,32.38960,32.38960,31.35070,25.42860,0.17910,1.95130,46.12210,18.44730,278.91740,4.55480,6.96500,124.09680,41.1243,39.0031
2019-03-31,1.26920,0.55960,1.41040,100.00000,19.59820,19.59820,34.12060,26.96510,0.12680,1.90280,47.30000,11.06290,39.63730,3.42040,4.87260,156.49750,3.30130,0.85840
2018-12-31,2.36480,0.52770,1.11720,100.00000,35.57420,35.57420,19.67010,20.10580,0.14160,2.10970,42.66110,7.35340,17.22670,2.84740,3.47310,192.51840,22.0819,20.3321
2018-09-30,2.40900,0.49740,0.98960,100.00000,46.33950,46.33950,46.19510,36.44050,0.19900,2.82070,31.90660,17.75560,35.41500,7.25060,8.92410,213.43450,41.9192,39.3043
2018-06-30,1.92120,0.46090,0.94560,100.00000,34.52080,34.52080,34.20980,27.65060,0.13980,2.06230,43.64010,9.33860,17.91380,3.86620,5.03410,219.25780,34.1611,31.983
2018-03-31,2.13720,0.46630,0.96220,100.00000,24.93170,24.93170,25.71720,20.73090,0.11700,1.91330,47.03860,5.70680,10.57220,2.42620,3.04580,220.45150,13.00680,10.34450
2017-12-31,2.58290,0.47190,0.95680,98.57320,35.19350,35.19350,33.58630,-19.80810,0.11010,2.30130,39.10790,-4.93050,-8.74920,-2.18150,-2.60360,232.31970,23.5183,-27.236
2017-09-30,2.51760,0.40420,0.74830,98.77810,47.40160,47.40160,46.61330,38.79970,0.17190,3.08400,29.18310,13.36020,21.69210,6.67100,7.96000,248.82120,37.8068,56.1662
2017-06-30,2.20190,0.39540,0.73160,97.77080,29.53360,29.53360,28.53700,23.81210,0.12890,2.45780,36.61830,6.21420,9.92530,3.07020,3.75710,236.24900,24.3922,38.9096
2017-03-31,2.15130,0.40340,0.76620,96.67680,23.00000,23.00000,21.80740,18.83200,0.11000,2.58970,34.75350,4.21440,7.05660,2.07160,2.51450,219.82550,7.60860,19.72080
2016-12-31,1.88950,0.38700,0.72980,97.49800,33.64160,33.64160,32.46540,28.69670,0.11840,2.73040,32.96260,6.86260,12.41260,3.39700,4.20700,199.64510,21.8074,20.7762
2016-09-30,2.00740,0.39430,0.74910,97.25000,22.57730,22.57730,21.61020,13.71120,0.18420,3.33960,26.94930,5.16210,9.46530,2.52580,3.12660,198.62160,30.46,29.3681
2016-06-30,2.67670,0.43890,0.78230,95.06700,28.65550,28.65550,27.09600,22.71750,0.12980,2.60010,34.61380,6.26040,15.15240,2.94930,3.51270,187.45110,20.4349,19.226
2016-03-31,2.44760,0.41120,0.69830,94.01020,25.61860,25.61860,21.43700,17.43030,0.11720,2.50610,35.91170,4.13620,10.56050,2.04220,2.43550,182.36770,6.87740,5.81500
2015-12-31,2.46870,0.41180,0.70020,93.96930,32.89510,32.89510,30.82660,25.21350,0.11480,3.10000,29.03270,5.73330,15.50200,2.89470,3.37220,177.28510,18.6508,17.7567
2015-09-30,2.71600,0.38870,0.63580,94.98470,47.97790,47.97790,46.92930,38.56820,0.18680,3.48430,25.83000,14.03500,40.74700,7.20280,8.57990,169.92710,25.9281,25.0722
2015-06-30,2.43040,0.38690,0.63100,91.77810,29.74620,29.74620,28.43260,22.67290,0.13390,2.56260,35.12030,6.04150,17.55660,3.03650,3.70420,167.36680,13.5255,12.5012
2015-03-31,3.50360,0.38070,0.61460,90.84810,23.57640,23.57640,22.12440,18.10880,0.10930,2.60440,34.55750,3.86240,11.03730,1.97910,2.39210,166.49220,3.98780,3.39120
2014-12-31,3.70900,0.30860,0.45070,91.01070,31.45850,31.45850,30.00070,24.55470,0.12460,2.85780,31.49320,5.27430,15.55110,3.05890,3.64650,164.95670,14.2452,13.476
2014-09-30,4.59610,0.30810,0.44950,92.36670,46.63160,46.63160,46.02820,37.44950,0.18680,3.36250,26.76560,12.16350,34.54760,6.99570,8.41650,166.80570,24.3475,23.807
2014-06-30,5.64520,0.18410,0.23100,88.67100,34.51790,34.51790,33.70570,27.14530,0.18310,2.52470,35.64840,7.36770,11.66540,4.96930,6.01110,149.19690,13.0335,12.4238
2014-03-31,5.48990,0.19600,0.25730,85.66630,26.72220,26.72220,25.34120,20.17410,0.15180,2.61780,34.37950,4.59420,7.46060,3.06300,3.69380,137.88680,3.33860,2.77780
2013-12-31,5.41410,0.20210,0.27530,86.51320,32.49820,32.49820,29.21110,24.53210,0.14760,2.87550,31.29900,5.47170,9.17260,3.61990,4.36560,132.85900,10.9381,10.402
2013-09-30,4.10170,0.21650,0.36050,87.62780,46.12080,46.12080,44.95130,36.69710,0.21730,3.21410,28.00170,13.02230,23.16070,7.97450,10.20270,125.27660,18.0706,17.6957
2013-06-30,3.90990,0.23130,0.39180,82.36070,33.02100,33.02100,31.87390,26.02760,0.17030,2.58800,34.77630,7.46780,14.26170,4.43320,5.74030,113.75640,11.3351,10.928
2013-03-31,3.75650,0.19000,0.36640,77.54650,23.79690,23.79690,22.30720,18.76100,0.18990,2.75960,32.61310,6.12130,7.40860,3.56360,4.95840,79.72100,3.56580,3.27280
2012-12-31,3.88740,0.19380,0.37390,78.92810,31.43810,31.43810,29.90170,24.24440,0.18120,3.23970,27.78010,7.43130,9.14650,4.40800,5.99120,78.14110,9.6105,9.2968
2012-09-30,3.63690,0.20760,0.40580,81.84330,44.28220,44.28220,42.85120,34.96350,0.27440,3.45560,26.04450,16.76900,20.92210,9.64930,13.28810,71.75100,13.196,12.9899
2012-06-30,3.35010,0.24260,0.49410,75.68380,34.54700,34.54700,33.59160,26.55700,0.24440,3.08890,29.13630,12.04510,15.86090,6.49600,9.12280,58.76140,8.4339,8.1458
2012-03-31,3.25760,0.26580,0.55620,71.65970,23.28580,23.28580,22.07720,17.54360,0.20370,3.19580,28.16160,7.01540,9.77520,3.57000,5.15050,52.04970,3.55190,3.28520
2011-12-31,2.77340,0.02920,0.22340,73.14480,30.66070,30.66070,30.14410,22.78170,0.24950,3.74650,24.02250,8.77740,12.08730,5.69060,8.52130,51.69370,5.4926,5.1597
2011-09-30,2.43970,0.03350,0.24060,75.72580,42.42680,42.42680,42.11530,32.31680,0.38080,4.20690,21.39350,19.78360,28.32580,12.39360,19.12100,48.01440,10.935,10.7071
2011-06-30,2.11010,0.04250,0.28900,67.94380,29.44620,29.44620,28.71010,23.24880,0.32820,3.43140,26.22820,12.88070,20.81610,7.62710,12.33380,39.97640,4.3748,4.1829
2011-03-31,1.93770,0.05150,0.33360,62.49790,19.03560,19.03560,17.38400,12.94790,0.26400,3.64590,24.68490,6.03180,10.78370,3.39320,5.72140,34.73390,5.39920,5.23740
2010-12-31,4.15450,0.20800,0.26270,65.41800,25.83840,25.83840,24.73700,18.55960,0.25170,4.50250,19.98910,7.45100,12.62230,4.64950,5.90110,36.89690,3.4292,3.2723
2010-09-30,3.63410,0.22350,0.28790,66.50200,33.61780,33.61780,31.81200,22.25890,0.36470,4.02400,22.36580,13.71780,23.88590,8.17610,10.65220,33.34830,6.0725,5.9875
2010-06-30,3.34430,0.25510,0.37270,58.01830,22.56320,22.56320,21.61360,14.97930,0.31380,3.68860,24.39940,8.27720,15.88050,4.68550,6.16590,28.61270,3.6845,3.5783
2010-03-31,4.29750,0.26720,0.42420,54.60630,15.04280,15.04280,13.83110,9.21900,0.26540,4.41060,20.40530,4.09190,6.52030,2.44710,2.99850,27.75880,2.05850,1.96350
2009-12-31,2.50250,0.02650,0.14820,57.81030,21.75590,21.75580,19.96100,14.48190,0.29540,4.56560,19.71250,5.93630,9.82030,4.27730,5.77900,28.99520,2.9754,2.8698
2009-09-30,1.98990,0.04010,0.22550,59.39920,27.47590,27.47590,26.56430,43.65670,0.40660,4.30140,20.92320,26.54370,47.47110,17.75050,25.47910,27.43160,3.8463,3.8143
2009-06-30,1.53640,0.06470,0.42060,50.55780,18.11620,18.11620,16.47610,11.09930,0.40460,4.02370,22.36730,7.90740,21.12650,4.49030,7.39590,20.13140,1.8925,1.7908
2009-03-31,1.30770,0.08570,0.52860,45.08740,9.27200,9.27200,8.78570,5.41560,0.34790,4.41120,20.40270,3.55100,11.99230,1.88420,3.24660,16.92450,1.57750,1.51180
