,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-10-31,0.97560,0.27620,0.38690,22.02700,3.44760,3.44760,3.39100,2.61640,0.62200,1.13180,10.08290,8.92600,9.25490,17.20500,1.62740,6.69890,13.29040,2.6583,1.5318
2022-07-31,0.96460,0.29050,0.41460,22.14150,3.59180,3.59180,3.55310,2.96250,0.66990,1.33080,12.29640,7.31920,10.58090,20.30520,1.98460,7.50740,12.84760,2.9237,1.9147
2022-04-30,0.96290,0.29720,0.42830,22.10010,4.33930,4.33930,4.23590,3.20280,0.69810,1.32530,13.24250,6.79630,12.32380,24.67440,2.23590,8.66140,12.31970,-6.05950,-7.00090
2022-01-31,0.98740,0.28710,0.40700,20.24440,4.90680,4.90680,4.88850,3.82520,0.93490,2.18810,15.70540,5.73050,20.72850,38.26410,3.57630,14.77810,13.28060,8.7852,8.0289
2021-10-31,1.13180,0.22230,0.28940,23.52650,5.62550,5.62550,5.57510,4.18980,0.59250,1.06490,11.72240,7.67760,11.66430,15.15800,2.48230,9.07110,17.54720,0.8416,-0.0806
2021-07-31,1.16250,0.22280,0.31530,23.71510,6.72630,6.72630,6.70100,6.19460,0.63780,1.40860,13.41900,6.70690,16.93200,21.91700,3.95070,13.15880,17.52930,3.0087,2.3582
2021-04-30,1.16880,0.22810,0.32560,23.33080,6.60820,6.60820,6.58250,5.11300,0.65730,1.55950,13.69060,6.57390,14.30980,18.75790,3.36060,11.04510,16.60540,0.40900,-0.21820
2021-01-31,1.19190,0.21460,0.30020,20.91870,6.09910,6.09910,6.15810,4.81790,0.88830,2.38670,15.96320,5.63800,17.78940,22.66040,4.27960,13.97260,17.85520,3.9177,3.2317
2020-10-31,1.12410,0.23510,0.47140,23.58050,4.73300,4.73300,4.68240,3.29870,0.55910,1.21440,11.53020,7.80560,9.56930,12.61290,1.84420,7.31940,15.78830,0.3636,-0.3642
2020-07-31,1.05980,0.14330,0.34750,22.90620,5.73160,5.73160,5.66090,4.35920,0.56910,1.84720,10.93820,8.22810,11.43460,15.47280,2.48100,9.79590,14.59820,11.2766,10.663
