,long-term-debt-capital,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2018-03-31,0.33380,0.50100,38.00840,27.91020,0.01160,2.75160,3.96590,0.33680,1.73840,14.13380,0.13500,0.08590
2017-12-31,0.33430,0.53310,37.02940,21.83440,0.01180,2.08170,2.96980,0.25750,1.31560,14.27780,0.2376,0.1803
2017-09-30,0.26850,0.40320,34.53570,22.64010,0.01060,1.97420,2.78620,0.25310,1.37290,14.27100,0.7293,0.6985
2017-06-30,0.28590,0.43600,33.91240,22.65860,0.01060,1.96600,2.76100,0.25350,1.33570,14.08610,0.3525,0.326
2017-03-31,0.26440,0.35940,33.25420,22.56530,0.01010,1.84250,2.59680,0.23530,1.28890,13.87580,0.59800,0.58740
2016-12-31,0.31780,0.46590,35.44300,23.54430,0.00940,1.83030,2.58580,0.23020,1.18720,13.72000,0.2144,0.2999
2016-09-30,0.25850,0.34860,33.52310,21.63700,0.01120,1.92810,2.65460,0.25480,1.36210,14.04550,0.4988,0.4456
2016-06-30,0.34030,0.51600,29.72350,19.89250,0.01030,1.64200,2.25780,0.21550,1.03210,13.80840,0.2918,0.3037
2016-03-31,0.31330,0.45620,30.75700,20.47810,0.01000,1.66550,2.30420,0.21750,1.08930,13.50080,0.61040,0.56620
2015-12-31,0.33140,0.49630,31.85010,20.99920,0.01020,1.79730,2.51420,0.22850,1.14320,12.98360,0.1346,0.0034
2015-09-30,0.30280,0.43440,29.69360,19.01020,0.01020,1.62570,2.25530,0.21000,1.07750,12.99610,0.5686,0.478
2015-06-30,0.17570,0.32240,30.66070,19.97030,0.01110,1.80100,2.50280,0.23720,1.40970,12.70010,0.2621,0.2447
2015-03-31,0.15830,0.31040,26.77990,17.63750,0.01010,1.45830,2.01300,0.19270,1.16490,12.70010,0.23340,0.19590
2014-12-31,0.17020,0.33870,24.65010,15.55210,0.01080,1.36970,1.90020,0.18320,1.07700,12.46210,0.4262,0.3698
2014-09-30,0.18180,0.33250,36.16690,23.18390,0.01090,1.94960,2.69100,0.26590,1.51150,12.44720,0.5584,0.5086
2014-06-30,0.18340,0.33130,35.07520,22.80290,0.01060,1.83130,2.53090,0.24850,1.41470,12.35530,0.2316,0.1899
2014-03-31,0.20760,0.38480,35.71990,24.15420,0.01080,1.93120,2.82280,0.25690,1.48840,11.70520,0.30290,0.27630
2013-12-31,0.23450,0.44470,30.28740,13.85410,0.01160,1.37090,2.02700,0.17890,1.01950,11.44500,0.4169,0.3718
2013-09-30,0.23800,0.42680,32.05230,21.90620,0.01110,1.94930,2.90530,0.25070,1.44140,11.24390,0.7109,0.6742
2013-06-30,0.24060,0.56970,30.61230,20.32970,0.01070,1.80310,2.70190,0.22580,1.32770,10.98670,0.7341,0.7072
2013-03-31,0.27090,0.48770,34.67800,25.36850,0.01080,2.18130,3.21520,0.27820,1.54260,11.13640,0.79410,0.77090
2012-12-31,0.27440,0.47970,31.51100,19.81780,0.01090,1.84460,2.72990,0.22830,1.29680,10.96620,0.2033,0.1536
2012-09-30,0.29460,0.54760,34.01670,22.85500,0.01080,2.09380,3.26910,0.25620,1.47690,10.54560,0.8253,0.8009
2012-06-30,0.30120,0.65970,36.16380,21.53150,0.01080,2.42820,3.87030,0.28690,1.69690,10.22750,0.1428,0.116
2012-03-31,0.29100,0.57630,26.01300,11.75040,0.00960,1.69440,1.97540,0.18630,0.96640,12.41410,0.58850,0.55960
2011-12-31,0.32960,0.67740,-5.93780,-56.73890,0.00840,-0.61930,-0.73290,-0.06380,-0.32910,13.10680,0.1176,0.0871
2011-09-30,0.37000,0.75790,15.67460,10.01980,0.00780,1.01780,1.27690,0.10870,0.51450,13.71300,1.405,1.3773
2011-06-30,0.40810,0.85080,4.49550,5.49450,0.00760,0.58570,0.74260,0.06030,0.27690,13.41600,1.1976,1.1183
2011-03-31,0.42330,0.92540,2.20360,1.78380,0.00720,0.37790,0.47990,0.03790,0.17350,13.22680,1.05800,1.03570
2010-12-31,0.44080,1.02350,56.65640,11.14550,0.00240,1.19810,1.52080,0.12090,0.53470,13.32080,0.7927,0.7308
2010-09-30,0.45510,1.04850,-35.54780,-24.35900,0.00640,-1.12380,-1.41110,-0.11610,-0.49210,13.66390,0.3231,0.2885
2010-06-30,0.46890,1.05250,-37.98130,-34.85950,0.00710,-1.96410,-2.46460,-0.20470,-0.84250,13.90430,0.8828,0.8596
2010-03-31,0.47070,1.04130,-40.89350,-29.20960,0.00640,-1.39720,-1.72890,-0.14280,-0.58820,14.79480,1.44640,1.41040
2009-12-31,0.50800,1.23770,139.34680,94.24570,-0.00450,-4.10390,-5.06310,-0.41180,-1.61230,14.99320,-0.1581,-0.2938
2009-09-30,0.49450,1.26430,-109.96620,-73.81760,0.00420,-2.53360,-3.09420,-0.26930,-1.03050,15.67070,-0.168,-0.1057
2009-06-30,0.49330,1.35720,-10.10730,-21.82470,0.00780,-1.24220,-1.51480,-0.13160,-0.50850,15.76920,3.2806,3.2471
2009-03-31,0.52730,1.67180,27.03450,1.79310,0.01020,0.57030,0.73320,0.05420,0.21640,24.20080,-0.89480,-1.02450
