,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,2.40520,0.34390,0.52410,61.41670,18.05120,18.05120,18.15090,19.05820,0.11170,1.36600,65.88700,4.05530,15.31380,2.12950,2.66070,27.86150,2.077,1.4057
2022-09-30,2.25170,0.35050,0.53960,60.71530,18.19240,18.19240,17.93410,12.26380,0.10880,1.41780,63.47960,2.55490,10.55380,1.33400,1.65950,26.81320,2.3795,1.7379
2022-06-30,1.91680,0.34780,0.55090,61.62550,19.37740,19.37740,18.88510,13.23290,0.11000,1.35140,66.59600,2.79260,11.49460,1.45580,1.82120,26.84190,2.1276,1.3872
2022-03-31,1.68470,0.34670,0.54810,63.17680,19.17990,19.17990,17.79990,13.18690,0.10880,1.25720,71.58920,2.77090,11.43100,1.43500,1.81030,26.78850,1.35940,0.55670
2021-12-31,2.42990,0.30370,0.43620,64.05810,21.65830,21.65830,19.98990,17.73160,0.11120,1.33940,67.19260,3.54380,7.79090,1.97250,2.46740,28.22230,2.3524,1.6827
2021-09-30,3.77590,0.29940,0.42740,63.16940,23.85880,23.85880,22.50620,20.79610,0.10600,1.30340,69.05270,3.90440,6.63060,2.20460,2.73530,28.21290,2.3421,1.6438
2021-06-30,3.48020,0.30250,0.43360,62.47760,23.38510,23.38510,21.73040,18.35040,0.10770,1.29880,69.29310,3.49580,6.08160,1.97570,2.43850,27.46100,2.2691,1.3428
2021-03-31,3.02240,0.30800,0.44520,63.60700,21.64020,21.64020,19.97030,18.47560,0.10780,1.26430,71.18510,3.60290,6.45550,1.99150,2.49300,26.47150,1.50760,0.51350
2020-12-31,2.54500,0.30960,0.44850,64.09650,15.90680,15.90680,15.23830,13.39620,0.10900,1.28220,70.19450,2.66670,4.84030,1.46020,1.84100,26.12810,1.8057,0.7655
2020-09-30,3.12810,0.31510,0.46010,64.25040,22.84910,22.84910,21.18740,20.00680,0.10550,1.25770,71.56070,3.86170,6.82480,2.11090,2.64490,25.23110,2.3807,1.0283
2020-06-30,3.33580,0.32420,0.47970,65.16940,23.96190,23.96190,22.78540,20.37400,0.11000,1.23280,73.00640,4.14710,7.65900,2.24110,2.80260,24.00720,1.8038,1.0828
2020-03-31,3.19650,0.33580,0.50550,64.85920,19.93060,19.93060,18.06350,16.11220,0.11000,1.24520,72.27880,3.35350,6.57640,1.77240,2.22750,22.64330,1.36390,0.04770
2019-12-31,3.21870,0.33460,0.50300,66.61800,17.52600,17.52590,16.76420,15.42500,0.11020,1.39890,64.33540,3.25590,6.34100,1.69980,2.16630,22.57990,1.7139,0.9019
2019-09-30,3.74080,0.34240,0.52070,65.21570,20.18410,20.18410,19.48380,19.42350,0.11170,1.37400,65.49990,3.93790,7.87170,2.16900,2.58950,21.66030,1.8153,0.8831
2019-06-30,2.95320,0.20830,0.26310,65.65000,19.25780,19.25780,18.88710,16.15650,0.13200,1.34720,66.80770,3.35560,6.97970,2.13190,2.65660,20.78100,1.9253,1.1184
2019-03-31,3.19190,0.21210,0.26910,65.92500,19.04080,19.04080,18.62050,15.16330,0.13630,1.33470,67.43190,3.26300,7.08840,2.06700,2.57100,20.08050,0.97610,0.11180
2018-12-31,2.09410,0.21500,0.48890,65.80610,16.86210,16.86210,15.85070,13.17910,0.13060,1.48650,60.54420,2.94550,6.12030,1.72130,2.31230,19.59340,1.6586,0.9781
2018-09-30,2.03170,0.21510,0.48970,64.27180,17.40320,17.40320,16.54200,16.06610,0.12480,1.43580,62.68070,3.40930,7.22020,2.00570,2.67610,19.25430,1.9119,1.3648
2018-06-30,2.18610,0.19890,0.44410,64.46870,8.61810,8.61810,7.77850,6.49720,0.11830,1.38110,65.16370,1.24990,2.43830,0.76830,1.00130,20.34880,1.273,0.7598
2018-03-31,1.29110,,0.19750,64.88460,10.25190,10.25190,10.12270,8.03230,0.14270,1.37990,65.22200,1.58620,3.17060,1.14600,1.58620,19.82100,1.11630,0.45890
2017-12-31,2.94780,0.16470,0.19720,65.07970,4.87630,4.87630,4.89300,4.17940,0.14160,1.42690,63.07220,0.81840,1.65530,0.59200,0.68370,19.79170,1.1186,0.5124
2017-09-30,3.01130,0.16720,0.20080,63.88930,14.61360,14.61360,14.65390,10.23490,0.13850,1.55780,57.77260,1.95290,3.67810,1.41740,1.62630,19.28190,1.4016,0.6913
2017-06-30,3.10320,0.16540,0.19820,64.56440,14.12820,14.12820,14.16090,9.36760,0.13500,1.53040,58.80810,1.72650,3.24950,1.26420,1.44090,19.10850,1.3033,0.7388
2017-03-31,3.66210,0.16540,0.19820,65.72890,17.54710,17.54710,17.43770,12.42440,0.13490,1.49780,60.08950,2.28880,3.95220,1.67600,1.91030,18.81500,0.81420,0.29360
2016-12-31,3.49700,0.16560,0.19850,67.37830,20.90270,20.90270,21.26870,15.42060,0.14270,1.69310,53.15750,2.98460,5.21200,2.20060,2.49020,18.61060,1.0321,0.6058
2016-09-30,3.21400,0.16680,0.20020,64.99240,19.13570,19.13570,19.12220,13.01230,0.13420,1.63150,55.16460,2.39830,4.04500,1.74570,1.99820,18.24680,1.4454,0.9864
2016-06-30,3.62660,0.16640,0.19960,63.93810,19.25770,19.25770,19.11250,12.87020,0.13400,1.57010,57.32230,2.33730,3.96380,1.72460,1.94830,17.99140,1.392,0.9462
2016-03-31,3.99370,0.16680,0.20020,65.69890,20.10110,20.10110,19.83300,13.18560,0.13570,1.55500,57.87890,2.40420,4.13160,1.78930,2.00310,17.68580,1.07790,0.61410
2015-12-31,3.76970,0.16530,0.19800,66.63920,21.18240,21.18240,20.80170,15.26700,0.13850,1.52250,59.11320,2.83320,4.87290,2.11450,2.36490,17.61100,1.3687,0.9323
2015-09-30,3.64750,0.16720,0.20070,66.75240,20.99510,20.99510,20.68600,15.97740,0.13170,1.50570,59.77190,2.85320,4.91520,2.10380,2.37620,17.31240,1.0166,0.2762
2015-06-30,3.30650,0.16790,0.20180,66.72790,19.65150,19.65150,18.95940,12.42780,0.13090,1.57680,57.07860,2.20670,3.85400,1.62670,1.83620,17.03290,1.4611,0.9295
2015-03-31,4.60990,0.16980,0.20450,67.84760,23.07930,23.07930,22.72300,14.76560,0.13210,1.47640,60.95810,2.60750,4.35060,1.95000,2.16480,16.68690,0.55150,-0.20650
2014-12-31,3.78000,0.17040,0.20540,69.56880,25.37450,25.37450,24.95960,18.10700,0.13400,1.62720,55.30920,3.29700,5.51230,2.42670,2.73530,16.51890,1.076,0.5681
2014-09-30,3.82190,0.17400,0.21070,68.11270,24.14230,24.14230,23.60830,18.30270,0.12920,1.52420,59.04570,3.20020,5.49620,2.36500,2.64330,15.98460,0.9565,0.5604
2014-06-30,4.23470,0.17680,0.21470,68.63300,23.60140,23.60140,22.82940,15.31110,0.12630,1.46300,61.51790,2.62870,4.62920,1.93400,2.16400,15.55360,1.1105,0.7174
2014-03-31,4.61660,0.17880,0.21780,69.21470,26.64750,26.64750,26.38670,16.05290,0.12420,1.50190,59.92450,2.68420,4.84130,1.99370,2.20420,15.19260,0.48900,0.02760
2013-12-31,3.91280,,,69.27590,26.55070,26.55070,26.81200,18.42950,0.14740,1.60290,56.14690,3.05580,4.47720,2.71660,3.05580,14.72400,0.9464,0.5984
2013-09-30,3.19050,,,66.63910,25.14490,25.14490,25.43620,20.15110,0.13720,1.54330,58.31570,3.13610,4.65850,2.76440,3.13610,14.23070,0.8641,0.5362
2013-06-30,3.79300,,,67.01850,25.78720,25.78720,26.26800,16.36980,0.13870,1.59350,56.48080,2.52850,3.75140,2.27120,2.52850,13.74320,0.7781,0.3569
2013-03-31,3.92460,,,67.28890,27.49330,27.49330,27.89430,19.42340,0.13910,1.58420,56.81230,2.99760,4.52160,2.70100,2.99760,13.40970,0.51350,0.17990
2012-12-31,3.58910,,,63.08430,25.33610,25.33610,25.80980,18.07280,0.14530,1.72720,52.10740,2.91130,4.44180,2.62600,2.91130,13.19450,0.8322,0.4949
2012-09-30,3.53980,,,61.13150,23.21290,23.21290,23.60440,13.96700,0.13600,1.46180,61.56850,2.13420,3.31270,1.89930,2.13420,12.74410,0.7527,0.4181
2012-06-30,4.56190,,,60.38100,20.22630,20.22630,21.05850,13.35290,0.13550,1.60580,56.04620,1.99760,3.11340,1.80890,1.99760,12.45080,0.824,0.5178
2012-03-31,4.57490,,,60.89350,22.40710,22.40710,22.78430,13.53180,0.13230,1.47990,60.81410,1.96380,3.08310,1.79060,1.96380,12.29420,0.50730,0.26970
2011-12-31,7.56120,,,43.87350,24.50610,24.50610,27.22990,18.55840,0.13800,1.53480,58.64040,2.78640,3.62380,2.56150,2.78640,12.14750,0.6743,0.4695
2011-09-30,6.65680,,,66.90300,23.17960,23.17960,24.17800,15.00230,0.12240,1.54300,58.32710,1.99270,2.61120,1.83690,1.99270,11.82050,0.6516,0.3858
2011-06-30,5.41390,,,67.63520,26.43860,26.43860,27.51770,17.30070,0.11520,1.55380,57.92070,2.15050,2.78370,1.99330,2.15050,11.98140,0.591,0.3651
2011-03-31,6.09130,,,67.72350,26.36250,26.36250,27.06000,18.34260,0.11620,1.62650,55.33200,2.29020,2.97910,2.13140,2.29020,11.82340,0.46250,0.22100
2010-12-31,5.91430,,,69.69420,25.41240,25.41240,25.98810,18.44480,0.12100,1.62340,55.43940,2.41140,3.15900,2.23190,2.41140,11.66970,0.5839,0.3266
2010-09-30,4.25430,,0.02880,69.31110,23.28600,23.28600,23.78690,15.66120,0.11210,1.60360,56.12420,1.95210,2.62200,1.75490,1.95210,11.14920,0.6129,0.3954
2010-06-30,3.89410,,0.03220,70.71560,23.16950,23.16950,24.22900,15.54020,0.11140,1.49060,60.37740,1.93220,2.63050,1.73050,1.93210,10.86340,0.4499,0.1044
2010-03-31,2.76280,,0.11220,71.88920,27.51750,27.51750,28.59530,17.03040,0.11340,1.61420,55.75430,2.29590,3.22650,1.93120,2.29590,10.37360,0.46430,0.27820
2009-12-31,2.32570,,0.11490,71.64140,26.11030,26.11030,27.09510,16.81880,0.11420,1.54470,58.26240,2.30510,3.28230,1.92000,2.30510,10.15320,0.6586,0.5048
2009-09-30,7.04020,0.10520,0.11760,69.98210,24.57390,24.57390,25.61400,15.85710,0.10180,1.35740,66.30450,1.92790,2.78410,1.61410,1.72510,9.91950,0.566,0.3988
2009-06-30,8.92120,0.10630,0.11890,70.67010,26.58550,26.58550,28.36360,17.59870,0.10290,1.41560,63.57930,2.14210,3.11880,1.81030,1.91450,9.72730,0.5442,0.4151
2009-03-31,7.01880,0.10910,0.12250,71.30650,26.67660,26.67660,29.34760,17.62670,0.10850,1.40920,63.86520,2.27300,3.36790,1.91210,2.02500,9.44500,0.48080,0.35820
