,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,2.17510,0.59970,1.72150,72.86850,22.51000,22.51000,33.02790,26.77290,0.12040,3.28960,27.35860,13.02150,75.30870,3.21820,5.21210,9.56030,1.1744,0.91
2022-09-30,1.33090,0.57550,1.59260,72.81510,23.86560,23.86560,-2.26890,-2.89920,0.12460,3.75990,23.93700,-1.44240,-8.80500,-0.36650,-0.61230,8.92100,1.3524,1.1611
2022-06-30,1.27570,0.55650,1.47400,72.62590,21.67630,21.67630,-30.01650,-21.92400,0.12320,4.00330,22.48140,-10.22320,-47.43360,-2.72730,-4.53390,9.55010,0.4683,0.2608
2022-03-31,1.47510,0.48250,1.18130,72.25130,27.86950,27.86950,-66.41160,-54.00730,0.10810,3.96650,22.69030,-18.98210,-45.96640,-5.82680,-9.82250,12.35380,1.04430,0.90290
2021-12-31,1.97120,0.44140,0.92880,73.44050,26.32990,26.32990,-44.43170,75.35400,0.09810,3.83700,23.45580,-9.13270,-15.94640,-3.35390,-5.10140,16.46130,0.4148,0.2634
2021-09-30,3.35270,0.41380,0.82980,72.89080,26.46940,26.46940,17.35310,10.55580,0.08550,3.78940,23.75050,2.58570,4.15930,0.96730,1.51560,17.29070,0.5139,0.2614
2021-06-30,3.96230,0.39030,0.69850,74.81260,27.43630,27.43630,15.03000,402.32380,0.08380,4.28940,20.98200,2.25880,3.34050,0.92390,1.37720,19.69140,1.5752,1.4293
2021-03-31,1.30430,0.60830,1.86390,77.02810,31.88020,31.88020,27.44500,24.29870,0.14080,1.93400,46.53530,15.06630,-68.76510,3.03240,5.90130,5.53600,1.50360,1.38380
2020-12-31,1.79660,0.68490,2.17520,81.56680,29.72350,29.72350,49.67740,38.94010,0.11240,3.32820,27.04150,21.39850,-103.53260,3.94610,6.74280,5.20610,1.0231,0.8132
2020-09-30,1.75490,0.72600,2.65580,78.83080,29.31800,29.31800,33.48100,29.40660,0.12260,4.73380,19.01240,20.71920,-36.98040,3.28430,5.67650,4.23800,0.1575,-0.0187
2020-06-30,1.57590,0.73770,2.99000,82.15660,32.69150,32.69150,40.43650,31.92130,0.11680,2.76570,32.54170,23.74230,-33.38180,3.44260,6.22800,4.11630,1.4065,1.2758
2020-03-31,1.33700,0.78500,4.13190,76.42090,26.53830,26.53830,26.58530,160.26300,0.11250,3.35280,26.84360,20.37830,-15.47580,2.27690,4.38050,3.01710,0.78200,0.65390
2019-12-31,1.15740,0.71050,2.80940,107.25490,41.37260,41.37260,43.52940,109.01960,0.02810,0.91890,97.94120,10.69690,-18.03760,1.68920,3.09690,3.60550,0.8864,0.7636
2019-09-30,1.41360,0.68870,2.37090,74.55590,19.58710,19.58710,12.77000,14.88240,0.11130,2.91740,30.84970,6.42200,-11.01780,1.12220,1.99900,3.99270,1.259,1.1493
