,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-09-30,0.42290,0.73270,33.30000,33.30000,5.13130,11.91660,0.02420,0.57290,0.57290,0.31460,0.33060,15.91020,0.4235,0.3001
2022-06-30,0.42610,0.74240,31.18040,31.18040,-41.70100,-29.43620,0.02350,-1.31100,-1.31100,-0.71840,-0.75240,16.12290,0.4031,0.3585
2022-03-31,0.42300,0.73320,33.54200,33.54200,48.41740,54.05470,0.02300,2.30990,2.30990,1.27250,1.33280,16.52930,0.31540,0.25110
2021-12-31,0.42510,0.73940,29.62220,29.62220,9.17030,17.73840,0.02300,0.81060,0.81060,0.44390,0.46600,16.39510,0.4498,0.1378
2021-09-30,0.42530,0.74020,20.68790,20.68790,132.37790,136.02160,0.01980,5.01410,5.01410,2.73910,2.88140,16.47500,0.0814,0.0168
2021-06-30,0.47470,0.90360,40.74830,40.74830,33.57460,38.17890,0.02500,2.02900,2.02900,1.01320,1.06590,13.31490,0.3358,0.4797
2021-03-31,0.48250,0.93240,37.00500,37.00500,42.92970,46.61150,0.02410,2.46880,2.46880,1.20880,1.27760,13.21600,0.34320,0.15190
2020-12-31,0.48570,0.94450,29.80320,29.80320,69.86620,72.32750,0.02320,3.55890,3.55890,1.73750,1.83030,13.10980,0.2831,0.1603
2020-09-30,0.49170,0.96750,28.05400,28.05400,-22.87560,-17.22460,0.02250,-0.67590,-0.67590,-0.32480,-0.34350,12.80320,0.5329,0.4268
2020-06-30,0.48780,0.95230,26.83790,26.83790,306.89820,310.37650,0.02070,13.31560,13.31560,6.47160,6.82040,12.99030,0.1901,0.0478
2020-03-31,0.53950,1.17160,39.79650,39.79650,22.71870,28.90350,0.02560,1.85510,1.85510,0.79950,0.85430,11.26520,0.36060,0.20880
2019-12-31,0.51890,1.07850,46.13380,46.13380,31.67060,31.34160,0.02690,2.23260,2.23260,1.00060,1.07410,11.41440,0.2377,0.3074
2019-09-30,0.51640,1.06800,35.16370,35.16370,21.44050,20.87450,0.02550,1.71780,1.71780,0.77090,0.83070,11.78140,0.4006,0.2586
2019-06-30,0.47750,0.91390,37.70100,37.70100,22.90180,30.36200,0.02580,1.88890,1.88890,0.91830,0.98690,12.71630,0.3764,0.1742
2019-03-31,0.47430,0.90210,45.45710,45.45710,31.29720,34.45140,0.02660,2.16200,2.16200,1.05400,1.13660,12.78760,0.36900,0.35580
2018-12-31,0.47390,0.90070,39.21590,39.21590,23.55270,22.42460,0.02580,1.62530,1.62530,0.79960,0.85510,12.84100,0.2838,0.2817
2018-09-30,0.47250,0.89580,46.08450,46.08450,27.84800,30.24730,0.02550,1.84610,1.84610,0.90670,0.97380,12.94780,0.3959,0.403
2018-06-30,0.48010,0.92340,61.20900,61.20900,46.49990,51.41460,0.02600,3.02080,3.02080,1.46840,1.57050,13.02600,0.3813,0.7017
2018-03-31,0.48090,0.92640,52.91700,52.91700,38.52470,42.58810,0.02670,2.61670,2.61670,1.26610,1.35840,12.94990,0.45290,0.65550
2017-12-31,0.49800,0.99220,54.76220,54.76220,37.82820,22.62920,0.02680,2.65600,2.65600,1.24680,1.33320,12.97360,0.2847,0.1725
2017-09-30,0.50650,1.02650,33.86360,33.86360,17.61430,34.57990,0.02520,1.51040,1.51040,0.69800,0.74530,12.70610,0.4577,0.1508
2017-06-30,0.49840,0.99350,22.17910,22.17910,7.15400,44.37140,0.02570,2.48440,2.48440,1.16620,1.24620,12.74700,0.3358,0.0058
2017-03-31,0.48880,0.95620,31.55340,31.55340,16.15460,22.20050,0.02610,1.42790,1.42790,0.68040,0.72990,12.59170,0.37030,0.31850
2016-12-31,0.48390,0.93770,55.42950,55.42950,41.68730,21.78260,0.02640,2.89890,2.89880,1.39460,1.49600,12.71160,0.3525,0.2288
2016-09-30,0.47930,0.92050,26.68760,26.68760,-4.13500,-19.32820,0.02540,-0.94480,-0.94480,-0.45800,-0.49190,12.78070,0.5434,0.3214
2016-06-30,0.48800,0.95300,18.41140,18.41140,0.74650,65.81880,0.02560,3.04110,3.04110,1.45340,1.55710,12.96360,0.1841,0.2029
2016-03-31,0.49260,0.97090,33.39780,33.39780,15.69240,43.45800,0.02640,2.16760,2.16760,1.02460,1.09980,12.71240,0.33070,0.39490
2015-12-31,0.50920,1.03750,27.38960,27.38960,9.93190,119.65960,0.02650,6.54420,6.54420,2.98940,3.21190,12.53400,0.0747,1.8436
2015-09-30,0.51930,1.08030,26.00270,26.00270,9.60810,21.84570,0.02530,1.04960,1.04960,0.46800,0.50450,12.31700,0.4288,0.3962
2015-06-30,0.51880,1.07830,31.35810,31.35810,23.65840,38.23250,0.02560,1.96890,1.96880,0.88170,0.94730,12.43110,0.2997,0.3128
2015-03-31,0.52350,1.09880,33.15010,33.15010,14.73100,104.34390,0.02420,5.39210,5.39200,2.39270,2.56910,12.61650,0.39260,-0.78240
2014-12-31,0.48390,0.93760,30.53430,30.53430,10.43920,14.44400,0.02580,1.51930,1.51920,0.72570,0.78410,11.90270,0.2905,2.0409
2014-09-30,0.49270,0.97140,35.41460,35.41460,15.06420,70.57640,0.02480,2.18070,2.18070,1.02450,1.10620,11.75600,0.4517,0.6439
2014-06-30,0.49900,0.99610,26.21990,26.21990,4.99760,30.46820,0.02410,2.71630,2.71630,1.26580,1.36080,11.55350,0.3456,-0.1548
2014-03-31,0.48020,0.92370,32.72140,32.72140,10.40920,31.73940,0.02320,1.59410,1.59410,0.76870,0.82870,11.55240,0.44330,0.33090
2013-12-31,0.46950,0.88510,57.67220,57.67220,36.70090,25.29660,0.01920,1.94660,1.94650,0.96070,1.03260,11.64060,0.0893,-0.063
2013-09-30,0.47510,0.90510,7.54620,7.54620,-14.61600,18.59900,0.02230,1.04520,1.04520,0.50830,0.54870,11.81520,0.6562,0.8297
2013-06-30,0.47850,0.91750,22.53400,22.53400,0.98190,16.09990,0.02270,1.65800,1.65790,0.80770,0.86460,11.88010,0.2818,0.2379
2013-03-31,0.47320,0.89820,32.74890,32.74890,9.45880,23.43330,0.02260,1.29840,1.29840,0.63950,0.68400,12.12800,0.36770,0.20510
2012-12-31,0.45960,0.85050,14.72480,14.72470,-29.75950,49.60750,0.01230,0.08770,0.08770,0.04440,0.04740,12.09590,0.1758,0.2844
2012-09-30,0.44580,0.80450,31.77510,31.77510,6.50940,12.02890,0.02200,0.83400,0.83390,0.43220,0.46210,12.86330,0.3245,0.118
2012-06-30,0.44610,0.80530,33.36230,33.36230,9.74970,21.30990,0.02260,1.44800,1.44770,0.75130,0.80190,12.79230,0.2924,0.2542
2012-03-31,0.42550,0.74070,30.74210,30.74210,4.85600,16.99370,0.02280,1.03350,1.03330,0.55560,0.59360,12.98450,0.38520,0.26820
2011-12-31,0.45740,0.84310,25.84450,25.84450,0.17280,20.29420,0.01620,0.40350,0.40350,0.20450,0.21890,11.99240,0.1971,0.0068
2011-09-30,0.44620,0.80560,29.42140,29.42140,4.07600,18.77250,0.02220,0.98400,0.98380,0.50800,0.54490,12.15620,0.3737,0.1915
2011-06-30,0.43780,0.77870,31.25950,31.25950,11.48890,10.84540,0.02270,0.82770,0.82750,0.43590,0.46520,12.56060,0.2477,0.2182
2011-03-31,0.44770,0.81060,29.28500,29.28500,7.60380,6.27270,0.02280,0.60090,0.60080,0.31080,0.33180,12.58360,0.28190,0.19080
2010-12-31,0.44020,0.78640,10.54540,10.54540,-13.75440,13.05380,0.01700,0.16140,0.16130,0.08470,0.09030,12.69930,0.2998,0.1342
2010-09-30,0.43870,0.78160,30.94820,30.94820,2.94670,8.07670,0.02200,0.61600,0.61590,0.32420,0.34570,12.72510,0.3159,0.2856
2010-06-30,0.45820,0.84570,32.39070,32.39070,8.58660,5.82010,0.02220,0.52430,0.52420,0.26720,0.28400,12.41350,0.2129,0.5332
2010-03-31,0.46960,0.88550,33.17760,33.17760,11.51920,17.47990,0.02170,1.04860,1.04840,0.52200,0.55610,12.59540,0.35290,0.28300
2009-12-31,0.46420,0.86640,39.96120,39.96120,-5.94910,20.62140,0.01920,0.79890,0.79880,0.40150,0.42800,12.62040,0.3014,-0.6217
2009-09-30,0.45470,0.83380,31.81700,31.81700,16.24410,14.12480,0.02160,0.88530,0.88510,0.45400,0.48270,12.64620,0.3139,0.2051
2009-06-30,0.46940,0.88450,12.00840,12.00840,-53.38270,-73.82940,0.02120,-2.57550,-2.57500,-1.29030,-1.36640,12.43250,0.1137,0.0158
2009-03-31,0.53240,1.13850,26.85720,26.85720,15.23550,13.06900,0.02170,1.01190,1.01160,0.44010,0.47310,15.07310,0.42380,0.23770
