,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-09-30,0.37580,0.73390,1.88150,1.88150,1.88150,1.48630,0.03430,1.57920,2.45020,0.06150,0.98570,32.17160,5.478,5.478
2022-06-30,0.27840,0.47560,-0.01290,-0.01290,-0.01290,0.66210,0.02350,0.36930,0.48910,0.02080,0.26650,46.85040,5.495,5.495
2022-03-31,0.21210,0.33340,4.53800,4.53800,4.53800,3.84620,0.02180,1.24270,1.50690,0.09310,0.97910,66.56430,2.35280,2.35280
2021-12-31,0.17830,0.26860,6.50110,6.50110,6.50110,5.85400,0.02640,1.78750,2.08030,0.15940,1.46880,82.06630,6.0627,6.0627
2021-09-30,0.17610,0.26420,12.07930,12.07930,12.07930,8.99730,0.02220,2.29180,2.66190,0.20860,1.88830,82.09640,4.1627,4.1627
2021-06-30,0.18090,0.27200,24.22260,24.22260,24.22260,18.17100,0.02400,4.91480,5.71960,0.44130,4.02550,80.62530,2.5859,2.5859
2021-03-31,0.18830,0.28420,1.86990,1.86990,1.86990,1.86350,0.02020,0.54890,0.64600,0.04720,0.44550,75.30010,1.67690,1.67690
2020-12-31,0.17110,0.25390,0.84460,0.84460,0.84460,0.63860,0.02440,0.21120,0.24420,0.01990,0.17500,83.79000,5.6467,5.6467
2020-09-30,0.17370,0.25780,5.76330,5.76330,5.76330,3.95250,0.02050,0.96370,1.10420,0.09080,0.79630,81.24040,4.1493,4.1493
2020-06-30,0.16930,0.24930,1.39730,1.39730,1.39730,0.48230,0.01840,0.19750,0.22490,0.01950,0.16410,83.66930,0.9417,0.9417
2020-03-31,0.17080,0.25490,30.81920,30.81920,30.81920,23.84490,0.02480,6.24580,7.17900,0.59660,5.17930,77.63930,2.00760,2.00760
2019-12-31,0.17890,0.26880,-0.21580,-0.21580,-0.21580,3.12660,0.02320,0.88580,1.03020,0.07940,0.72740,72.52180,5.4082,5.4082
2019-09-30,0.17400,0.25860,14.94270,14.94270,14.94270,11.52160,0.02510,3.19150,3.69050,0.29480,2.63620,74.61820,4.51,4.51
2019-06-30,0.18330,0.27600,13.12800,13.12800,13.12800,9.62450,0.02390,2.72620,3.19560,0.23850,2.22650,68.43090,2.5285,2.5285
2019-03-31,0.19130,0.29510,10.69810,10.69810,10.69810,8.27510,0.02290,2.35790,2.80820,0.19420,1.90680,61.81770,2.15090,2.15090
2018-12-31,0.20780,0.32670,15.77700,15.77700,15.77700,12.83360,0.02280,3.89370,4.73630,0.29990,3.08470,55.24440,1.1474,1.1474
2018-09-30,0.21840,0.34580,6.62410,6.62410,6.62410,5.40240,0.02330,1.76610,2.15960,0.13100,1.38030,52.51030,3.6862,3.6862
2018-06-30,0.22490,0.35750,5.19710,5.19710,5.19710,3.98870,0.03000,1.66070,2.01660,0.12660,1.28720,53.82370,5.5026,5.5026
2018-03-31,0.22930,0.36250,11.18540,11.18540,11.18540,8.42280,0.02080,2.22450,2.68730,0.17640,1.71430,55.17730,1.24090,1.24090
2017-12-31,0.22210,0.34700,6.06690,6.06690,6.06690,14.34340,0.02200,3.93240,4.69760,0.32160,3.05910,56.41120,1.8388,1.8388
2017-09-30,0.23920,0.37350,2.99920,2.99920,2.99920,-0.59980,0.02240,1.55060,1.86330,0.12260,1.17970,54.01190,4.4684,4.4684
2017-06-30,0.22940,0.34660,6.63930,6.63930,6.63930,5.64140,0.01660,1.22870,1.41990,0.09250,0.94680,65.51130,3.1723,3.1723
2017-03-31,0.23200,0.35240,7.16390,7.16390,7.16390,5.79390,0.01640,1.39780,1.62020,0.10410,1.07350,62.98590,1.90950,1.90950
2016-12-31,0.20740,0.31200,2.66030,2.66030,2.66030,-18.47120,0.01250,0.36480,0.42240,0.02750,0.28920,61.79900,5.0966,5.0966
2016-09-30,0.20820,0.30590,7.32020,7.32020,7.32020,3.60640,0.01660,1.30500,1.48680,0.10750,1.03330,71.39850,2.6376,2.6376
