,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-09-30,0.45740,0.72910,2.79760,69.98850,34.47880,34.47880,24.16950,23.99770,0.04490,3.26360,27.57730,5.45640,-6.86100,1.07820,1.47830,17.73440,1.6153,0.8387
2022-06-30,0.68950,0.72960,2.70730,70.35760,34.19840,34.19840,24.56750,24.27910,0.04440,3.36050,26.78200,5.35560,-6.96100,1.07910,1.44810,18.15470,1.7949,1.0968
2022-03-31,0.71000,0.72380,2.62890,70.78070,35.47650,35.47650,24.51210,24.16760,0.04460,3.46320,25.98740,5.23890,-7.04370,1.07810,1.44720,18.55890,1.28570,0.63820
2021-12-31,0.61900,0.71340,2.49810,68.25880,31.55990,31.55990,21.40270,21.34220,0.04240,3.04600,29.54660,4.27460,-18.73670,0.90420,1.22510,19.11570,1.6913,0.9148
2021-09-30,0.67040,0.70440,2.39140,68.35600,32.50930,32.50930,22.12610,21.69350,0.04150,3.28190,27.42270,4.12170,-6.18280,0.89990,1.21840,19.71300,1.576,0.9239
2021-06-30,0.65860,0.69670,2.30520,68.79340,31.90150,31.90150,21.41500,21.09920,0.04060,3.64750,24.67470,3.82190,-5.96030,0.85440,1.15920,20.16900,1.8103,1.1045
2021-03-31,0.60840,0.68840,2.22710,68.88890,30.16840,30.16840,8.61950,3.90570,0.03830,3.60440,24.96970,1.35600,-2.20840,0.31220,0.42250,20.65510,1.34870,0.65130
2020-12-31,0.56070,0.66930,2.03780,65.03680,45.67980,45.67980,34.29340,33.95850,0.03850,3.46400,25.98130,5.36940,-10.05940,1.31040,1.77550,21.95130,2.363,1.4277
2020-09-30,0.61510,0.66880,2.03160,67.22750,29.20590,29.20590,11.30550,10.96900,0.03830,3.26590,27.55720,1.71540,-3.18920,0.42030,0.56810,22.04640,1.4624,0.6315
2020-06-30,1.74950,0.68140,2.14870,66.25000,26.59720,26.59720,14.30560,11.94440,0.03520,3.28020,27.43750,2.03540,-4.10000,0.48900,0.64850,23.56360,1.8006,0.8151
