,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-09-30,7.16420,,0.00630,43.10070,26.69350,26.69350,27.81840,21.85180,0.11780,0.35750,1.78800,50.33570,2.97220,3.06010,2.58890,2.97220,52.24340,1.4684,0.9944
2022-06-30,6.87190,,0.01220,45.71180,19.01080,19.01080,19.48690,15.11000,0.12370,0.36760,1.52720,58.93260,2.17130,2.24460,1.88050,2.17130,52.59040,1.528,0.85
2022-03-31,8.15780,0.00580,0.01230,46.44070,25.17520,25.17520,25.09250,18.80430,0.11940,0.40860,1.43700,62.62990,2.57100,2.65910,2.24720,2.55610,51.54450,0.30930,-0.15680
2021-12-31,7.49020,0.00580,0.01240,45.54730,23.26770,23.26770,23.19030,17.85810,0.11500,0.43070,1.39050,64.72710,2.37580,2.45740,2.05860,2.36200,51.82460,1.5575,1.0284
2021-09-30,7.94010,0.00590,0.01280,49.02390,26.89860,26.89860,26.76700,19.88710,0.12060,0.44420,1.39040,64.73140,2.72640,2.82380,2.37600,2.71020,51.39940,1.9057,1.1798
2021-06-30,8.95090,0.01180,0.01330,48.57370,24.82170,24.82170,24.71980,18.78070,0.12040,0.47250,1.48270,60.70150,2.57460,2.67140,2.25750,2.54430,50.59220,2.1476,1.6496
2021-03-31,10.25490,0.01240,0.01400,47.45320,25.70770,25.70770,25.63770,19.71350,0.11590,0.49330,1.36660,65.85620,2.58350,2.68580,2.28710,2.55140,49.24420,1.61520,1.11160
2020-12-31,10.01070,0.01300,0.01460,43.63220,19.38060,19.38060,19.48610,14.65680,0.11470,0.51990,1.27360,70.66780,1.91500,1.99450,1.69210,1.89010,48.55430,-0.0084,-0.0058
2020-09-30,10.08540,0.01400,0.01570,47.98130,13.00490,13.00490,13.35320,11.18070,0.11390,0.44730,1.32490,67.93000,1.43780,1.50020,1.27120,1.41770,46.41040,1.2939,0.8433
2020-06-30,9.98800,0.01460,0.01630,46.03370,15.92690,15.92690,16.70450,12.89630,0.10740,0.43570,1.45610,61.80990,1.57410,1.67730,1.39070,1.55120,45.82950,1.3755,1.015
