,long-term-debt-capital,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-09-30,0.41300,0.71500,39.58130,29.74680,0.00910,3.00970,4.24400,0.28310,1.61290,46.68000,6.036,5.866
2022-06-30,0.37250,0.74820,26.80880,18.62030,0.00790,1.63130,2.24040,0.16060,0.93890,49.08300,-4.3121,-4.3055
2022-03-31,0.21070,0.26810,32.64310,24.11690,0.00850,2.09370,2.82980,0.21860,1.50170,52.18050,3.65930,3.53920
2021-12-31,0.22840,0.29910,39.19770,28.53870,0.00930,2.47590,3.26350,0.28130,1.74620,55.47960,2.5877,2.4355
2021-09-30,0.22870,0.29690,40.24820,29.78720,0.00900,2.47560,3.24000,0.28340,1.74510,54.95780,2.992,2.9289
2021-06-30,0.23070,0.30260,45.60920,33.80900,0.00980,3.05880,4.01260,0.35010,2.14880,54.44710,1.3553,1.3039
2021-03-31,0.26850,0.37020,43.41300,32.68480,0.00960,2.95340,3.91590,0.32640,1.97290,53.18480,-1.61260,-1.63600
2020-12-31,0.26910,0.37880,36.07080,26.78460,0.00860,2.20200,2.91880,0.24870,1.47010,53.07230,2.0234,1.7454
2020-09-30,0.28850,0.41660,27.51280,21.20320,0.00760,1.53140,2.03640,0.17520,0.99440,52.61160,1.5406,1.667
2020-06-30,0.29100,0.42180,23.87250,17.49610,0.00710,1.23700,1.64630,0.14070,0.80010,52.52270,-0.2143,-0.301
2020-03-31,0.42820,0.79710,4.25730,1.13530,0.00600,0.16680,0.22820,0.01920,0.08860,51.45490,-3.09040,-3.12770
2019-12-31,0.38750,0.64510,35.42890,27.96330,0.00920,2.18120,2.96890,0.27150,1.24140,51.25820,1.5916,1.4861
2019-09-30,0.36950,0.63530,36.69490,28.10670,0.00940,2.16720,3.03240,0.27320,1.29560,49.22360,0.9132,0.8298
2019-06-30,0.34390,0.58950,37.88370,28.41280,0.00940,2.16910,3.02460,0.27830,1.35000,48.08210,0.2357,0.1816
2019-03-31,0.35260,0.57610,37.65800,28.21030,0.00930,2.15210,3.02950,0.27210,1.32010,46.69310,1.02050,1.05290
2018-12-31,0.43340,0.82830,36.93630,29.84090,0.00940,2.32770,3.34680,0.28970,1.26560,44.67090,1.1507,0.9965
2018-09-30,0.43540,0.88870,38.76180,29.34050,0.00940,2.24500,3.32330,0.27930,1.23350,42.76550,-0.3835,-0.5188
2018-06-30,0.39990,0.75570,38.55340,29.84550,0.00920,2.13310,3.12960,0.27340,1.24600,42.28240,1.4718,1.3438
2018-03-31,0.40200,0.76250,36.19940,27.52890,0.00900,1.95840,2.94560,0.25280,1.15670,41.14240,1.43890,1.37350
2017-12-31,0.36730,0.71220,35.90290,47.53750,0.00920,3.32620,4.97650,0.43720,2.07900,41.29880,0.8509,0.5777
2017-09-30,0.39990,0.76370,37.41790,24.87240,0.00910,1.75210,2.63200,0.22990,1.03850,40.25790,1.8292,1.7263
2017-06-30,0.39600,0.77690,34.84160,23.98190,0.00880,1.60470,2.41330,0.21000,0.95730,39.66160,-0.6098,-0.7086
2017-03-31,0.37250,0.78780,33.69570,24.30120,0.00860,1.63270,2.46700,0.21290,1.01180,38.95270,1.66810,1.64080
2016-12-31,0.39310,0.86840,32.83110,22.36320,0.00840,1.44620,2.19100,0.18860,0.86670,38.57180,0.545,0.366
2016-09-30,0.37100,0.75880,32.99850,22.41110,0.00880,1.48990,2.23220,0.20200,0.92570,38.94830,0.9715,0.9286
2016-06-30,0.36860,0.75630,30.38720,20.45460,0.00820,1.21630,1.82020,0.16740,0.75850,38.22750,0.6223,0.596
2016-03-31,0.33450,0.70370,29.04640,18.89760,0.00820,1.13090,1.70370,0.15920,0.74330,37.74570,0.70510,0.69560
2015-12-31,0.33480,0.67790,29.00960,19.36900,0.00830,1.13920,1.73060,0.15990,0.74830,37.22430,0.7255,0.6073
2015-09-30,0.17480,0.57690,29.56750,18.79970,0.00840,1.13680,1.72900,0.16240,0.92620,37.14680,0.604,0.5772
2015-06-30,0.16570,0.73710,25.11130,16.91900,0.00820,0.98250,1.49490,0.13840,0.80930,36.46280,0.7757,0.7365
2015-03-31,0.16640,0.78350,28.00000,18.57780,0.00820,1.06830,1.64720,0.15310,0.89060,35.73390,0.17820,0.16550
2014-12-31,0.19410,0.78740,25.56460,17.79590,0.00830,1.02240,1.58970,0.14830,0.82390,35.29690,0.3379,0.1243
2014-09-30,0.09620,0.72030,25.27680,17.43540,0.00830,0.97510,1.51120,0.14390,0.88130,34.61260,0.3312,0.3116
2014-06-30,0.08120,0.82870,33.42700,21.98030,0.01090,1.59720,2.46050,0.24030,1.46750,34.99480,0.5732,0.5714
2014-03-31,,,22.48800,15.88520,,,,,,,1.25000,1.23750
2013-12-31,,,,,,,,,,,-2.9214,-2.7107
2013-09-30,,,21.82540,14.28570,,,,,,,2.9214,2.7107
2013-06-30,,,,,,,,,,,0,0
2012-12-31,,,,,,,,,,,0,0
2011-12-31,,,,,,,,,,,0,0
