,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,3.17330,0.32390,0.48170,56.07920,27.10480,27.10480,26.47570,21.75720,0.15480,0.45910,1.53770,58.52940,6.01680,58.55750,3.36890,4.06800,25.44660,0.8722,0.6869
2022-09-30,2.93610,0.18620,0.23170,56.90980,29.01620,29.01620,27.54860,22.14870,0.18350,0.47350,1.53150,58.76440,6.13120,18.20910,4.06520,4.98960,23.43920,0.30350,0.10610
2022-06-30,2.80210,0.18550,0.23070,57.12100,27.92020,27.92020,26.02820,21.32430,0.17950,0.52730,1.58820,56.66710,5.80410,18.08860,3.82780,4.72750,22.95420,0.5396,0.3452
2022-03-31,2.55420,0.16940,0.20760,56.81860,27.09830,27.09830,26.17920,20.70700,0.17620,0.56140,1.69980,52.94640,5.45970,18.33190,3.64940,4.53480,22.41670,0.7997,0.4698
2021-12-31,2.49130,0.17510,0.21620,56.35630,27.79290,27.79290,26.51610,22.54520,0.18900,0.65960,1.70120,52.90490,6.41330,24.53310,4.26110,5.29000,21.51560,1.4959,1.2893
2021-09-30,2.54140,0.20780,0.26620,56.00450,28.97220,28.97220,28.62650,22.52320,0.19120,0.78500,1.57070,57.29980,6.72870,27.94530,4.30550,5.33060,20.76750,-0.44710,-0.63320
2021-06-30,1.72720,0.18230,0.22710,56.00920,27.58120,27.58120,27.30400,22.26910,0.18530,0.84330,1.42620,63.10480,6.76100,34.51900,4.12640,5.52840,19.81270,1.5243,1.337
2021-03-31,1.67270,0.20970,0.26980,58.17860,29.06290,29.06290,28.35780,-10.20870,0.16760,0.66420,1.46430,61.46370,-2.89680,-21.00200,-1.71140,-2.28920,18.61800,1.3623,1.179
2020-12-31,2.51410,0.22120,0.28820,57.80960,27.71410,27.71410,26.32360,22.43890,0.17490,0.71090,1.57060,57.30270,6.26580,33.15160,3.92560,4.87980,19.69010,1.1583,0.9199
2020-09-30,2.61080,0.28050,0.39440,58.33690,28.84470,28.84470,28.70610,23.72150,0.16270,0.65540,1.61750,55.64280,6.65850,51.51930,3.86020,4.79070,18.48660,0.98560,0.89320
2020-06-30,2.52750,0.31800,0.47100,58.33430,28.98030,28.98030,27.53230,23.08510,0.16790,0.76990,1.62300,55.45290,7.12190,112.17400,3.87660,4.85730,17.23430,2.2681,2.1446
2020-03-31,2.66490,0.37690,0.61020,58.43900,28.26680,28.26680,24.90790,21.20160,0.17060,0.89140,1.38680,64.89960,7.22990,-175.43500,3.61680,4.50500,15.59800,1.6442,1.4413
2019-12-31,2.60070,0.36310,0.57550,58.02160,26.87050,26.87050,24.28180,21.80980,0.16910,0.81800,1.39410,64.55620,7.11010,-171.89550,3.68760,4.52820,15.61630,0.4767,0.3049
2019-09-30,2.10930,0.36330,0.57630,57.50170,25.12300,25.12300,22.11080,17.64140,0.16390,0.81070,1.37910,65.25930,5.67470,-50.90520,2.89200,3.61300,14.72680,1.11900,0.96270
2019-06-30,2.06000,0.37790,0.61330,56.09870,17.17480,17.17480,13.58420,9.75940,0.17160,0.88520,1.33390,67.46940,3.32020,-22.46850,1.67490,2.06540,14.42480,0.9793,0.8259
2019-03-31,2.38180,0.39570,0.66080,57.52850,23.70440,23.70440,20.82800,15.91840,0.16160,0.87910,1.29490,69.50210,5.21520,-24.27500,2.57200,3.15180,14.10110,0.9676,0.8631
2018-12-31,2.43680,0.37740,0.61220,57.52300,24.12500,24.12500,22.46550,19.14280,0.16870,0.93270,1.36440,65.96100,6.37200,-43.28840,3.22910,3.96740,13.65200,0.8962,0.7687
2018-09-30,2.58420,0.21410,0.27870,58.32150,24.50060,24.50060,23.60800,17.97400,0.19180,0.86770,1.26850,70.94740,5.56440,22.68870,3.44700,4.37310,13.33570,0.33410,0.24390
2018-06-30,2.08450,0.11590,0.13670,53.75080,23.55310,23.55310,22.59660,17.60840,0.20350,1.07340,1.28930,69.80310,5.33330,14.17190,3.58400,4.71500,14.43080,0.8987,0.7764
2018-03-31,3.47680,0.28150,0.39190,58.19390,23.05020,23.05020,21.99720,18.61370,0.16740,0.85670,1.18700,75.82100,5.32790,14.53230,3.11600,3.82780,14.48230,1.034,0.9441
2017-12-31,1.29340,,0.50460,58.17520,24.28450,24.28450,23.57750,1.58450,0.16870,0.84940,1.24500,72.28670,0.47170,1.35290,0.26730,0.47170,14.13330,0.9197,0.809
2017-09-30,4.71560,0.33210,0.49710,58.35960,21.49450,21.49450,20.71670,16.44680,0.15010,0.72570,1.21400,74.13580,4.20220,11.85960,2.46800,2.80680,14.40650,0.65500,0.54330
2017-06-30,4.56510,0.35490,0.55020,58.16130,22.87820,22.87830,21.84730,18.25280,0.16050,0.86800,1.23560,72.83760,5.18350,16.03730,2.92950,3.34370,13.78770,0.9886,0.8591
2017-03-31,4.77390,0.38640,0.62990,58.28700,20.88610,20.88610,21.00140,17.07940,0.15020,0.82540,1.24320,72.39360,4.73450,16.34010,2.56600,2.90490,13.08300,0.4673,0.3658
2016-12-31,2.22790,0.33690,0.68330,58.27160,18.26840,18.26840,18.13870,14.46900,0.15960,0.87440,1.38130,65.15740,4.48750,19.75750,2.30970,2.97590,12.07640,0.8437,0.7404
2016-09-30,2.37670,0.33010,0.66180,57.83310,20.22690,20.22690,19.96460,16.35130,0.14010,0.77320,1.34080,67.12280,4.29360,18.11480,2.29080,2.87620,12.58140,0.60700,0.50450
2016-06-30,2.22530,0.34010,0.69200,58.12990,22.87450,22.87460,22.64180,16.02730,0.15930,0.96750,1.35740,66.30280,4.90460,24.75590,2.55240,3.23670,12.04910,1.0003,0.8996
2016-03-31,4.88680,0.20650,0.26030,57.25760,22.98230,22.98230,24.01430,20.00340,0.18570,0.83290,1.26720,71.02200,5.42550,8.24990,3.71390,4.30490,11.92160,0.886,0.7922
2015-12-31,5.08660,0.20810,0.26350,58.63270,23.75520,23.75520,25.01320,21.02700,0.20300,0.79180,1.37010,65.68670,6.27030,9.03490,4.26870,4.96530,10.88810,1.1056,1.0022
2015-09-30,5.95710,0.25520,0.34270,57.96690,23.81290,23.81290,24.15760,20.14270,0.18260,0.66910,1.25820,71.53000,5.67610,7.17650,3.67760,4.22740,10.46880,0.87580,0.76050
2015-06-30,5.28350,0.15920,0.18940,57.26120,21.97200,21.97190,22.98060,19.30460,0.20770,0.78440,1.24960,72.02320,5.51010,6.85490,4.00880,4.63280,11.29960,0.7005,0.6144
2015-03-31,6.05600,0.23070,0.29980,59.51070,25.05770,25.05770,27.06720,21.53460,0.18550,0.75960,1.19230,75.48640,5.92230,7.37340,3.99390,4.55630,10.90670,0.631,0.558
2014-12-31,6.00320,0.22060,0.28310,62.23450,25.80580,25.80580,27.31070,21.55820,0.18180,0.73250,1.21410,74.12630,5.74030,7.19390,3.91910,4.47380,11.31500,0.7475,0.6135
2014-09-30,6.03530,0.18520,0.22730,62.38530,24.88830,24.88830,26.79560,21.88750,0.16470,0.72550,1.14870,78.35230,5.03630,6.26270,3.60520,4.10370,11.82960,0.60650,0.46150
2014-06-30,5.77320,0.14610,0.17110,62.92140,23.71920,23.71920,25.68210,21.13090,0.17590,0.93070,1.15470,77.94420,4.99010,6.16250,3.71620,4.26120,12.53160,0.7876,0.6619
2014-03-31,6.33440,0.18970,0.23410,63.30180,26.32200,26.32200,28.38710,22.61900,0.16820,0.88530,1.15190,78.13090,5.32080,6.64480,3.80490,4.31160,12.05280,0.7215,0.594
2013-12-31,6.44180,0.21000,0.26590,64.72350,27.32470,27.32470,28.48020,22.54140,0.16390,0.76140,1.25770,71.55720,5.28610,6.65300,3.69360,4.17570,11.57510,0.5796,0.4442
2013-09-30,2.54950,0.00050,0.21320,63.74230,27.08810,27.08810,28.53810,22.62750,0.15320,0.73950,1.25310,71.81970,4.78160,5.94890,3.46650,4.77940,11.92170,0.62170,0.50650
2013-06-30,2.52390,0.00050,0.18680,62.67320,20.78250,20.78250,21.18290,17.61010,0.18750,1.06110,1.26690,71.03890,4.53350,5.67730,3.30270,4.53140,11.34050,0.8494,0.7396
2013-03-31,2.72190,0.00040,0.19280,62.42460,25.05310,25.05310,28.15360,22.13690,0.16150,0.86570,1.28050,70.28470,4.80230,5.89490,3.57540,4.80030,12.39490,0.73,0.594
2012-12-31,6.09340,0.14660,0.17180,61.80320,24.45180,24.45180,26.13290,20.69970,0.16160,0.73830,1.32300,68.02570,4.45000,5.51240,3.34460,3.79780,12.21550,0.6361,0.5424
2012-09-30,5.73140,0.13530,0.15650,61.41570,23.69200,23.69200,26.75680,20.97690,0.15140,0.67860,1.26000,71.42860,4.19470,5.21710,3.17490,3.62730,11.87580,0.53580,0.44110
2012-06-30,5.38320,0.13490,0.15600,60.89050,24.12580,24.12580,26.48620,20.66170,0.17400,0.83430,1.30300,69.07160,4.78020,5.92690,3.59460,4.13510,11.31960,0.6214,0.544
2012-03-31,5.14940,0.12740,0.14670,60.30140,21.92890,21.92890,24.06570,18.50990,0.16400,0.75520,1.28760,69.89970,4.01580,5.04110,3.03510,3.50400,11.22510,0.606,0.5362
2011-12-31,5.45970,0.12600,0.14510,59.72120,20.21230,20.21230,24.92380,18.89540,0.16300,0.72670,1.38150,65.14880,4.02750,5.07720,3.07970,3.52010,10.78990,0.7576,0.6727
2011-09-30,5.06300,0.07740,0.08660,58.78950,19.33900,19.33900,21.12530,16.04900,0.16260,0.69020,1.24150,72.49350,3.26130,4.14970,2.61040,3.00880,10.48250,0.58110,0.49750
2011-06-30,6.18870,0.05460,0.05790,58.16750,19.50760,19.50760,22.58290,17.10250,0.16530,0.71230,1.20530,74.66730,3.37840,4.04000,2.82620,3.19390,11.41130,0.4764,0.3646
2011-03-31,6.28440,0.04590,0.04820,58.25970,20.41830,20.41830,22.67240,17.03070,0.15960,0.63780,1.20840,74.48080,3.20730,3.85670,2.71890,3.06010,10.89550,0.5163,0.4146
2010-12-31,4.64430,,0.04000,60.78680,22.83540,22.83540,25.79240,19.10410,0.16240,0.55840,1.27140,70.78560,3.62900,4.35930,3.10240,3.62900,10.49600,0.4315,0.3191
2010-09-30,3.73190,,0.06350,61.68320,23.54300,23.54300,27.14570,20.10840,0.15740,0.50450,1.18490,75.95450,3.83980,4.70790,3.16410,3.83980,9.72880,0.37730,0.27950
2010-06-30,3.15140,,0.09450,59.85380,23.53380,23.53380,24.66900,18.23430,0.17930,0.63050,1.25550,71.68220,4.12930,5.02520,3.26890,4.12930,8.50730,0.3832,0.277
2010-03-31,3.17050,0.02160,0.10790,59.78020,21.95480,21.95480,24.27990,17.52460,0.16260,0.56660,1.20580,74.63930,3.66560,4.51860,2.85000,3.58630,8.79050,0.3389,0.2641
2009-12-31,3.85520,0.07000,0.11540,59.68180,21.05230,21.05230,22.93320,16.71300,0.16970,0.60660,1.27550,70.56130,3.65660,4.63100,2.83630,3.40080,8.36070,0.0736,-0.0203
2009-09-30,3.21530,0.07330,0.13580,60.80280,21.32170,21.32170,23.44450,17.04590,0.15250,0.55290,1.15510,77.91370,3.50000,4.44910,2.59870,3.24360,8.02330,0.41780,0.32610
