,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,1.15710,0.51090,1.06940,100.00000,13.54040,13.54040,12.20630,9.27920,0.15010,0.85820,104.87460,4.38180,-5.85890,1.40790,2.14320,21.34700,2.9588,2.7577
2022-09-30,1.03870,0.51510,1.16090,100.00000,16.58280,16.58280,15.36690,11.44650,0.14900,0.81970,109.79240,5.63780,-6.74160,1.72380,2.73400,19.71850,2.7564,2.4991
2022-06-30,1.16430,0.49000,1.08070,100.00000,25.35790,25.35790,24.39120,17.97730,0.16090,0.85570,105.17570,8.95850,-12.89560,2.92460,4.56920,21.86750,2.5254,2.2928
2022-03-31,1.18230,0.48610,1.05260,100.00000,26.04070,26.04070,25.66230,19.30080,0.16470,0.93060,96.71470,9.73470,-13.89100,3.22370,5.00280,22.21790,-1.37920,-1.61890
2021-12-31,1.24200,0.49350,0.97580,100.00000,19.19410,19.19410,18.70740,15.63170,0.14940,0.91960,97.86650,7.19120,-10.20870,2.34670,3.64250,22.28640,2.8109,2.5419
2021-09-30,1.18290,0.50850,1.08660,100.00000,16.14660,16.14660,15.62300,11.71720,0.13900,0.81490,110.44290,5.48140,-6.49340,1.64330,2.69440,19.56220,2.5809,2.3529
2021-06-30,1.30210,0.49980,1.04960,100.00000,24.47680,24.47680,24.09810,16.34440,0.15220,0.85920,104.74590,8.05730,-10.05110,2.50960,4.03000,20.24600,2.2558,2.0956
2021-03-31,1.23290,0.51630,1.17310,100.00000,26.71650,26.71650,26.00830,19.33900,0.15750,0.90820,99.10090,10.40020,-11.78970,3.09240,5.03070,18.86120,-0.79380,-0.92800
2020-12-31,1.24390,0.53830,1.22170,100.00000,12.93030,12.93030,12.22830,8.46920,0.13360,0.82910,108.54620,4.09290,-4.23180,1.14680,1.88970,18.23820,2.7012,2.5645
2020-09-30,1.27290,0.56850,1.45660,100.00000,13.60890,13.60890,11.56750,7.96370,0.12140,0.75780,118.76010,3.65630,-3.55830,0.97920,1.57760,17.26180,2.7732,2.6216
2020-06-30,1.36590,0.58820,1.57300,100.00000,21.12680,21.12680,18.78730,13.65480,0.13020,0.74180,121.32490,6.91130,-6.32770,1.80300,2.84630,16.57260,2.3821,2.2221
2020-03-31,1.12980,0.60120,1.83060,100.00000,23.00580,23.00580,21.65130,16.21160,0.14820,0.83680,107.55110,10.29390,-7.96970,2.44340,4.10560,14.72680,-1.25100,-1.48240
2019-12-31,1.05820,0.57490,1.50520,100.00000,13.88370,13.88370,12.45310,9.16980,0.13600,0.81440,110.51590,4.98550,-4.16750,1.26290,2.11950,15.77150,2.094,1.818
2019-09-30,1.13730,0.59450,1.61190,100.00000,11.76920,11.76920,10.43350,7.63610,0.12760,0.76340,117.89820,3.92460,-3.26990,0.98400,1.59160,15.43970,2.0557,1.8183
2019-06-30,1.17930,0.57890,1.57390,100.00000,15.63580,15.63580,12.64660,7.63390,0.13540,0.78320,114.91610,4.12620,-3.72900,1.07110,1.73770,16.45780,1.0108,0.8412
2019-03-31,2.20860,0.58960,1.63210,100.00000,23.04100,23.04100,23.18840,17.58780,0.13510,0.87930,102.35810,9.10340,-22.59870,2.41230,3.73630,15.75090,-0.54010,-0.68100
2018-12-31,1.20510,0.42080,0.76790,100.00000,16.72950,16.72950,6.03450,4.12180,0.17200,0.85990,104.66860,2.09650,-4.60600,0.73690,1.21430,15.05250,2.1652,1.986
2018-09-30,1.26210,0.42240,0.81590,100.00000,15.43950,15.43950,10.98740,7.87670,0.16580,0.78280,114.96580,3.70120,-8.64850,1.32050,2.13790,14.97020,1.7797,1.612
2018-06-30,1.46470,0.42710,0.80180,100.00000,18.50560,18.50560,19.25550,14.22070,0.17650,0.81160,110.89720,6.87440,-20.50500,2.53320,3.93830,15.43550,1.5148,1.364
2018-03-31,1.52110,0.42030,0.78880,100.00000,22.70000,22.70000,22.90000,17.25000,0.18710,0.87680,102.64500,8.67720,-28.65380,3.25550,5.03040,15.79150,-0.70820,-0.81910
2017-12-31,1.30500,0.41250,0.73730,100.00000,18.18180,18.18180,17.42200,0.78700,0.18040,0.89160,100.94170,0.37620,-0.95860,0.13710,0.22100,14.62910,1.4566,1.3006
2017-09-30,1.36730,0.43430,0.76960,100.00000,16.01320,16.01320,16.07300,11.76300,0.16970,0.85470,105.30080,5.56720,-12.07050,2.01630,3.14930,13.95070,1.5312,1.3899
2017-06-30,1.42010,0.43650,0.79740,100.00000,20.05720,20.05720,20.34340,14.33480,0.17980,0.87730,102.59230,7.16710,-17.01340,2.60780,4.03890,13.79470,1.424,1.2716
2017-03-31,1.38820,0.45290,0.89000,100.00000,21.38170,21.38170,21.49590,16.24320,0.18470,0.92310,97.50210,8.73240,-16.79740,3.04710,4.77760,12.85180,-0.76440,-0.88120
2016-12-31,1.19650,0.41750,0.76640,100.00000,11.89060,11.89060,17.47920,12.96080,0.18490,0.92340,97.46430,7.03130,-13.68290,2.42440,4.09580,12.20230,1.704,1.5519
2016-09-30,1.36180,0.39950,0.70420,100.00000,18.24560,18.24560,16.74640,12.08930,0.17080,0.87010,103.43540,5.68550,-18.04510,2.09170,3.41390,13.07590,1.69,1.5821
2016-06-30,1.40700,0.40140,0.70950,100.00000,21.50470,21.50470,20.17180,13.98100,0.18680,0.90730,99.19730,7.15880,-21.86790,2.65550,4.28530,12.91790,1.5408,1.4206
2016-03-31,1.51880,0.41220,0.74040,100.00000,21.97240,21.97240,20.56360,14.41850,0.18400,0.91470,98.39030,7.23670,-22.13190,2.70300,4.25380,12.98320,-1.10460,-1.19960
2015-12-31,1.36030,0.40000,0.66860,100.00000,17.79510,17.79510,16.50690,11.23430,0.18320,0.96170,93.58600,5.75580,-16.35820,2.08610,3.45330,12.65000,1.6669,1.5277
2015-09-30,1.62340,0.41080,0.70690,100.00000,14.79940,14.79940,14.67100,10.36920,0.17580,0.88570,101.61480,5.18680,-16.45820,1.85620,3.05620,12.14440,1.6485,1.5086
2015-06-30,1.65180,0.35760,0.57280,100.00000,19.50390,19.50390,18.44960,12.99230,0.18520,0.88140,102.11160,6.24270,-33.43730,2.46370,4.01050,12.93270,1.1666,1.0083
2015-03-31,1.88050,0.35810,0.56670,100.00000,22.86160,22.86160,21.89740,14.99220,0.19100,0.95120,94.61900,7.25630,-51.39320,2.95830,4.65810,12.74670,-0.95960,-1.12480
2014-12-31,1.50480,0.32070,0.47370,100.00000,16.51260,16.51260,11.33700,9.05730,0.18240,0.96120,93.63220,3.77120,-33.62500,1.51180,2.56170,13.20580,1.761,1.6146
