,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2023-01-31,2.12090,0.15190,0.17910,65.37180,34.79840,34.79840,33.03370,29.58720,0.06470,0.73890,1.99380,45.14000,2.63190,-30.57270,1.91400,2.23210,72.21770,2.75110,2.40650
2022-10-31,2.02160,0.15220,0.17960,65.97910,33.94620,33.94620,32.26920,28.82720,0.06460,0.78930,1.80380,49.89400,2.56740,-25.21330,1.86120,2.17660,71.59950,2.1648,1.5865
2022-07-31,1.92110,0.14580,0.17070,65.69840,28.72480,28.72480,27.26590,24.08410,0.06180,0.88640,1.78460,50.43220,2.04430,-18.51090,1.48770,1.74620,71.23390,2.4405,2.119
2022-04-30,1.99220,0.14420,0.16860,65.42660,30.89310,30.89310,29.58370,26.35450,0.05850,0.95560,1.84800,48.70110,2.11130,-19.18520,1.54190,1.80670,71.37240,2.3336,2.1063
2022-01-31,2.08680,0.14320,0.16710,52.22970,13.58860,13.58860,12.05360,10.43390,0.05240,1.31850,1.63980,54.88350,0.74830,-6.55000,0.54690,0.64120,71.51970,1.61540,1.40580
2021-10-31,1.94140,0.14130,0.17820,47.94990,4.23180,4.23180,-6.67500,3.23510,0.04470,1.01430,1.60350,56.12790,0.19920,-1.80500,0.14470,0.17110,72.32120,1.9902,1.7064
2021-07-31,1.10640,0.23770,0.41990,69.43070,34.66160,34.66160,32.53700,28.61590,0.08130,0.81770,2.13670,42.12100,4.10400,-15.42130,2.32570,3.12830,33.30660,1.6992,1.4664
2021-04-30,1.04540,0.23910,0.42310,68.41410,31.28010,31.28010,28.64950,25.45460,0.07700,0.81840,2.04070,44.10250,3.47580,-12.05230,1.95900,2.64470,32.98870,1.9793,1.8201
2021-01-31,1.56540,0.28200,0.42580,67.07730,29.76400,29.76400,28.01600,24.92970,0.07270,0.82940,1.88460,47.75670,3.21420,-10.41470,1.81210,2.30780,32.76750,1.14700,0.96640
2020-10-31,1.84450,0.30010,0.42880,67.03050,30.24790,30.24790,27.34140,25.32450,0.07110,0.82730,2.06950,43.48980,3.22160,-9.83340,1.80040,2.25470,32.47210,1.8085,1.7281
