,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,1.51460,0.33660,0.50850,68.84640,12.36890,12.36890,12.18380,3.85560,0.09980,0.54150,1.64570,54.68850,0.79090,-11.12890,0.42810,0.52480,12.26010,0.5606,0.4148
2022-09-30,1.44940,0.32680,0.48660,69.11670,11.29340,11.29340,7.72870,5.48900,0.09920,0.54750,1.69430,53.11990,1.06570,-14.80320,0.58850,0.71740,12.31750,0.3261,0.2228
2022-06-30,1.30900,0.33780,0.52010,68.83480,13.00860,13.00860,10.63500,7.58320,0.10080,0.57710,1.69220,53.18430,1.50710,-13.12470,0.80770,0.99800,12.06450,0.2135,0.1412
2022-03-31,1.18480,0.35140,0.55600,68.44020,15.39990,15.39990,5.15530,3.20560,0.09360,0.55010,1.62170,55.49900,0.66330,-3.97000,0.34330,0.43020,11.70660,-0.04030,-0.11890
2021-12-31,1.47800,0.34630,0.54540,68.91590,5.75630,5.75630,3.80560,2.59030,0.09700,0.60370,1.75870,51.17370,0.56550,-6.32150,0.29170,0.36970,11.66030,0.3346,0.1516
2021-09-30,1.54870,0.34900,0.55190,69.30420,13.19920,13.19920,16.47340,13.81310,0.09200,0.56140,1.75670,51.23120,2.54540,-26.41870,1.31440,1.65700,11.55440,0.3225,0.2503
2021-06-30,1.65920,0.35690,0.57140,69.28830,8.51480,8.51480,4.84240,5.58990,0.09870,0.66080,1.83700,48.99250,1.16670,-25.83330,0.59680,0.75030,11.21320,0.4486,0.3768
2021-03-31,1.79810,0.36620,0.57860,67.51450,13.40840,13.40840,11.80960,11.88230,0.08910,0.63540,1.68730,53.33940,2.16920,-29.91230,1.10360,1.37490,11.06530,0.19850,0.14890
2020-12-31,1.81850,0.37330,0.59660,63.10930,1.88330,1.88330,11.33680,7.23780,0.08800,0.73950,1.76880,50.88260,1.38320,-39.11440,0.68880,0.86690,10.81870,0.4809,0.3714
2020-09-30,1.86550,0.37470,0.59980,67.31850,-7.74730,-7.74730,-8.53700,-6.35580,0.08620,0.59040,1.66400,54.08800,-0.99590,11.31390,-0.50250,-0.62280,10.86980,0.4474,0.4163
2020-06-30,1.86710,0.37270,0.61040,60.50920,-3.49480,-3.49480,-9.03640,-7.63850,0.06500,0.52180,1.37470,65.46680,-0.94770,8.99700,-0.48020,-0.59450,10.92650,0.1906,0.1429
2020-03-31,1.21300,0.40330,0.74870,68.30520,5.74130,5.74130,0.86510,0.43260,0.08440,0.49510,1.61260,55.81200,0.07240,-0.27120,0.03320,0.04320,9.86490,-0.05450,-0.12310
2019-12-31,0.96570,0.38240,0.72120,70.73000,7.19700,7.19700,-0.20660,137.60330,0.09500,0.53890,1.58860,56.65290,28.79590,-95.48390,13.07380,17.78450,9.94820,0.4915,0.3608
2019-09-30,1.13940,0.49720,1.12250,71.29660,14.14850,14.14850,3.36170,4.65460,0.10120,0.49620,1.50720,59.71190,1.29920,-1.50180,0.47090,0.65320,6.95880,0.3543,0.271
2019-06-30,1.30600,0.44610,1.01220,71.18970,14.59520,14.59520,5.51120,5.85330,0.10820,0.58310,1.53680,58.56330,1.63410,-2.79390,0.63350,0.90500,6.77310,0.2073,0.1427
2019-03-31,1.39180,0.45120,0.99950,70.71800,21.70080,21.70080,18.33130,17.00760,0.10470,0.59450,1.53790,58.51990,4.59270,-7.86060,1.78140,2.52040,6.63970,0.24850,0.20520
2018-12-31,0.76100,0.35500,0.80860,71.57360,12.41700,12.41700,11.55800,15.07220,0.12200,0.62610,1.59270,56.50920,4.42410,-6.94620,1.83820,2.85310,6.30230,0.0139,-0.052
2018-09-30,0.78140,0.36700,0.79940,71.87630,16.25570,16.25570,19.05560,18.05270,0.11740,0.59260,1.51460,59.42330,5.21170,-7.71980,2.11980,3.29900,5.99040,0.3574,0.3036
2018-06-30,0.82660,0.38300,0.83850,70.32130,15.70280,15.70280,13.93570,22.28920,0.12690,0.67990,1.56900,57.36150,7.17980,-10.23560,2.83460,4.42960,5.60630,-0.2883,-0.3411
2018-03-31,0.81800,0.40590,0.82010,71.75280,17.15010,17.15010,13.57710,12.52630,0.12390,0.60380,1.50570,59.77300,4.22540,-5.24090,1.54670,2.50990,5.09560,0.13820,0.09520
2017-12-31,0.67600,0.35240,0.80090,72.02160,13.24200,13.24200,9.46450,-25.52930,0.12650,0.62520,1.55620,57.83310,-8.75770,10.54440,-3.22450,-5.67100,5.10520,0.4917,0.4348
2017-09-30,0.72040,0.36790,0.74880,71.33210,16.96670,16.96670,13.90640,12.73630,0.11920,0.59150,1.51160,59.54100,3.72960,-5.57420,1.51860,2.35750,5.52760,0.3237,0.281
2017-06-30,0.74930,0.39970,0.80650,71.99820,9.96900,9.96900,4.03190,6.46880,0.12280,0.61780,1.56300,57.58090,2.01800,-2.62730,0.79430,1.21140,5.27920,0.2135,0.1647
2017-03-31,0.86700,0.43850,0.78180,69.90740,16.85190,16.85190,14.12040,13.42590,0.12040,0.66940,1.51150,59.54170,4.11170,-5.40040,1.61620,2.30860,5.15160,-0.00500,-0.08560
2016-12-31,0.90300,0.44600,0.81450,71.79370,6.38980,6.38980,4.06210,5.65950,0.12110,0.64710,1.48850,60.46550,1.84170,-2.12770,0.68520,1.02030,4.94310,0.4916,0.37
2016-09-30,1.05470,0.44370,0.83690,71.78150,16.53210,16.53210,12.20900,10.83140,0.11890,0.59520,1.51990,59.21620,3.51740,-3.89480,1.28840,1.95660,4.76110,-0.0289,-0.079
2016-06-30,1.04650,0.45410,0.87250,69.94360,-15.71030,-15.71030,-18.67360,-9.73660,0.11920,0.65140,1.53280,58.71590,-3.32800,3.34680,-1.16040,-1.81690,4.57790,0.3109,0.2525
2016-03-31,1.21320,0.45650,0.87920,70.82490,14.91850,14.91850,11.60900,10.28510,0.11080,0.56070,1.52130,59.15990,3.12840,-3.32130,1.14010,1.70020,4.76680,0.08470,0.06280
2015-12-31,1.42840,0.47310,0.89830,70.98080,-11.47620,-11.47620,-17.03740,-7.17900,0.10910,0.56500,1.55140,58.01320,-2.24680,2.23730,-0.78310,-1.18390,4.69310,0.3136,0.2499
2015-09-30,1.54690,0.47480,0.91400,71.45130,-15.83690,-15.83690,-19.43860,-10.48730,0.10370,0.49630,1.48190,60.73090,-3.08890,3.14990,-1.08700,-1.62220,4.76630,0.3022,0.2493
2015-06-30,1.94790,0.43510,0.77690,70.70000,11.88280,11.88280,5.69720,5.53450,0.10760,0.55790,1.54230,58.35590,1.55020,-2.12850,0.59570,0.87560,4.90260,0.0471,0.014
2015-03-31,1.29480,0.37160,0.65650,70.58820,1.35750,1.35750,-2.88460,-0.05660,0.10730,0.54280,1.52280,59.10070,-0.01540,0.02040,-0.00610,-0.00970,4.85140,-0.14770,-0.18220
2014-12-31,1.26700,0.37300,0.65730,70.32330,-26.12610,-26.12610,-29.35880,-15.84530,0.11080,0.59200,1.59510,56.42290,-4.63060,5.92430,-1.75630,-2.90350,4.86420,0.343,0.2811
2014-09-30,1.74450,0.38800,0.63450,70.20590,3.46700,3.46700,0.16250,2.32940,0.11040,0.55610,1.49720,60.11380,0.64170,-0.87190,0.25720,0.39270,5.05350,0.2561,0.2147
2014-06-30,1.81270,0.39380,0.65020,69.94130,-3.68390,-3.68390,-5.55260,0.21360,0.11370,0.59330,1.45530,61.84200,0.06110,-0.08250,0.02430,0.03710,4.94350,0.2123,0.1639
2014-03-31,1.70800,0.39380,0.65030,69.72940,11.10490,11.10490,8.23000,7.49720,0.10860,0.57990,1.45770,61.74180,2.03550,-2.67880,0.81420,1.23390,4.94080,0.14680,0.10300
2013-12-31,1.65080,0.39320,0.64840,69.74970,6.90970,6.90970,3.21000,5.87600,0.11090,0.61980,1.40630,63.99890,1.65160,-2.11600,0.65170,1.00220,4.94520,0.2046,0.1421
2013-09-30,1.85330,0.39280,0.64740,70.60520,5.93660,5.93660,-2.30550,-0.28820,0.10260,0.56980,1.40150,64.21900,-0.07620,0.10150,-0.02960,-0.04630,4.90200,0.1931,0.1501
2013-06-30,1.41220,0.35580,0.64390,70.70210,12.16140,12.16140,8.40240,7.18630,0.10640,0.62950,1.41550,63.58210,1.96880,-2.61250,0.76490,1.26830,4.93000,0.2916,0.254
2013-03-31,1.89610,0.39520,0.65420,67.17770,-18.73940,-18.73940,-22.37370,-20.10220,0.10510,0.67920,1.42940,62.96420,-5.44360,6.77380,-2.11180,-3.29210,4.81560,0.13830,0.13830
2012-12-31,1.70540,0.38230,0.61950,68.02200,6.42860,6.42860,2.80220,3.35160,0.10610,0.65840,1.49550,60.18130,0.88790,-1.13130,0.35560,0.54850,5.06740,0.27,0.2385
2012-09-30,1.74820,0.38380,0.62320,67.83860,-34.23630,-34.23630,-38.21330,-38.27090,0.10270,0.61250,1.44950,62.09220,-9.72470,13.14850,-3.92950,-5.99280,4.97350,0.205,0.1701
2012-06-30,1.73410,0.35500,0.55090,68.38070,-196.22540,-196.22540,-197.92120,-195.73300,0.10260,0.64370,1.47060,61.19800,-46.29920,71.63160,-20.08080,-29.86400,5.45560,0.2891,0.2516
2012-03-31,1.85200,0.27190,0.37370,66.18440,10.50380,10.50380,6.59160,6.05570,0.08810,0.70980,1.41790,63.47270,0.99160,-2.37990,0.53340,0.72200,7.94570,0.14580,0.10040
2011-12-31,1.71830,0.27270,0.37530,64.28570,9.25320,9.25320,5.41130,5.79000,0.08680,0.70890,1.48310,60.68180,0.94250,-2.19220,0.50260,0.68550,7.83480,0.2312,0.1866
2011-09-30,1.70270,0.26990,0.37000,63.71400,9.28500,9.28500,5.92320,7.57740,0.08720,0.69960,1.51500,59.40770,1.23250,-2.95100,0.66040,0.89990,7.67550,0.2416,0.1956
2011-06-30,1.66440,0.26670,0.36400,65.16460,12.00000,12.00000,8.00000,7.39240,0.09160,0.74220,1.48050,60.78990,1.26520,-2.97840,0.67720,0.92770,7.54840,0.2539,0.1999
