,long-term-debt-capital,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2017-12-31,0.55060,1.23700,25.71260,-20.50320,0.01390,-1.76890,-2.52070,-0.23570,-0.79490,100.36560,8.3898,7.8932
2017-09-30,0.53920,1.18550,30.76480,20.32220,0.01430,2.26700,3.19180,0.31460,1.04460,103.53410,6.2476,5.6502
2017-06-30,0.49930,1.01660,30.38340,19.33120,0.01400,2.13080,3.02490,0.29860,1.06690,101.58720,7.9055,7.371
2017-03-31,0.49660,1.00830,24.41120,16.55290,0.01300,1.65490,2.37180,0.22810,0.83300,99.51010,6.48290,6.02790
2016-12-31,0.55590,1.27250,23.57710,14.74870,0.01350,1.66900,2.40340,0.22210,0.74120,98.94240,3.7642,3.2403
2016-09-30,0.54920,1.24070,31.02810,19.74140,0.01410,2.10730,3.01300,0.29440,0.94990,98.55080,6.7756,6.3987
2016-06-30,0.54740,1.23020,29.32220,18.68300,0.01370,1.96020,2.80550,0.27810,0.88720,95.08920,4.9475,4.5739
2016-03-31,0.50960,1.05850,31.32330,20.66910,0.01420,2.13390,3.06490,0.30820,1.04640,92.72880,7.76890,7.51520
2015-12-31,0.55150,1.25020,27.71080,17.61530,0.01440,1.92030,2.76800,0.27180,0.86130,89.67870,1.9963,1.7778
2015-09-30,0.46690,0.89710,34.27620,22.44180,0.01530,2.34460,3.31730,0.35640,1.25000,89.14650,8.6068,8.2693
2015-06-30,0.48460,0.98090,27.20670,18.26990,0.01460,1.82600,2.60750,0.27440,0.94110,86.01370,4.3,4.1598
2015-03-31,0.46720,0.89720,35.29290,23.66300,0.01540,2.47980,3.57140,0.37030,1.32130,83.44850,3.57680,3.30220
2014-12-31,0.51360,1.07560,30.18710,20.70580,0.01530,2.15300,3.12150,0.31480,1.04720,81.41260,2.7081,2.5435
2014-09-30,0.47550,0.95970,35.75120,22.72920,0.01550,2.55580,3.74400,0.37470,1.34040,78.81090,5.0425,4.7621
2014-06-30,0.45840,0.89270,37.46850,24.70610,0.01600,2.74790,4.03510,0.40360,1.48830,77.98350,3.0743,2.8638
2014-03-31,0.40030,0.70370,36.74220,24.50920,0.01600,2.62610,3.89910,0.38690,1.57480,74.70690,5.44370,5.22140
2013-12-31,0.48840,0.97650,29.47460,18.20360,0.01540,2.10170,3.16410,0.29470,1.07530,72.69740,2.7144,2.3746
2013-09-30,0.41940,0.76280,35.25620,22.63640,0.01660,2.67780,4.01520,0.38570,1.55470,71.74230,5.914,5.626
2013-06-30,0.45650,0.88280,38.10500,22.37490,0.01640,2.98970,4.52080,0.41380,1.62500,70.17210,4.3205,3.9587
2013-03-31,0.47010,0.90790,35.89800,22.24600,0.01550,2.74600,4.13930,0.37780,1.45510,70.71450,4.04230,3.63980
2012-12-31,0.54580,1.23240,30.56110,17.90750,0.01430,2.03210,3.09460,0.26300,0.92300,69.56120,1.3711,0.9973
2012-09-30,0.48530,0.96740,36.13680,24.60150,0.01580,3.06040,4.60980,0.39340,1.54120,68.24720,8.5267,8.3614
2012-06-30,0.48320,0.96460,6.98640,2.72350,0.01140,0.51890,0.82730,0.06510,0.26820,64.04940,3.3333,3.188
2012-03-31,0.46500,0.89000,42.59510,32.00370,0.01480,4.07310,6.44400,0.51110,2.17910,63.68210,3.58090,3.27680
2011-12-31,0.56220,1.33350,17.90530,11.94730,0.01550,1.38540,2.55690,0.19950,0.60650,64.49870,3.3774,3.2761
2011-09-30,0.52810,1.16810,34.96600,23.01810,0.01760,2.94440,5.47990,0.43220,1.38950,63.92460,3.4215,3.1809
2011-06-30,0.55070,1.31570,38.21920,24.95890,0.01830,3.29490,6.26450,0.47310,1.48020,62.44440,5.379,5.1804
2011-03-31,0.57860,1.44450,39.06430,28.63590,0.01780,3.74590,7.39630,0.51780,1.57850,60.05530,4.06040,3.91480
2010-12-31,0.60280,1.57480,33.04520,22.28630,0.01580,2.63740,5.40540,0.35440,1.04760,58.07490,0.3061,0.0528
2010-09-30,0.62470,1.70110,36.61480,25.50020,0.01600,3.13880,6.56080,0.41540,1.17790,57.04060,6.9988,6.8354
2010-06-30,0.65170,1.90020,37.12670,19.11350,0.01610,3.21330,6.95090,0.41120,1.11910,55.32600,6.102,5.9358
2010-03-31,0.68360,2.16100,34.29390,22.62540,0.01400,2.95390,6.67590,0.35870,0.93450,53.40340,4.44840,4.28570
2009-12-31,0.42770,0.79030,22.74990,14.88330,0.01490,1.51980,3.10990,0.23820,0.86970,58.41770,-1.5292,-1.6206
2009-09-30,0.44860,0.81360,24.44440,16.51990,0.01420,1.66650,3.44170,0.25930,0.91890,57.62060,-0.408,-0.4586
2009-06-30,0.47970,0.92200,14.31120,-12.34950,0.01300,0.90410,1.91660,0.13320,0.47040,55.67660,2.9785,2.8313
2009-03-31,0.46090,0.85510,-8.82920,-10.74090,0.00900,-0.35170,-0.60800,-0.04680,-0.16750,67.59360,3.78930,3.51470
