,long-term-debt-capital,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-09-30,0.51530,1.07370,30.64740,22.64570,0.01610,3.33060,4.69380,0.38130,1.61430,133.15230,7.3728,6.7758
2022-06-30,0.52270,1.10350,35.87520,27.27020,0.01620,3.80270,5.25730,0.46130,1.81490,139.15450,7.5147,6.9951
2022-03-31,0.44270,0.80500,39.28760,30.92320,0.01730,4.26480,5.78190,0.55340,2.37660,141.21980,-0.19170,-0.74960
2021-12-31,0.40920,0.70600,39.53730,29.67560,0.01790,3.97520,5.24570,0.56110,2.34860,147.46330,10.3506,9.9235
2021-09-30,0.36600,0.59020,48.77630,36.55160,0.01920,4.88480,6.34870,0.72970,3.09720,147.64760,4.7731,4.3828
2021-06-30,0.35450,0.56240,53.52710,40.37970,0.02020,5.47320,7.07820,0.83530,3.53270,144.85980,9.0333,8.6662
2021-03-31,0.38070,0.62840,52.87300,40.77620,0.01870,5.43730,7.14960,0.78250,3.36750,133.94890,3.55570,3.16890
2020-12-31,0.39840,0.67340,43.31970,35.13360,0.01680,4.26550,5.63760,0.60910,2.56610,131.17140,10.0599,9.697
2020-09-30,0.41880,0.73250,49.67380,32.89360,0.01670,4.11820,5.49620,0.57030,2.39360,127.73150,6.1519,5.7165
2020-06-30,0.44160,0.80110,-63.20350,-43.67970,0.00550,-1.63620,-2.21500,-0.21770,-0.91360,122.81550,8.357,7.9447
2020-03-31,0.49310,0.97980,-104.21690,-77.76560,0.00460,-2.35790,-3.17650,-0.33760,-1.19520,124.81610,11.82040,11.48380
2019-12-31,0.48840,0.96010,25.81570,18.55950,0.01440,2.03060,2.71690,0.30180,1.03890,127.06050,8.8751,8.3249
2019-09-30,0.46040,0.86110,30.55950,22.77620,0.01470,2.28210,3.04740,0.35080,1.23150,125.04270,7.2809,6.7806
2019-06-30,0.46710,0.88280,34.64200,26.51330,0.01550,2.89780,3.92020,0.43250,1.54430,118.56920,8.9038,8.4547
2019-03-31,0.48330,0.94160,31.89240,25.00930,0.01440,2.63650,3.62140,0.37780,1.36230,113.88700,10.34990,9.96180
2018-12-31,0.53120,1.14010,23.12560,21.80470,0.01440,2.44640,3.40480,0.33930,1.14680,110.46850,8.0701,7.6521
2018-09-30,0.50580,1.03090,33.73730,25.28980,0.01570,2.96420,4.15500,0.41360,1.46500,106.90860,7.1474,6.6348
2018-06-30,0.51380,1.06780,42.12310,30.66260,0.01630,3.83970,5.41600,0.52670,1.86690,104.35490,8.3723,7.9114
2018-03-31,0.50420,1.03030,31.74790,24.52720,0.01440,2.72950,3.87400,0.37010,1.35330,101.26600,3.27420,2.85660
