,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2016-09-30,0.28040,0.38960,5.42210,5.42210,4.35550,3.34790,0.17650,2.53870,2.85540,0.61120,1.82690,13.93720,1.2074,1.1186
2016-06-30,0.25370,0.34000,6.02480,6.02480,4.93700,3.28050,0.18210,2.48740,2.81550,0.60990,1.85630,13.46540,1.287,1.1956
2016-03-31,0.26330,0.35740,8.06120,8.06120,6.97080,4.64600,0.18090,3.42200,3.90030,0.84210,2.52110,12.96720,1.39850,1.30910
2015-12-31,0.27090,0.37150,10.66020,10.66020,9.51790,6.11690,0.18110,4.80010,5.51290,1.17340,3.49990,12.49040,0.2242,0.1526
2015-09-30,0.26670,0.36370,9.26850,9.26850,8.13460,5.27700,0.17620,3.83950,4.40420,0.95710,2.81540,12.76430,1.2415,1.1882
2015-06-30,0.27120,0.37220,11.09910,11.09910,9.94260,6.87640,0.18030,5.00690,5.79320,1.25750,3.64890,12.56150,1.1211,1.0774
2015-03-31,0.26230,0.35550,10.15050,10.15050,9.05360,6.03840,0.18210,4.10450,4.11180,1.09970,3.02810,12.26270,1.30470,1.26950
2014-12-31,0.23810,0.31240,11.51430,11.51420,10.55600,7.15200,0.20070,5.34310,5.35300,1.43560,4.07110,11.78730,0.1093,0.0539
2014-09-30,0.23780,0.31210,10.27880,10.27880,9.26960,6.21260,0.18380,4.26950,4.27740,1.14210,3.25400,11.77070,1.0434,0.9968
2014-06-30,0.24540,0.32520,10.24780,10.24780,9.22490,6.18790,0.18630,4.32160,4.32980,1.15270,3.26100,11.47790,0.6432,0.5968
2014-03-31,0.22430,0.28910,11.09480,11.09480,10.23450,6.82510,0.19360,4.99020,4.99020,1.32140,3.87110,10.85580,1.10520,1.08180
2013-12-31,0.23120,0.30070,10.07620,10.07620,9.21450,6.49090,0.18920,4.84370,4.84370,1.22830,3.72400,10.38860,0.2512,0.1957
2013-09-30,0.22840,0.29600,8.66340,8.66340,7.63050,5.14010,0.18450,3.42140,3.42140,0.94820,2.63990,11.32100,1.0124,0.9539
2013-06-30,0.24030,0.31640,11.57050,11.57050,10.58650,7.06640,0.19270,4.97560,4.97560,1.36150,3.77980,10.86590,0.6893,0.6213
2013-03-31,0.24410,0.32290,11.43060,11.43060,10.43680,6.95480,0.18850,4.82960,4.82960,1.31080,3.65060,10.59320,1.19470,1.15020
2012-12-31,0.25560,0.34340,9.11600,9.11600,8.12530,5.72560,0.19170,4.14680,4.14680,1.09760,3.08670,9.93550,0.037,-0.0335
2012-09-30,0.23940,0.31470,10.30540,10.30540,9.32210,6.26140,0.18840,4.22600,4.22600,1.17940,3.21450,10.83940,0.8816,0.8337
2012-06-30,0.24710,0.32810,5.07050,5.07050,4.00910,2.83530,0.18410,1.88660,1.88660,0.52200,1.42050,10.31940,0.7029,0.6642
2012-03-31,0.24970,0.33280,10.38190,10.38190,9.30840,6.24270,0.18460,4.12130,4.12130,1.15260,3.09230,10.22640,1.16130,1.11460
2011-12-31,0.29610,0.42060,10.00860,10.00860,8.94360,6.11570,0.19210,4.42080,4.42080,1.17510,3.11200,9.47260,-0.0163,-0.0541
2011-09-30,0.29590,0.42020,6.58620,6.58620,5.47100,3.95430,0.17210,2.59100,2.59100,0.68050,1.82440,9.37210,0.7768,0.7484
2011-06-30,0.23580,0.30850,10.26420,10.26420,9.23650,6.33150,0.17760,3.86170,3.86170,1.12440,2.95120,9.87940,0.5644,0.5373
2011-03-31,0.23660,0.30990,14.99940,14.99940,14.00800,9.32070,0.18090,5.74150,5.74150,1.68590,4.38320,9.63950,1.02700,1.00110
2010-12-31,0.24460,0.32370,11.39290,11.39280,10.41090,7.30860,0.19360,4.94640,4.94640,1.41460,3.73670,9.13180,-0.006,-0.0431
2010-09-30,0.22580,0.29160,11.26410,11.26410,10.27190,6.93990,0.17110,3.89680,3.89680,1.18780,3.01700,10.11940,0.7283,0.7242
2010-06-30,0.25680,0.34550,9.71440,9.71440,8.48820,5.74830,0.17150,3.36100,3.36100,0.98570,2.49800,9.44370,0.804,0.785
2010-03-31,0.25960,0.35060,13.17280,13.17280,11.97250,8.06350,0.17420,4.75890,4.75890,1.40430,3.52360,9.26400,1.00540,0.98020
2009-12-31,0.27470,0.37870,12.74670,12.74670,11.64690,7.81930,0.19460,5.30560,5.30560,1.52130,3.84820,8.54680,0.1085,0.0854
2009-09-30,0.28370,0.39600,11.51110,11.51110,10.30100,7.47380,0.18010,4.91050,4.91050,1.34630,3.51740,8.12840,0.7275,0.7098
2009-06-30,0.30650,0.44190,11.04790,11.04790,9.87580,6.97920,0.18770,5.07820,5.07820,1.31030,3.52180,7.24260,0.5701,0.5458
2009-03-31,0.33580,0.50560,12.04080,12.04080,10.86150,6.70380,0.19040,5.40280,5.40280,1.27640,3.58840,6.32190,0.80570,0.77440
