,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,0.61020,0.66580,2.03460,60.08810,12.55900,12.55900,11.89800,-12.68490,0.06890,3.01190,2.02230,44.50430,-3.61740,-7.66170,-0.83500,-1.20890,18.60240,1.4791,-0.2133
2022-09-30,0.66190,0.65040,1.89160,62.07200,14.53240,14.53240,12.92090,9.61150,0.07750,3.65100,2.40320,37.45040,3.06100,6.12100,0.76700,1.07020,19.65530,0.9685,-0.1521
2022-06-30,0.75340,0.64730,1.86640,64.79770,15.86230,15.86230,8.55220,6.63590,0.06250,3.26320,2.03030,44.32930,1.69700,3.37080,0.42550,0.59860,19.80070,1.6213,0.5268
2022-03-31,0.51610,0.71300,2.64520,66.04220,18.70190,18.70190,12.41220,9.63530,0.06700,3.71790,2.17860,41.31150,3.28950,9.18070,0.64550,0.94400,15.33460,0.62170,-0.28900
2021-12-31,0.73300,0.71950,2.74970,67.03010,8.42110,8.42110,18.00750,16.05260,0.05850,3.37310,2.07980,43.27440,4.95680,14.06610,0.94650,1.39060,15.21230,1.2878,0.0538
2021-09-30,0.61850,0.75060,3.17330,67.79770,20.19850,20.19850,16.13320,14.82070,0.07120,4.10610,2.29030,39.29580,5.56220,22.35360,0.94860,1.38750,13.73760,1.389,0.3945
2021-06-30,0.82560,0.75600,3.26490,72.31120,11.89930,11.89930,5.87340,2.21210,0.05910,2.64960,1.98940,45.24030,0.78060,3.20090,0.13070,0.19040,13.65320,1.4918,0.3525
2021-03-31,0.68940,0.75100,3.28710,69.33240,20.50620,20.50620,15.48060,12.28910,0.06180,2.75910,2.13300,42.19370,4.55160,19.23080,0.75930,1.13310,13.53190,0.97980,-0.13050
2020-12-31,0.74220,0.75360,3.38220,71.58060,15.53020,15.53020,8.51400,9.53880,0.05710,2.27440,1.76300,51.04850,2.92940,13.09450,0.47680,0.72190,13.32490,1.0534,-0.1953
2020-09-30,0.70260,0.75540,3.14130,71.31040,23.85840,23.85840,19.06020,15.02320,0.07040,2.81490,2.25520,39.90730,6.39960,29.29940,1.07130,1.56510,13.24760,1.291,0.0258
2020-06-30,0.78070,0.75470,3.10460,72.64080,20.42030,20.42030,14.78990,12.25220,0.05950,2.27720,2.04710,43.96510,4.29790,20.13120,0.72400,1.05420,13.17630,1.3075,0.0626
2020-03-31,0.54180,0.75340,3.22160,70.76410,19.63820,19.63820,-1.32890,2.73160,0.06440,2.77890,2.16030,41.66110,0.35220,2.00670,0.05700,0.08680,12.57770,-1.03130,-2.16570
