,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-09-30,0.53670,1.20290,-2.13380,-2.13380,-2.13380,-1.38670,0.03020,-1.68800,-1.68800,-0.04280,-0.78210,46.54460,11.5677,11.5677
2022-06-30,0.40410,0.69750,-3.92440,-3.92440,-3.92440,-4.33910,0.01870,-1.97800,-1.97800,-0.08220,-1.17870,77.60700,4.0091,4.0091
2022-03-31,0.30590,0.45290,-0.87020,-0.87020,-0.87020,-0.23460,0.01510,-0.09850,-0.09850,-0.00500,-0.06840,118.92000,0.00270,0.00270
2021-12-31,0.22930,0.30900,8.45100,8.45100,8.45100,7.35510,0.01750,1.98380,1.98380,0.13250,1.52900,166.38410,8.4022,8.4022
2021-09-30,0.23000,0.31320,8.34530,8.34530,8.34530,7.06990,0.02320,2.50160,2.50160,0.16780,1.92620,165.08820,14.0556,14.0556
2021-06-30,0.23600,0.32310,17.42160,17.42160,17.42160,13.55780,0.01720,3.42790,3.42790,0.23560,2.61900,164.65560,10.962,10.962
2021-03-31,0.25130,0.35040,20.13920,20.13920,20.13920,16.68240,0.01870,4.77070,4.77070,0.30910,3.57170,149.07360,-8.26730,-8.26730
2020-12-31,0.22430,0.30260,5.61480,5.61480,5.61480,5.10950,0.01700,1.49830,1.49830,0.10860,1.16230,172.05760,-11.2957,-11.2957
2020-09-30,0.23170,0.31820,9.38090,9.38090,9.38090,9.64020,0.01690,2.25300,2.25300,0.16530,1.73100,169.15680,-1.7209,-1.7209
2020-06-30,0.23260,0.32010,-19.24890,-19.24890,-19.24890,-19.88440,0.01320,-3.61610,-3.61610,-0.26270,-2.77490,168.54070,-3.0354,-3.0354
2020-03-31,0.24810,0.37150,-2.51040,-2.51040,-2.51040,-2.01280,0.01540,-0.44210,-0.44210,-0.03090,-0.33240,155.06450,37.19400,37.19400
2019-12-31,0.22640,0.32300,6.99160,6.99160,6.99160,5.86800,0.02140,1.78600,1.78600,0.12690,1.38170,159.76400,9.4746,9.4746
2019-09-30,0.22410,0.31130,11.42010,11.42010,11.42010,9.38760,0.01710,2.14890,2.14890,0.16090,1.66730,166.49800,18.1753,18.1753
2019-06-30,0.22300,0.32980,5.69270,5.69270,5.69270,4.60100,0.01760,1.18740,1.18740,0.08450,0.92260,154.23310,12.7236,12.7236
2019-03-31,0.24820,0.37620,7.55420,7.55420,7.55420,6.17590,0.01780,1.68980,1.68980,0.11030,1.27040,136.12370,7.38750,7.38750
2018-12-31,0.26170,0.40440,5.71290,5.71290,5.71290,4.56810,0.02260,1.73160,1.73160,0.10420,1.27840,119.38050,26.6535,26.6535
2018-09-30,0.27010,0.42080,11.38220,11.38220,11.38220,10.35420,0.01960,3.55760,3.55760,0.20360,2.59680,113.61730,8.5813,8.5813
2018-06-30,0.25610,0.38660,1.70590,1.70590,1.70590,1.34430,0.01790,0.41160,0.41160,0.02440,0.30620,116.32920,10.2558,10.2558
2018-03-31,0.25800,0.37420,12.30650,12.30650,12.30650,9.90770,0.01660,2.61430,2.61430,0.16440,1.93980,123.92430,5.34000,5.34000
2017-12-31,0.23960,0.34030,6.86140,6.86140,6.86140,23.14790,0.01950,7.09030,7.09030,0.46450,5.39180,129.00420,10.6739,10.6739
2017-09-30,0.25330,0.38590,18.51900,18.51900,18.51900,13.71910,0.01990,4.43190,4.43190,0.27290,3.30930,119.05130,9.4223,9.4223
2017-06-30,0.26600,0.39900,4.52350,4.52350,4.52350,3.65300,0.01650,1.01970,1.01970,0.06100,0.74850,113.89930,7.0223,7.0223
2017-03-31,0.27580,0.41100,12.74320,12.74320,12.74320,10.01460,0.01710,2.92080,2.92080,0.17210,2.11510,109.42100,3.75310,3.75310
2016-12-31,0.28130,0.41600,2.42910,2.42910,2.42910,2.17620,0.01660,0.63570,0.63570,0.03740,0.45690,107.28770,-5.1195,-5.1195
