,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,1.03010,0.47250,1.25710,41.07020,23.61940,25.34070,23.61940,19.38420,0.17770,0.91890,1.07700,83.56690,11.83220,-27.88450,3.39650,6.24150,27.87980,0.57400,0.36450
2022-09-30,1.01080,0.48730,1.27170,41.68740,19.08480,20.62270,19.08480,15.93850,0.19760,1.17620,1.22430,73.50940,11.13800,-23.84160,3.12310,5.70990,26.18660,3.4162,3.0732
2022-06-30,1.06430,0.56330,1.51390,40.75790,17.48360,19.04810,17.48360,15.13180,0.18230,1.17920,1.15660,77.81680,10.97710,-16.08380,2.72970,4.79370,23.27210,2.964,2.8033
2022-03-31,1.08500,0.54190,1.40180,36.72920,2.27310,3.93780,2.27310,2.98100,0.16870,1.22850,1.14980,78.27280,1.68610,-2.97810,0.46100,0.77240,25.19260,0.7752,0.3913
2021-12-31,1.07490,0.55280,1.45180,40.33270,15.21030,16.80400,15.21030,13.00280,0.17290,1.27540,1.24870,72.07560,8.51150,-13.20180,2.22370,3.80660,24.15490,-0.10230,-0.41860
2021-09-30,1.02380,0.56260,1.47770,39.79420,0.23790,1.69270,0.23790,4.38100,0.16890,1.36370,1.26910,70.91770,2.76900,-3.81860,0.69710,1.21130,23.22500,1.7353,1.3661
2021-06-30,1.33790,0.43400,0.77640,41.35920,16.96240,18.17440,16.96250,14.67920,0.21560,1.47580,1.29150,69.68890,10.43400,180.17470,3.13770,5.90530,22.22500,3.9488,3.739
2021-03-31,1.38770,0.48170,0.94140,43.20700,28.58510,29.89700,28.58510,23.36580,0.21350,1.48100,1.21760,73.91640,19.27470,-139.84330,4.93290,9.99000,18.33510,2.1255,1.9112
2020-12-31,1.33970,0.51380,1.13720,41.30200,44.76460,46.20840,44.76460,37.85860,0.19160,1.43430,1.13510,79.28830,31.50820,-103.81570,7.22560,15.31880,16.12570,2.95900,2.72840
2020-09-30,1.48320,0.59450,1.48450,40.71980,19.08280,20.75160,19.08280,16.73250,0.21610,1.59370,1.25690,71.60450,19.57980,-33.68680,3.62990,7.93920,11.59040,2.7825,2.5958
2020-06-30,1.31240,0.64450,2.20110,39.75610,23.99570,25.81780,23.99570,22.79770,0.19020,1.24450,1.15960,77.61050,28.84950,-30.42810,4.28680,10.25620,9.38880,2.9808,2.7901
2020-03-31,1.56540,0.67750,2.18750,41.56310,9.95660,11.47330,9.95660,7.86300,0.25220,1.56200,1.29220,69.64790,13.85010,-15.15050,1.94870,4.46680,8.09930,1.8645,1.7084
2019-12-31,1.45470,0.65330,2.19730,41.72750,19.86350,21.43070,19.86350,18.44460,0.23700,1.56980,1.29770,69.35530,30.42930,-39.37090,4.43730,10.55030,8.92000,1.98200,1.66640
2019-09-30,1.54160,0.82880,5.58360,41.78130,3.25970,4.82030,3.25970,0.46820,0.28300,1.74970,1.46790,61.31260,2.00400,-0.94080,0.13250,0.34310,3.49350,3.9466,3.7599
2019-06-30,1.50870,0.62660,1.93730,43.85920,19.30210,20.91170,19.30220,15.69880,0.27040,1.42430,1.36190,66.08250,22.60270,-207.95530,4.24430,8.43880,9.88460,2.9962,2.7542
2019-03-31,1.59030,0.59120,1.66960,42.73470,24.28190,25.71210,24.28190,20.87860,0.26500,1.42620,1.33170,67.58150,25.89240,819.89910,5.53230,10.58530,11.28630,1.2201,0.9183
