,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-09-30,0.63220,1.71860,54.09020,54.09020,48.68410,44.17820,0.04210,5.80260,5.80260,1.99420,2.13440,30.38650,2.2131,-2.7524
2022-06-30,0.62130,1.64070,58.03620,58.03620,53.35900,48.80480,0.04300,6.36580,6.36580,2.24510,2.41060,29.07570,2.4561,0.933
2022-03-31,0.60790,1.55040,53.05010,53.05010,49.79190,45.89640,0.04190,5.61390,5.61390,2.05550,2.20120,28.88740,2.03040,0.48710
2021-12-31,0.61140,1.57360,72.94930,72.94930,67.35220,62.92220,0.04080,7.49760,7.49760,2.71000,2.91320,28.27000,1.609,-0.4109
2021-09-30,0.62270,1.65060,54.85630,54.85630,50.08390,45.58050,0.04250,5.90680,5.90680,2.05820,2.22850,25.27950,1.8908,0.2528
2021-06-30,0.61510,1.59800,51.98450,51.98450,48.59630,44.29550,0.04000,5.31330,5.31330,1.88710,2.04510,25.12090,1.8428,0.6688
2021-03-31,0.61520,1.59910,67.17800,67.17800,61.20490,56.56790,0.03840,6.50150,6.50150,2.30810,2.50140,24.79300,1.45970,1.14610
2020-12-31,0.66180,1.95710,55.37610,55.37610,48.12190,44.14720,0.03760,5.66420,5.66420,1.77000,1.91550,22.35210,1.4605,0.2995
2020-09-30,0.65610,1.90770,47.57890,47.57890,37.46420,33.41840,0.03920,4.47480,4.47480,1.41370,1.53890,21.44020,1.4537,0.514
2020-06-30,0.64920,1.85060,45.83490,45.83490,34.96880,31.44760,0.03840,4.05230,4.05230,1.30430,1.42160,21.27150,1.6574,1.3931
2020-03-31,0.64880,1.84740,47.28230,47.28230,35.59640,32.53970,0.03890,4.18660,4.18660,1.35870,1.47030,21.50230,1.38000,1.04000
2019-12-31,0.63330,1.72720,49.03060,49.03060,36.63090,33.43710,0.03940,4.11680,4.11680,1.40970,1.50950,22.55540,1.222,0.5878
2019-09-30,0.62330,1.65480,48.18830,48.18830,35.56900,32.02530,0.04060,3.98880,3.98880,1.39440,1.50250,22.47110,1.2861,0.9106
2019-06-30,0.64040,1.78100,49.19560,49.19560,35.66230,32.39410,0.03860,3.98360,3.98360,1.34300,1.43240,22.01190,1.4179,1.2074
2019-03-31,0.64320,1.80300,47.65810,47.65810,33.37320,30.41930,0.03830,3.68300,3.68300,1.25620,1.31400,21.77380,1.26100,-0.44860
2018-12-31,0.63330,1.72740,50.97620,50.97620,36.57590,33.01160,0.03920,3.92220,3.92220,1.39210,1.43810,21.91450,1.1492,0.2631
2018-09-30,0.63220,1.71890,60.07370,60.07370,46.36700,42.48790,0.03940,5.04270,5.04270,1.79120,1.85470,21.89710,1.3821,0.9869
2018-06-30,0.63710,1.75550,48.75660,48.75660,35.31180,32.05820,0.03840,3.78210,3.78210,1.33010,1.37260,21.52900,1.2654,-0.0891
2018-03-31,0.62430,1.66170,46.90680,46.90680,33.89740,30.91440,0.03820,3.51280,3.51280,1.27740,1.31970,21.54890,1.29340,0.63310
2017-12-31,0.62570,1.67200,90.08700,90.08700,80.76300,76.62480,0.03780,8.41890,8.41890,3.07350,3.15080,21.61630,1.0732,-0.8106
