,long-term-debt-capital,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2017-09-30,0.45630,1.97300,36.23420,23.60870,0.00920,2.16840,2.73080,0.23750,1.08240,26.05400,1.8868,1.8868
2017-06-30,0.45250,1.97340,36.74160,21.46770,0.00980,2.07760,2.59310,0.22650,1.03170,27.43310,0.8812,0.8812
2017-03-31,0.45220,1.97250,34.18480,22.57970,0.00950,2.19690,2.75380,0.23740,1.09020,26.88470,-1.18950,-1.18950
2016-12-31,0.44890,1.78100,30.82330,22.12220,0.00880,1.91390,2.37150,0.21080,0.95480,26.48020,-0.8647,-0.8647
2016-09-30,0.45460,1.87800,35.14070,21.41930,0.00950,2.02360,2.54500,0.22570,1.00060,26.67790,0.0604,0.0604
2016-06-30,0.46230,1.92840,33.56480,21.77250,0.00930,1.97770,2.49500,0.21870,0.96300,26.14020,1.3866,1.3866
2016-03-31,0.46980,2.00430,25.14530,15.23270,0.00910,1.45620,1.85860,0.15890,0.70050,25.48090,0.98170,0.98170
2015-12-31,0.48030,1.97570,24.05290,14.92370,0.00850,1.30820,1.70420,0.14270,0.62080,24.67910,0.4992,0.4992
2015-09-30,0.48110,2.13090,30.94720,20.69750,0.00940,1.97700,2.57860,0.21450,0.93660,24.54180,2.3028,2.3028
2015-06-30,0.49170,2.26070,34.08580,22.68610,0.00990,2.23810,2.94760,0.23890,1.03700,24.03200,-0.2964,-0.2964
2015-03-31,0.48740,2.19710,21.45020,13.47460,0.00940,1.35880,1.79400,0.14450,0.63460,23.78120,0.02170,0.02170
2014-12-31,0.49970,2.25810,26.88430,16.99500,0.00960,1.66710,2.25730,0.17760,0.76800,23.15120,0.014,0.0791
2014-09-30,0.51170,2.42240,2.09500,-2.28450,0.00970,-0.10510,-0.14520,-0.01090,-0.04750,22.69720,0.4541,0.4291
2014-06-30,0.51990,2.56570,13.09990,9.53790,0.00980,1.02940,1.44880,0.10550,0.46330,22.57660,0.2896,0.2747
2014-03-31,0.52350,2.58050,-3.15910,-2.38440,0.01000,-0.12630,-0.18160,-0.01280,-0.05670,22.02160,2.15170,2.12650
2013-12-31,0.51760,2.48080,18.17800,15.04820,0.01010,1.56790,2.25930,0.16360,0.71300,21.96840,1.0381,1.0689
2013-09-30,0.52360,2.60500,22.81720,10.44550,0.01000,1.14040,1.64840,0.11740,0.51210,21.74260,0.7397,0.7174
2013-06-30,0.53190,2.70070,25.55310,16.59700,0.01010,1.85060,2.68970,0.18890,0.81290,21.50520,3.9265,3.9131
2013-03-31,0.54100,2.78340,9.23480,5.16660,0.00990,0.67870,0.95620,0.06820,0.28690,21.92610,2.37280,2.37770
2012-12-31,0.53770,2.84090,-11.57030,2.23630,0.00740,0.33550,0.47400,0.03310,0.14280,21.98460,-2.4172,-2.4031
2012-09-30,0.54560,2.79920,5.95050,-0.17690,0.00860,0.15470,0.21740,0.01570,0.06470,22.13980,0.8262,0.8062
2012-06-30,0.56120,2.98440,15.58310,10.38870,0.00930,1.13390,1.61210,0.11400,0.45800,21.89640,1.5597,1.5601
2012-03-31,0.60420,3.11000,3.62030,1.64650,0.00910,0.30560,0.44390,0.02990,0.11120,21.57640,-1.44980,-1.44380
2011-12-31,0.61800,2.96970,11.07770,7.41550,0.01030,0.94050,1.37690,0.09350,0.33050,21.83960,2.477,2.4204
2011-09-30,0.63410,3.25290,29.67740,23.39300,0.01130,2.95670,4.36970,0.28080,0.99040,22.71980,-1.2645,-1.2869
2011-06-30,0.65760,3.56380,-128.99510,-91.44370,0.00440,-4.29250,-6.82680,-0.39030,-1.36030,21.92560,5.1288,5.1148
2011-03-31,0.65300,3.64590,12.05390,7.47950,0.01010,0.95610,1.55360,0.09010,0.30800,22.78730,-0.05660,-0.09110
2010-12-31,0.66270,3.61770,-20.81770,-8.84240,0.00760,-0.58770,-0.96220,-0.05490,-0.18380,22.63210,0.6741,0.6205
2010-09-30,0.67510,4.03610,-27.75070,-35.89470,0.00910,-3.43660,-5.53160,-0.31200,-1.02900,22.97210,3.8332,3.8008
2010-06-30,0.67760,4.11980,18.03020,13.02260,0.00890,1.45130,2.56960,0.13210,0.43180,23.24070,1.5371,1.5435
2010-03-31,0.69000,4.13450,19.80240,12.78650,0.00950,1.50190,2.82030,0.13610,0.42910,22.90900,2.38630,2.36510
2009-12-31,0.65450,3.58040,-9.48150,-34.71870,0.00670,-0.09990,-0.17120,-0.00870,-0.02900,26.75580,5.4726,5.3603
2009-09-30,0.63910,3.25910,-13.78930,-15.63850,0.00640,-0.50340,-0.70940,-0.04450,-0.14020,29.78890,1.0277,1.0208
2009-06-30,0.63670,3.37230,12.26350,12.46970,0.00860,1.64080,2.35670,0.14300,0.45900,29.49240,1.7147,1.6272
2009-03-31,0.64790,3.86680,24.02360,12.57490,0.00960,2.55420,3.41090,0.18290,0.62430,37.42400,8.57090,8.48780
