,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,1.52420,0.37020,0.74330,17.18880,0.55260,0.55260,-0.31640,-0.06680,0.52120,13.40440,6.71420,-0.11710,-0.28900,-0.04180,-0.07380,122.98460,-40.183,-42.227
2022-09-30,1.34570,0.32340,0.66400,19.36490,5.14060,5.14060,5.68880,5.24150,0.44910,14.16970,6.35160,7.31140,16.52130,2.35000,4.94710,128.88630,66.3518,64.1001
2022-06-30,1.52570,0.42130,0.85250,19.28410,5.13480,5.13480,4.74180,2.94140,0.50540,7.02340,12.81420,4.49390,10.56220,1.48870,2.60070,122.55640,7.5535,5.351
2022-03-31,1.53090,0.42380,0.86640,18.12680,5.37760,5.37760,5.08970,3.87990,0.51760,7.55200,11.91740,6.06180,22.12710,2.00830,3.49270,121.28730,2.36910,0.05490
2021-12-31,1.62370,0.39560,0.79610,17.17490,0.28970,0.28970,-0.28500,-0.06650,0.47460,11.60640,7.75430,-0.08070,-0.25940,-0.02930,-0.04880,125.02140,-0.7618,-3.621
2021-09-30,1.71790,0.41320,0.76780,16.33570,3.03430,3.03430,7.90450,7.39720,0.45670,11.01490,8.17080,9.40300,27.95840,3.37820,5.51750,126.67470,21.9296,19.4026
2021-06-30,1.71350,0.29000,0.49910,16.93390,5.98690,5.98690,3.57470,2.84810,0.54230,8.46800,10.62820,3.96150,5.92200,1.54450,2.81260,115.50520,2.7742,0.2286
2021-03-31,1.66840,0.29930,0.53620,16.31510,5.91740,5.91740,5.03190,4.00620,0.55240,9.41170,9.56260,5.83510,8.63580,2.21300,4.08850,109.98810,-6.46080,-8.69930
2020-12-31,1.76500,0.30620,0.50840,14.94600,-1.81510,-1.81510,-2.40270,-1.43740,0.54510,16.75040,5.37300,-1.99590,-2.95230,-0.78360,-1.38470,106.53340,2.1833,-0.0491
2020-09-30,1.81360,0.27760,0.50720,22.23660,9.08090,9.08090,8.74220,6.67500,0.52170,17.68720,5.08840,8.49820,11.83220,3.48260,6.13920,119.14670,13.5919,11.7192
2020-06-30,1.69360,0.29590,0.56130,25.71920,12.76010,12.76010,13.55130,9.57920,0.49620,8.52680,10.55490,12.68040,18.32950,4.75360,8.92840,108.97020,23.0505,21.3538
2020-03-31,1.65550,0.32900,0.65750,17.45970,5.67200,5.67200,3.78660,2.49800,0.54670,9.42510,9.54900,3.82840,5.97830,1.36570,2.56900,93.45260,3.56900,2.12330
2019-12-31,1.81970,0.29210,0.48940,15.99260,2.22150,2.22150,3.63920,3.14210,0.56050,15.43090,5.83250,4.25360,6.31400,1.76100,3.01110,91.11690,3.6148,1.9273
2019-09-30,1.83000,0.31620,0.54620,17.75750,5.34450,5.34450,5.46760,4.24240,0.55660,19.15210,4.69920,5.93910,8.97250,2.36120,4.06110,87.60370,18.4197,16.8276
2019-06-30,1.74710,0.26940,0.49950,18.01790,6.86370,6.86370,7.56540,5.78640,0.56190,17.97010,5.00830,7.91780,11.82390,3.25110,5.78500,87.88280,10.5955,9.4346
2019-03-31,1.64950,0.28760,0.57630,16.22900,5.25860,5.25860,4.63150,3.51400,0.56820,8.23890,10.92380,5.22090,8.15090,1.99650,3.71950,80.28290,6.59010,5.56770
2018-12-31,1.68190,0.30100,0.61410,19.30410,3.64910,3.64910,3.07740,2.50560,0.55750,13.95860,6.44760,3.49380,5.66730,1.39690,2.44220,74.95190,-2.3701,-3.648
2018-09-30,1.68470,0.31070,0.50700,20.85740,6.76470,6.76470,6.34240,4.53330,0.51680,13.37670,6.72810,6.07950,9.61480,2.34270,4.19080,77.21580,-7.6265,-8.8076
2018-06-30,1.43140,0.31850,0.51370,19.09670,6.04530,6.04530,0.13320,1.35350,0.41610,9.69340,9.28470,1.89010,3.05570,0.56320,1.28800,74.12010,-0.8534,-1.851
2018-03-31,1.54850,0.32130,0.52510,18.27160,5.32250,5.32250,4.95130,3.43860,0.42680,11.19040,8.04260,4.87050,7.76780,1.46770,3.30570,73.21940,26.55050,25.58530
2017-12-31,1.85010,0.32640,0.51420,19.33430,4.29150,4.29150,3.71520,1.39510,0.48530,15.44380,5.82760,1.86950,2.80450,0.67700,1.25920,71.48510,-20.0692,-21.0818
