,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-09-30,0.30850,0.44620,11.67390,11.67390,10.50750,8.40110,0.08240,3.61810,3.71710,0.69680,2.50180,23.96510,2.7436,2.6509
2022-06-30,0.30290,0.43450,10.11920,10.11920,8.85680,7.13610,0.07690,2.74550,2.81860,0.54900,1.91390,24.64210,1.8865,1.7182
2022-03-31,0.29210,0.41260,26.32230,26.32230,25.12280,20.25920,0.09040,8.60990,8.82730,1.83880,6.09500,25.97350,1.71120,1.77930
2021-12-31,0.32890,0.49000,15.20230,15.20230,13.75430,11.41990,0.08040,4.41380,4.52910,0.91720,2.96230,25.14500,2.3649,2.2611
2021-09-30,0.32890,0.49010,15.15420,15.15420,13.70640,10.77830,0.07690,4.01150,4.11630,0.84740,2.69210,25.15000,2.9629,2.8769
2021-06-30,0.30700,0.44310,14.72230,14.72230,13.06310,10.33230,0.07580,3.60780,3.70310,0.78450,2.50000,24.75550,1.3695,1.9215
2021-03-31,0.33990,0.51480,15.42600,15.42600,13.72680,10.64160,0.07240,3.60350,3.70120,0.77780,2.37880,24.16860,1.10970,1.10580
2020-12-31,0.30110,0.43080,18.81400,18.81400,17.27190,13.49860,0.08080,4.93990,5.07610,1.09240,3.45250,23.71540,1.6719,2.43
2020-09-30,0.33720,0.50880,12.06880,12.06880,10.11920,7.43590,0.07230,2.52280,2.59570,0.54010,1.67210,22.59280,1.9801,1.9079
2020-06-30,0.33350,0.50030,7.42870,7.42870,5.44670,3.68070,0.07090,1.22590,1.26250,0.26230,0.81710,21.90130,1.5232,1.4707
2020-03-31,0.32210,0.47510,1.67160,1.67160,-0.35720,-0.24400,0.06940,-0.06370,-0.06570,-0.01350,-0.04320,20.52800,0.53450,0.39830
2019-12-31,0.30030,0.42920,9.12200,9.12200,7.42700,6.03750,0.07410,1.95790,2.01380,0.44930,1.36990,22.23900,1.1927,1.0947
2019-09-30,0.27750,0.38410,12.28340,12.28340,10.32610,8.40450,0.07500,2.70760,2.78510,0.62990,1.95630,22.13870,1.3475,1.1774
2019-06-30,0.31600,0.46210,15.54100,15.54100,13.52860,10.71020,0.07640,3.61170,3.71860,0.82090,2.47030,21.91100,1.1194,0.8698
2019-03-31,0.32410,0.47950,13.94720,13.94720,11.84490,9.32990,0.07570,3.12980,3.22600,0.70980,2.11540,21.13670,0.27100,0.07660
2018-12-31,0.33730,0.50910,10.41280,10.41280,8.33370,6.78210,0.07840,2.48680,2.56790,0.54740,1.64790,19.96350,0.9694,0.7052
2018-09-30,0.32990,0.49240,12.85260,12.85260,10.79640,8.35540,0.07800,3.00130,3.09810,0.66160,2.01110,19.94080,0.7707,0.6308
2018-06-30,0.33060,0.49380,14.07430,14.07430,11.99650,9.42350,0.07760,3.30750,3.41950,0.73420,2.21410,19.95770,0.4829,0.1454
2018-03-31,0.32790,0.48790,13.11550,13.11550,11.15610,8.79820,0.07690,3.05110,3.15390,0.68150,2.05060,20.08300,-0.06950,-1.28600
2017-12-31,0.31420,0.45810,12.31440,12.31430,10.40850,7.98930,0.07960,2.86680,2.96410,0.64310,1.96610,19.93780,0.6442,0.2394
2017-09-30,0.31260,0.45480,12.94390,12.94390,11.13120,7.97770,0.08350,2.97620,3.07360,0.66900,2.04580,19.96730,1.0216,0.9073
2017-06-30,0.31830,0.46700,10.70100,10.70100,8.70980,5.89830,0.07700,2.05730,2.11490,0.45670,1.40240,19.51900,0.516,0.0379
2017-03-31,0.32280,0.47660,11.82070,11.82070,9.85330,6.60000,0.07940,2.38910,2.45710,0.52950,1.61790,19.13370,0.26110,0.04950
2016-12-31,0.32870,0.48970,13.63090,13.63090,11.76020,7.75050,0.08440,3.02430,3.11280,0.65770,2.03010,18.63360,0.4214,0.061
